,titles_authors
0,"['a clockwork orange, anthony burgess', 'anthem, ayn rand', 'girlfriend in a coma, douglas coupland', 'the minority report, philip k. dick', 'black wave, michelle tea', 'doomsday morning, c.l. moore', 'nineteen eighty-four, george orwell', 'interstellar, greg keyes', 'star maker, olaf stapledon', 'kalki, gore vidal', 'lanark, alasdair gray', 'the transition, luke kennard', 'a scanner darkly, philip k. dick', 'stand on zanzibar, john brunner', 'erewhon, samuel butler', 'total recall, philip k. dick', 'brave new world, aldous huxley', 'ice, anna kavan', 'dissipatio h.g., guido morselli', 'brave new world and brave new world revisited, aldous huxley', 'lightborn, tricia sullivan', 'the palace of dreams, ismail kadare', 'nowy wspaniały świat, aldous huxley', 'the memoirs of a survivor, doris lessing', 'atlas shrugged, ayn rand', 'this perfect day, ira levin', 'the drowned world, j.g. ballard', 'ubik, philip k. dick', 'rok 1984, george orwell', 'robots and empire, isaac asimov', 'the giver, lois lowry', 'cesur yeni dünya, aldous huxley', 'il tallone di ferro, jack london', 'super sad true love story, gary shteyngart', 'examination day, henry slesar', 'the possibility of an island, michel houellebecq', 'fahrenheit 451, tim hamilton', 'corpus delicti, juli zeh', 'we can remember it for you wholesale, philip k. dick', 'hard to be a god, arkady strugatsky', 'after many a summer dies the swan, aldous huxley', '1984, george orwell', 'ape and essence, aldous huxley', 'the flame alphabet, ben marcus']"
1,"['eye scream, henry rollins', 'sunday dinners, jon rance', 'spike, brian lynch', 'manazuru, hiromi kawakami', 'good faeries/bad faeries, brian froud', 'imitation, chimamanda ngozi adichie', 'deadman, sarah vaughn', 'the real mrs. price, j.d. mason', ""old school, daniel b. o'shea"", 'the sky so big and black, john barnes', 'i want you back, thayer king', 'the ship in the hill, william l. sullivan', 'daily gratitude, national geographic society', 'green lantern, geoff johns', 'protecting their mate, part two, mia thorne', 'sacrificed to the dragon, jessie donovan', 'the graduate, charles webb', 'sister peters in amsterdam, betty neels', 'iron man, peter david', 'the marketplace, laura antoniou', 'the course of love, alain de botton', 'our world, leonard balsera', 'rose, li-young lee', 'kidnapped the wrong sister, marie kelly', 'electric arches, eve l. ewing', 'the shawshank redemption, frank darabont', 'five for sorrow, ten for joy, rumer godden', 'house of earth and blood, sarah j. maas', 'bake sale, sara varon', 'the little teashop of broken hearts, jennifer joyce', 'the mark of nerath, bill slavicsek', 'never cry mercy, l.t. ryan', 'that way again, carolyn brown', 'black widow, richard k. morgan', 'turn towards the sun, emma davies', 'batman, bill finger', 'wire to wire, scott sparling', 'to trust, carolyn brown', 'love and houses, marti leimbach', 'the missed call, sidharth oberoi', 'marvels, kurt busiek', ""three women at the water's edge, nancy thayer"", 'the london flat, juliet gauvin', 'one times one, e.e. cummings', 'teenage mutant ninja turtles, kevin eastman', 'tommy goes trick-or-treating, emlyn chand', 'the ramayana, bulbul sharma', 'fire sanctuary, katharine eliska kimbriel', 'the stand, roberto aguirre-sacasa', 'the bear and the dragon, tom clancy', 'silent hill, scott ciencin', 'aliens, brian wood', 'protecting their mate, part three, mia thorne', 'protecting their mate, part four, mia thorne', 'protecting their mate, part seven, mia thorne', 'the man in the iron mask, alexandre dumas', 'soul food sisterhood, aisha washington', 'protecting their mate, part eight, mia thorne', 'protecting their mate, part five, mia thorne', 'star trek, rick sternbach', ""a catered valentine's day, isis crawford"", 'loose woman, sandra cisneros', 'the thing around your neck, chimamanda ngozi adichie', 'wild adapter volume 1, kazuya minekura', 'het wordt spectaculair. beloofd., zita theunynck', 'the joys of motherhood, buchi emecheta', 'the world of the dark crystal, brian froud', 'the mitford snowmen, jan karon', 'becoming abigail, chris abani', 'all my friends are superheroes, andrew kaufman', 'on love, alain de botton', 'the theory of hummingbirds, michelle kadarusman', 'the pinstripe ghost, david a. kelly', ""the traveler's gift, andy andrews"", 'tales from margaritaville, jimmy buffett', ""they shoot canoes, don't they?, patrick f. mcmanus"", 'swine not?, jimmy buffett', 'blackadder, richard curtis', 'a catered thanksgiving, isis crawford', 'terra sonâmbula, mia couto', 'fourth wing, rebecca yarros', 'almost famous, cameron crowe', 'mrs. lizzy is dizzy!, dan gutman', 'end game, l.t. ryan', 'the prodigal wife, marcia willett', 'late night talking, leslie schnur', 'alien vs. predator, michael robbins', 'dust on the mountain, ruskin bond', 'hogwarts school of prayer and miracles, grace ann parsons', 'the art of remember me, aleksi briclot', ""in my father's house, e. lynn harris"", 'my storm, tiffany patterson', ""darcy's deal, zoe burton"", 'the armies of memory, john barnes', 'arab summer, david lender', 'the french sultana, zia wesley', 'if i die in juárez, stella pope duarte', 'temptation street, shari low', ""rory's proposal, lynda renham"", 'lost and found, laura dower', 'case files, eugene c. toy', 'orangey the goldfish, eddie bee', 'true grift, jack bunker', ""the wolf's bite, david archer"", 'forty-four caliber justice, donald l. robertson', 'las noches habitadas, alma delia murillo', 'the sisterhood of the traveling pants, ann brashares', 'the branded =, laxman gaikwad', 'injustice, christopher sebela', 'babylon heights, irvine welsh', 'the smell of kerosene, donald l. mallick', 'last kiss goodnight, teresa driscoll', 'the punisher, vol. 3, garth ennis', 'war, thomas a. watson', 'angel, joss whedon', ""walt disney's uncle scrooge, carl barks"", ""karen's big joke, ann m. martin"", ""on the tycoon's terms, sandra field"", 'dark planet warriors, anna carven', 'buy me, alexa riley', 'sweet ruin, tony hoagland', 'the curious charms of arthur pepper, phaedra patrick', 'this family life, jon rance', 'escape routes for beginners, kira cochrane', 'gone forever, scott blade', 'licensed to thrill, diane capri', 'diary of steve the noob 2 (an unofficial minecraft book), steve the noob', ""pandora's box, giselle green"", 'evil is easy, p.s. brown', 'to keep a promise, b.n. rundell', 'meet me at number five, lisa hill', 'mourning the little dead, jane a. adams', 'sometimes never, cheryl mcintyre', 'the people at number 9, felicity everett', ""it's not about me, max lucado"", 'to the bighorns, b.n. rundell', 'if only they could talk, james herriot', 'the man of feeling, henry mackenzie', 'toy story, walt disney company', 'the intern, volume 2, brooke cumberland', 'the recruiter, roger weston', 'the biggest mouse in the world, charles house', 'nightblade, garrett robinson', 'to the overland trail, b.n. rundell', 'melody of vengeance, michael a. black', 'a tropical frontier, tim robinson', 'tal vez tú, alice kellen', 'river teeth, david james duncan', 'critical role, matthew mercer', 'the phoenix project, gene kim', 'wild adapter volume 2, kazuya minekura', 'up the down staircase, bel kaufman', 'ion, liviu rebreanu', 'el niño que enloqueció de amor, eduardo barrios', 'in his own write, john lennon', 'born on a tuesday, elnathan john', 'beware of god, shalom auslander', 'million dollar baby, f.x. toole', 'reheated cabbage, irvine welsh', ""esther's gift, jan karon"", 'chaka, thomas mofolo', 'mara, ioan slavici', 'the lifecycle of software objects, ted chiang', 'blaze of glory, simon hawke', 'edge of tomorrow, hiroshi sakurazaka', 'the princess of the chalet school, elinor m. brent-dyer', 'roller girl, victoria jamieson', 'three sisters, helen smith', 'flying at night, rebecca l. brown', 'fire from the sky, n.c. reed', 'storie naturali, primo levi', 'monsieur le commandant, romain slocombe', 'malory, thomas malory', ""at wave's end, patricia perry donovan"", 'death by eggnog, lee hollis', 'a family affair, reshonda tate billingsley', 'the four bad boys and me, blue_maiden*', ""the magician's daughter, judith janeway*"", 'ahriman, john french', 'finales que merecen una historia, albert espinosa', 'ranma ½, vol. 1 (ranma ½, rumiko takahashi', 'dreadnought and shuttle, l.j. cohen', 'ach wie gut, dass niemand weiß, alexa hennig von lange', 'drift, marion pauw', 'batman, jim starlin', 'the merchants of souls, john barnes', 'christmas at the inn, andrea twombly', 'burning chrome, william gibson', 'venatoris, g.s. jennsen', 'el regalo, eloy moreno', 'o prenúncio das águas, rosa lobato de faria', 'de bende van de bokkenrijders, ton van reen', ""karen's new friend, ann m. martin"", 'star wars, patricia c. wrede', 'parasyte, volume 6, hitoshi iwaaki', 'star trek, alan dean foster', ""owen's daughter, jo-ann mapson"", 'ripple effect, l.t. ryan', 'pop kids, davey havok', 'one more river to cross, essie summers', 'hunter/victim, robert sheckley', 'my little pony, magnolia belle', 'little friends, onur tukel', 'hellboy, mike mignola', 'vain, deborah bladon', 'batman, doug moench', ""walt disney's donald duck, carl barks"", 'emma, alexander mccall smith', 'umut, zeynep sey', 'the other man, nancy adams', 'courting catherine, nora roberts', 'pocahontas, walt disney company', 'stepdaddy savage, charleigh rose', 'martin luther, martin luther', 'terry pratchett, terry pratchett', 'the holy bible, anonymous', 'where are you going, where have you been?, joyce carol oates', 'sin city, frank miller', 'el extraño caso del doctor jekyll y mr. hyde y otros relatos de terror, robert louis stevenson', 'flow my tears, the policeman said, philip k. dick', 'transformed, suzanne falter', 'not a book, not a book', 'thor, jason aaron', 'sueños de cristal, araceli samudio', 'inferno, expert book reviews', 'moby dick, herman melville', 'chicken soup for the soul, jack canfield', 'semina il vento, alessandro perissinotto', 'to the cache la poudre, b.n. rundell', 'not another thug story 3, desiree m. granger']"
2,"['the bright hour, nina riggs', 'paris, kati marton', 'not without my daughter, betty mahmoody', 'after all, mary tyler moore', 'in love, amy bloom', 'late, late at night, rick springfield', 'aftershocks, nadia owusu', 'i forgot to die, khalil rafati', 'hourglass, dani shapiro', 'a girl from yamhill, beverly cleary', 'here comes trouble, michael moore', 'me and a guy named elvis, jerry schilling', 'under and alone, william queen', 'ryan white, ryan white', 'my reading life, pat conroy', 'a fighting chance, elizabeth warren', 'bomb shelter, mary laura philpott', 'drunk mom, jowita bydlowska', 'at home in the world, tsh oxenreider', 'worth fighting for, lisa niemi swayze', 'along the way, martin sheen', 'better than new, nicole curtis', 'when i was puerto rican, esmeralda santiago', 'chosen by a horse, susan richards', 'the time of my life, patrick swayze', ""not my father's son, alan cumming"", 'sisters first, jenna bush hager', 'a well-trained wife, tia levings', 'the world according to bob, james bowen', 'i am ozzy, ozzy osbourne', 'broken music, sting', 'the unwinding of the miracle, julie yip-williams', 'unfinished, priyanka chopra jonas', 'dear mr. you, mary-louise parker', 'beautiful things, hunter biden', 'the big tiny, dee williams', 'waiting to be heard, amanda knox', 'not becoming my mother, ruth reichl', 'last night at the viper room, gavin edwards', 'life after death, damien echols', 'endurance, scott kelly', 'cherry, mary karr', 'my life so far, jane fonda', 'me, elton john', 'love life, rob lowe', 'the heroin diaries, nikki sixx', 'gabby, gabrielle giffords', 'tell me everything, minka kelly', 'blue nights, joan didion', 'the only girl in the world, maude julien', 'burn the place, iliana regan', 'grace, grace coddington', 'sex object, jessica valenti', ""please stop laughing at me... one woman's inspirational story, jodee blanco"", 'always looking up, michael j. fox', 'after, nikki gemmell', 'the night the angels came, cathy glass', 'one l, scott turow', 'madly, deeply, alan rickman', 'rod, rod stewart', 'slash, slash', 'multiple bles8ings, jon gosselin', 'nothing is impossible, christopher reeve', 'nevertheless, alec baldwin', '3,096 days, natascha kampusch', ""one writer's beginnings, eudora welty"", 'miles to go, miley cyrus', 'it takes two, jonathan scott', 'from here to the great unknown, lisa marie presley', 'rafa, rafael nadal', 'in my skin, kate holden', ""here's the story, maureen mccormick"", 'take it like a man, boy george', 'born to run, bruce springsteen', 'out on a limb, shirley maclaine', 'south and west, joan didion', 'save me from myself, brian welch', ""it's a long story, willie nelson"", 'how to murder your life, cat marnell', 'open, andre agassi', 'on my own, diane rehm', 'in the pleasure groove, nigel john taylor', 'unbearable lightness, portia de rossi', 'the woman i wanted to be, diane von furstenberg', 'life, keith richards', 'still waters, jennifer lauck', 'more than enough, elaine welteroth', 'come to the edge, christina haag', ""we're going to need more wine, gabrielle union"", 'born on a blue day, daniel tammet', 'from this moment on, shania twain', 'the other side of me, sidney sheldon', 'oprah, kitty kelley', 'prairie tale, melissa gilbert', 'rat girl, kristin hersh', 'a natural woman, carole king', 'yesterday, today, tomorrow, sophia loren', 'white line fever, lemmy kilmister', 'the dirt, tommy lee', 'finding me, michelle knight', 'the rural diaries, hilarie burton morgan', 'my appetite for destruction, steven adler', 'unbound, tarana burke', 'the third gilmore girl, kelly bishop', 'never broken, jewel', 'infinite tuesday, michael nesmith', 'hunger, roxane gay', ""an astronaut's guide to life on earth, chris hadfield"", ""i'm with the band, pamela des barres"", 'knife, salman rushdie', 'house of sticks, ly tran', 'first step 2 forever, justin bieber', 'tiger, tiger, margaux fragoso', 'a new model, ashley graham', 'the meaning of mariah carey, mariah carey', 'the beauty in breaking, michele harper', ""a paper life, tatum o'neal"", 'the outsider, jimmy connors', 'behind the candelabra, scott thorson', 'four seasons in rome, anthony doerr', 'testimony, robbie robertson', 'playground, jennifer saginor', 'uncultured, daniella mestyanek young', 'but enough about me, burt reynolds', 'red, sammy hagar', 'the man who listens to horses, monty roberts', 'the clancys of queens, tara clancy', ""'tis, frank mccourt"", 'an angel at my table, janet frame', 'the magnolia story, chip gaines', ""the actor's life, jenna fischer"", 'home, julie andrews edwards', 'friends, lovers, and the big terrible thing, matthew perry', 'broken horses, brandi carlile', 'i, me, mine, george harrison', 'joni, joni eareckson tada', 'spelling it like it is, tori spelling', 'clapton, eric clapton', 'growing up brady, barry williams', 'down the highway, howard sounes', 'brat, andrew mccarthy', 'my story, elizabeth smart', 'where the past begins, amy tan', 'nicht ohne meine tochter, betty mahmoody', 'they called us exceptional, prachi gupta', 'all creatures great and small, james herriot', 'undisputed truth, mike tyson', 'losing it, valerie bertinelli', 'lucky man, michael j. fox', 'the sum of our days, isabel allende', 'coreyography, corey feldman', 'sharon osbourne extreme, sharon osbourne', 'rocks, joe perry', 'the answer is…, alex trebek', 'crazy for the storm, norman ollestad', 'home work, julie andrews edwards', 'where the light gets in, kimberly williams-paisley', 'heavy, kiese laymon', 'the discomfort zone, jonathan franzen', 'lucky, alice sebold', 'does the noise in my head bother you?, steven tyler', 'fairy tale interrupted, rosemarie terenzio', 'hunger makes me a modern girl, carrie brownstein', 'thicker than water, kerry washington', 'loose girl, kerry cohen', 'how to... make love like a porn star, jenna jameson', 'reckless, chrissie hynde', 'cheryl, cheryl cole']"
3,"['stolen innocence, elissa wall', 'just kids, patti smith', 'ways of escape, graham greene', 'at eighty-two, may sarton', 'soul on ice, eldridge cleaver', 'the education of henry adams, henry adams', 'show me the way, jennifer lauck', 'american sniper, chris kyle', 'snow falling in spring, moying li', 'get in the van, henry rollins', 'how i discovered poetry, marilyn nelson', 'america is in the heart, carlos bulosan', 'angel of death row, andrea d. lyon', 'living for change, grace lee boggs', 'blood in my eye, george l. jackson', 'the autobiography of malcom x, malcolm x', 'mayada, daughter of iraq, jean sasson', 'communion, whitley strieber', 'my life, bill clinton', 'the game, ken dryden', 'note to self, connor franta', 'the autobiography of martin luther king, jr., martin luther king jr.', 'the autobiography of malcolm x, malcolm x', 'the road to woodstock, michael lang', 'running in the family, michael ondaatje', 'black elk speaks, john g. neihardt', 'between a rock and a hard place, aron ralston', 'ministry, al jourgensen', 'justin bieber, justin bieber', 'thunder dog, michael hingson', 'narrative of the life of frederick douglass, frederick douglass', 'a tale of love and darkness, amos oz', 'the autobiography of benjamin franklin, benjamin franklin', 'dancing in the light, shirley maclaine', 'i never had it made, jackie robinson', 'every falling star, sungju lee', 'the wolf of wall street, jordan belfort', 'in order to live, yeonmi park', 'grinding it out, ray kroc', 'john, cynthia lennon', 'geisha, liza dalby', 'cash, johnny cash', 'chinese cinderella, adeline yen mah', 'twelve patients, eric manheimer', 'memories before and after the sound of music, agathe von trapp', 'pumpkinflowers, matti friedman', 'even silence has an end, ingrid betancourt', 'revolutionary suicide, huey p. newton', 'losing my virginity, richard branson', 'midnight express, billy hayes', 'i had to survive, roberto canessa', 'long walk to freedom, nelson mandela', 'my life and work, henry ford', 'lost moon, jim lovell', 'nine years among the indians, 1870-1879, herman lehmann', 'the boys of summer, roger kahn', 'rosa parks, rosa parks', 'narrative of the life of frederick douglass, an american slave, frederick douglass', 'the flame trees of thika, elspeth huxley', ""don't give up, don't give in, louis zamperini"", 'living history, hillary rodham clinton', 'the interesting narrative of the life of olaudah equiano, olaudah equiano', 'heaven and hell, don felder', 'talking to my country, stan grant', 'true compass, edward m. kennedy', 'monster, sanyika shakur', 'the motorcycle diaries, ernesto che guevara', 'the hilliker curse, james ellroy', 'i too had a dream, verghese kurien', 'survival in the killing fields, haing ngor', 'dirty sexy politics, meghan mccain', 'hitch 22, christopher hitchens', 'decision points, george w. bush', 'up from slavery, booker t. washington', 'chronicles, volume one, bob dylan', 'a time of gifts, patrick leigh fermor', 'the autobiography of benvenuto cellini, benvenuto cellini', 'left to tell, immaculee ilibagiza', 'dreams from my father, barack obama', 'the choice, edith eger', 'reflections, brad dukes', 'iacocca, lee iacocca', 'peace child, don richardson', 'autobiography of a yogi, paramahansa yogananda', 'i. asimov, isaac asimov', 'a fort of nine towers, qais akbar omar', 'when a crocodile eats the sun, peter godwin', 'lauren conrad style, lauren conrad', 'reckless road, marc canter', ""amelia's story, d.g. torrens"", 'khullam khulla, rishi kapoor', 'jordan, katie price', 'star trek memories, william shatner', 'among the thugs, bill buford', 'geisha, a life, mineko iwasaki', 'expecting adam, martha n. beck', 'the coalwood way, homer hickam', 'journals, kurt cobain', 'gladys aylward, gladys aylward', 'tisha, robert specht', 'good vibrations, mike love', 'to the stars, george takei', 'turning points, a.p.j. abdul kalam', 'the double helix, james d. watson', 'il mondo di ieri, stefan zweig', 'the last girl, nadia murad', 'sam walton, sam walton', 'apollo 13, jim lovell', 'simple dreams, linda ronstadt', 'uncle tungsten, oliver sacks', 'in the presence of my enemies, gracia burnham', 'personal history, katharine graham', 'there was a country, chinua achebe', 'the periodic table, primo levi', 'faith of my fathers, john mccain', 'the world of yesterday, stefan zweig', 'having our say, sarah l. delany', 'going solo, roald dahl', 'thinking in pictures, temple grandin', 'ball four, jim bouton', 'thinking in pictures, expanded edition, temple grandin', 'the far away brothers, lauren markham', 'better than sex, hunter s. thompson', 'fooling houdini, alex stone', 'at the center of the storm, george tenet', 'sachiko, caren stelson', 'fortunate son, john fogerty', 'dust tracks on a road, zora neale hurston', 'wild tales, graham nash', 'the intimate adventures of a london call girl, belle de jour', 'lady sings the blues, billie holiday', 'as i walked out one midsummer morning, laurie lee', 'they poured fire on us from the sky, benson deng', 'gifted hands, ben carson', 'hudson taylor, james hudson taylor', 'my bondage and my freedom, frederick douglass', ""this wheel's on fire, levon helm"", 'i am jackie chan, jackie chan', 'a promised land, barack obama', 'miles, miles davis', 'el mundo de ayer, stefan zweig', 'madam secretary, madeleine k. albright', ""from the holocaust to hogan's heroes, robert clary"", ""joe gould's secret, joseph mitchell"", 'the heart and the fist, eric greitens', 'donnie brasco, joseph d. pistone', 'no higher honor, condoleezza rice', 'nomad, ayaan hirsi ali', 'the final curtsey, margaret rhodes', 'a texas cowboy, charles a. siringo', 'love, tanya, tanya burr']"
4,"['the doll in the garden, mary downing hahn', 'skeleton man, joseph bruchac', ""attack of the jack-o'-lanterns, r.l. stine"", 'say cheese and die!, r.l. stine', 'the curse of camp cold lake, r.l. stine', 'the barking ghost, r.l. stine', ""don't go to sleep!, r.l. stine"", 'the nest, kenneth oppel', 'ghost beach, r.l. stine', 'legend of the lost legend, r.l. stine', 'my hairiest adventure, r.l. stine', 'the dollhouse murders, betty ren wright', ""you can't scare me!, r.l. stine"", 'a night in terror tower, r.l. stine', 'more tales to give you goosebumps, r.l. stine', 'night of the giant everything, r.l. stine', 'clockwork, philip pullman', 'how to kill a monster, r.l. stine', 'a shocker on shock street, r.l. stine', 'neil gaiman/chris riddell 3-book box set, neil gaiman', 'revenge of the living dummy, r.l. stine', 'return of the mummy, r.l. stine', 'the lost lullaby, jason segel', 'the ghost next door, r.l. stine', 'phantom of the auditorium, r.l. stine', 'the cuckoo clock of doom, r.l. stine', 'bunnicula, deborah howe', 'the horror at camp jellyjam, r.l. stine', 'be careful what you wish for..., r.l. stine', 'go eat worms!, r.l. stine', 'ghost camp, r.l. stine', 'vampire breath, r.l. stine', 'stay out of the basement, r.l. stine', 'a monster calls, patrick ness', 'night of the living dummy iii, r.l. stine', 'piano lessons can be murder, r.l. stine', 'the headless ghost, r.l. stine', 'the sleepwalker tonic, jason segel', 'the girl who cried monster, r.l. stine', 'calling all creeps!, r.l. stine', 'cry of the cat, r.l. stine', 'welcome to camp nightmare, r.l. stine', 'the howling ghost, christopher pike', 'night of the living dummy ii, r.l. stine', 'coraline, neil gaiman', 'revenge of the lawn gnomes, r.l. stine', 'the werewolf of fever swamp, r.l. stine', 'wait till helen comes, mary downing hahn', 'koralina, neil gaiman', 'thornhill, pam smy', 'attack of the mutant, r.l. stine', 'doll bones, holly black', 'the scarecrow walks at midnight, r.l. stine', 'monster blood iii, r.l. stine', 'the trolley to yesterday, john bellairs', 'the haunted mask, r.l. stine', 'the house with a clock in its walls, john bellairs', ""the curse of the mummy's tomb, r.l. stine"", ""why i'm afraid of bees, r.l. stine"", 'the tulip touch, anne fine', 'monster blood for breakfast!, r.l. stine', 'monster blood, r.l. stine', 'the inn between, marina cohen', 'deep trouble, r.l. stine', 'night of the living dummy, r.l. stine', 'the demon headmaster, gillian cross', 'one day at horrorland, r.l. stine', 'dark days, james ponti']"
5,"['the naked ape, desmond morris', 'how the mind works, steven pinker', 'the expression of the emotions in man and animals, charles darwin', 'the red queen, matt ridley', 'behave, robert m. sapolsky', 'the meaning of human existence, edward o. wilson', ""darwin's dangerous idea, daniel c. dennett"", 'from bacteria to bach and back, daniel c. dennett', 'the origin of species, charles darwin', 'consciousness explained, daniel c. dennett', 'the blind watchmaker, richard dawkins', 'climbing mount improbable, richard dawkins', 'the magic of reality, richard dawkins', 'evolutionary psychology, david m. buss', 'the selfish gene, richard dawkins', 'our babies, ourselves, meredith small', 'the tell-tale brain, v.s. ramachandran', 'the dragons of eden, carl sagan', 'science in the soul, richard dawkins', 'consilience, edward o. wilson', ""a devil's chaplain, richard dawkins""]"
6,"['vampires are forever, lynsay sands', 'dark predator, christine feehan', 'dark dream, christine feehan', 'bled dry, erin mccarthy', 'dark descent, christine feehan']"
7,"['the magic school bus plants seeds, bruce degen', 'odd duck, cecil castellucci', 'ghost of a chance, lauren barnholdt', 'the tunnel, anthony browne', 'the tiny seed, eric carle', 'star wars, elizabeth schaefer', ""ruby's perfect day, susan hill"", 'the name jar, yangsook choi', 'the night before first grade, natasha wing', 'quest, aaron becker', ""we don't eat our classmates, ryan t. higgins"", 'the world needs more purple people, kristen bell', 'narwhal, ben clanton', 'the big umbrella, amy june bates', 'the magic school bus has a heart, anne capeci', 'the legend of old befana, tomie depaola', 'mrs. katz and tush, patricia polacco', ""life doesn't frighten me, maya angelou"", 'rosie revere, engineer, andrea beaty', 'a couple of boys have the best week ever, marla frazee', 'i am the turkey, michele sobel spirn', ""i'm really ever so not well, lauren child"", 'princess diadora, eddie bee', 'laundry day, maurie j. manning', 'faeries, brian froud', 'dodsworth in london, tim egan', 'a letter to amy, ezra jack keats', 'the magic school bus inside ralphie, joanna cole', 'library mouse, daniel kirk', 'mirette on the high wire, emily arnold mccully', 'real friends, shannon hale', '1-2-3 peas, keith baker', 'the nian monster, andrea wang', 'abe lincoln crosses a creek, deborah hopkinson', 'the other side, jacqueline woodson', 'bink & gollie, kate dicamillo', 'each kindness, jacqueline woodson', 'nursery rhyme comics, chris duffy', ""fancy nancy heart to heart, jane o'connor"", 'round is a mooncake, roseanne thong', 'splat the cat, rob scotton', 'the christmas rose, sepp bauer', 'the enormous turnip, vera southgate']"
8,"['the vorrh, brian catling', 'inverted world, christopher priest', 'a plague of angels, sheri s. tepper', 'titan, john varley', 'arrival, ted chiang', 'glory season, david brin', 'voices, ursula k. le guin', 'we can build you, philip k. dick', 'the urth of the new sun, gene wolfe', 'rainbows end, vernor vinge', 'kiln people, david brin', 'the jargoon pard, andre norton', 'always coming home, ursula k. le guin', 'the fifth head of cerberus, gene wolfe', 'the chronicles of riddick, alan dean foster', 'when true night falls, c.s. friedman', 'worlds, joe haldeman', 'worlds enough and time, joe haldeman', 'killobyte, piers anthony', 'brightness reef, david brin', ""lilith's brood, octavia e. butler"", 'fuzzy sapiens, h. beam piper', 'dhalgren, samuel r. delany', 'sword & citadel, gene wolfe', 'the divine invasion, philip k. dick', 'a creed for the third millennium, colleen mccullough', 'the ophiuchi hotline, john varley', 'lives of the monster dogs, kirsten bakis', 'crystal rain, tobias s. buckell', 'wizard, john varley', 'brown girl in the ring, nalo hopkinson', 'shadow & claw, gene wolfe', 'the book of skulls, robert silverberg', 'the new and improved romie futch, julia elliott', ""clay's ark, octavia e. butler"", 'battle circle, piers anthony', 'the book of phoenix, nnedi okorafor', 'the songs of distant earth, arthur c. clarke', 'maia, richard adams', 'the speed of dark, elizabeth moon', 'singer from the sea, sheri s. tepper', 'the fifth sacred thing, starhawk*', ""foundation's fear, gregory benford"", 'the dispossessed, ursula k. le guin', 'the song of mavin manyshaped, sheri s. tepper', 'bloodchild, octavia e. butler', ""lord valentine's castle, robert silverberg"", 'the system of the world, neal stephenson', 'waldo and magic, inc, robert a. heinlein', 'the adventures of the stainless steel rat, harry harrison', 'red thunder, john varley', 'space cadet, robert a. heinlein', 'shriek, jeff vandermeer', 'the zap gun, philip k. dick', 'the bitterbynde trilogy, cecilia dart-thornton', 'the best of gene wolfe, gene wolfe', 'hawkmistress!, marion zimmer bradley', 'patternmaster, octavia e. butler', 'stories of your life and others, ted chiang', 'look to windward, iain m. banks', 'orcs, stan nicholls', 'blueprints of the afterlife, ryan boudinot', ""newton's wake, ken macleod"", 'startide rising, david brin', ""isaac asimov's caliban, roger macbride allen"", 'el nombre del mundo es bosque, ursula k. le guin', 'the mirage, matt ruff', 'valis, philip k. dick', 'seed to harvest, octavia e. butler', 'majipoor chronicles, robert silverberg', 'fractal mode, piers anthony', 'eon, greg bear', 'children of god, mary doria russell', 'mercycle, piers anthony', 'raising the stones, sheri s. tepper', 'schismatrix plus, bruce sterling', 'j.r.r. tolkien, wayne g. hammond', 'anvil of stars, greg bear', 'gnomon, nick harkaway', 'adulthood rites, octavia e. butler', 'pollen, jeff noon', 'bloodchild and other stories, octavia e. butler', 'the margarets, sheri s. tepper', 'marsbound, joe haldeman', 'the word for world is forest, ursula k. le guin', 'the girl who was plugged in/screwtop, james tiptree jr.', ""infinity's shore, david brin"", 'polaris, jack mcdevitt', 'ravenor, dan abnett', 'transition, iain m. banks', 'the integral trees / the smoke ring, larry niven', 'grass, sheri s. tepper', 'the affirmation, christopher priest', 'angel with the sword, c.j. cherryh', 'restoree, anne mccaffrey', 'the bloodline feud, charles stross', 'between planets, robert a. heinlein', 'earth, david brin', 'the sparrow, mary doria russell', ""logan's search, william f. nolan"", 'more than human, theodore sturgeon', 'job, robert a. heinlein', 'the fresco, sheri s. tepper', 'last and first men, olaf stapledon', 'star wars, daniel wallace', 'the golden globe, john varley', 'sundiver, david brin', 'jack of eagles, james blish']"
