Unnamed: 0,Title,Author,Cleaned Goodreads URL
4534,مختصر منهاج القاصدين,أحمد بن محمد بن عبد ال المقدسي,18721152
203057,مخطوطة بن إسحاق,حسن الجندي,18721152
153593,مد و مه,ابراهیم گلستان,18721152
173791,مداخل إلى علم الجمال الأدبي ومقدمة في نظرية الأدب,عبد المنعم تليمة,18721152
95113,مدارج الناجحين,أزهر اللويزي,18721152
122440,مدخل إلى اللسانيات,محمد محمد يونس علي,18721152
345341,مدموزيل من فضلك,علا سمير الشربيني,18721152
333503,مدن تأكل العشب,عبده خال,18721152
203016,مديح الظل,jorge luis borges,26135480
122395,مديح الظل العالي,mahmoud darwish,17510247
4560,مدينة البهائم,isabel allende,17417913
53903,مدينة الحب لا يسكنها العقلاء,أحمد آل حمدان,18721152
53888,مدينة لا تنام,فهد العودة,18721152
153631,مدیر مدرسه,jalal al-e ahmad,2614074
191117,مدیریت در عمل از سیلیکان ولی تا جاده مخصوص از کامپیوتر تا کامیون,فرهاد کاشانی,18721152
202959,مذكرات دجاجة,إسحاق موسى الحسيني,18721152
331071,مذكرات عبد أمريكي,frederick douglass,6500982
4551,مذكرات محكوم عليه بالإعدام,victor hugo,27503745
250300,مذكراتي - الجزء الأول,محمد مهدي الجواهري,18721152
4655,مرحبا... هل من أحد هناك؟,jostein gaarder,27210617
161711,مردن,arthur schnitzler,24479363
203348,مردی به نام اوه,fredrik backman,30311240--
70203,مردی در تبعید ابدی,nader ebrahimi,13446876
350568,مرزبان‌نامه,مرزبان بن رستم,18721152
373548,مرشد و مارگاریتا,mikhail bulgakov,11512686
153616,مرشد و مارگریتا,mikhail bulgakov,11512686
153578,مرگ ایوان ایلیچ,leo tolstoy,33538389
350606,مرگ شادمانه,albert camus,440070._
140291,مزاج مراهقة,فضيلة الفاروق,18721152
203354,مزایای منزوی بودن,stephen chbosky,18713966
4580,مزحة,anton chekhov,9633623
164916,مزرعة الحيوان,george orwell,8008131
4553,مزرعة الحيوانات,george orwell,8008131
320151,مزرعه‌ی حیوانات,george orwell,8008131
153576,مسئله‌ی اسپینوزا,irvin d. yalom,9122643
322320,مساءلة الحداثة,نجيب العوفي,18721152
202642,مسافر وحيد,أحمد إبراهيم إسماعيل,18721152
345303,مستحيلة,حسن الحلبي,18721152
203812,مسجد قرطبة وقصر الحمراء,عبد العزيز الدولاتي,18721152
156232,مسخ,franz kafka,1503020._
373559,مسخ و داستان‌های دیگر,franz kafka,1503020._
62209,مسدّس حالی [musaddas-e-hali],altaf hussain hali,11356304-musaddas-e-hali
109333,مسكين عالم الذكور,عبد المحسن صالح,18721152
306763,مسير الأرواح في البرزخ,أصغر بهمني,18721152
4557,مشروع روزي,graeme simsion,18168158
345285,مشـاعر دافئـة,شريف شوقي,18721152
23883,مشكلة أسامة,أحمد عبد الرحيم,18721152
345255,مضحك السيد الوزير,محمد سامي,18721152
345158,مع النبي صلى الله عليه وسلم,أدهم شرقاوي,18721152
4612,مع سبق الإصرار,anton chekhov,9633623
371329,معارك غيرت وجه العالم,إيهاب كمال,18721152
345182,معاني الأذكار,محمد صالح المنجد,18721152
345154,معجزة الصباح (العادات ال6 لتغيير حياتك قبل ال8 صباحا,hal elrod,30528213
115135,معجم العشائر الفلسطينية,محمد محمد حسن شراب,18721152
345286,معـك دائماً,شريف شوقي,18721152
