,titles_authors
692,"['love and mr. lewisham, h.g. wells', 'sonnets from the portuguese, elizabeth barrett browning', 'vanity fair, william makepeace thackeray', 'north and south, elizabeth gaskell', 'cranford, elizabeth gaskell', 'the making of a marchioness, frances hodgson burnett', 'a pair of blue eyes, thomas hardy']"
693,"['the judgment of paris, ross king', 'broad strokes, bridget quinn', 'the lives of the artists, giorgio vasari', 'color, victoria finlay', 'the lost painting, jonathan harr', 'history of modern art, h. harvard arnason', 'dear theo, vincent van gogh', 'vanished smile, r.a. scotti', 'the secret art of dr. seuss, dr. seuss', 'a perfect red, amy butler greenfield', 'the power of art, simon schama', ""michelangelo and the pope's ceiling, ross king"", 'the letters of vincent van gogh, vincent van gogh', ""the lady in gold, anne-marie o'connor"", 'leonardo and the last supper, ross king', ""brunelleschi's dome, ross king"", 'frida, hayden herrera', 'hieronymus bosch, stefan fischer', 'frida kahlo, andrea kettenmann', 'the feud that sparked the renaissance, paul robert walker']"
694,"['swami and friends, r.k. narayan', 'the blue umbrella, ruskin bond', 'the complete tales of peter rabbit and friends, beatrix potter', 'green eggs and ham and other servings of dr. seuss, dr. seuss', 'tales from moominvalley, tove jansson', 'dust on the mountain, ruskin bond', ""desayuno en tiffany's, truman capote"", 'william tell told again, p.g. wodehouse', 'smith of wootton major, j.r.r. tolkien']"
695,"[""robert b. parker's lullaby, ace atkins"", 'p is for peril, sue grafton', 'fever of the bone, val mcdermid', 'v is for vengeance, sue grafton', 'a drink before the war, dennis lehane', 'troubled blood, robert galbraith', 'a great day for the deadly, jane haddam', 'the lost child, patricia gibney', 'the wrong side of goodbye, michael connelly', 'proof of life, j.a. jance', 'play dead, angela marsons', 'i is for innocent, sue grafton']"
696,"['the need, helen phillips', 'foe, iain reid', 'extinction, douglas preston', 'the anomaly, michael rutger']"
697,"['the female of the species, mindy mcginnis', 'my name is venus black, heather lloyd', ""firekeeper's daughter, angeline boulley"", 'see how they run, ally carter', 'grit, gillian french']"
698,"['the case of charles dexter ward, h.p. lovecraft', 'the colour out of space, h.p. lovecraft', 'the dream-quest of vellitt boe, kij johnson', 'dead sea, tim curran', 'trolley no. 1852, edward lee', 'bloodstone, karl edward wagner', 'finch, jeff vandermeer', 'necronomicon, h.r. giger', 'the god engines, john scalzi', ""stephen king's the dark tower, robin furth"", 'the call of cthulhu and other weird stories, h.p. lovecraft', 'el color que cayó del cielo, h.p. lovecraft', 'at the mountains of madness and other tales of terror, h.p. lovecraft', 'the call of cthulhu, h.p. lovecraft', 'the dunwich horror and other stories, h.p. lovecraft', 'black paradox, junji ito']"
699,"['the sexual politics of meat, carol j. adams', 'the slave next door, kevin bales', 'invisible women, caroline criado pérez', 'all the single ladies, rebecca traister', 'half the sky, nicholas d. kristof', 'why have kids?, jessica valenti', 'the way we never were, stephanie coontz', 'this is london, ben judah', 'playing the whore, melissa gira grant', 'untenrum frei, margarete stokowski', 'asking for it, kate harding']"
700,"['the house of the spirits, isabel allende', 'het leven van pi, yann martel', 'la casa degli spiriti, isabel allende', 'like water for chocolate, laura esquivel', 'la casa de los espíritus, isabel allende', 'nights at the circus, angela carter', 'como agua para chocolate, laura esquivel', 'das geisterhaus, isabel allende']"
701,"['a long, long sleep, anna sheehan', 'her dark curiosity, megan shepherd', 'scarlet, marissa meyer', 'the girl in red, christina henry', 'cinder, marissa meyer', 'rook, sharon cameron', 'chasing the stars, malorie blackman', 'stitching snow, r.c. lewis', 'for darkness shows the stars, diana peterfreund', 'glitches, marissa meyer', 'cress, marissa meyer', 'fairest, marissa meyer']"
702,"['night shift, lilith saintcrow', 'every last breath, jennifer l. armentrout', 'bound by light, anna windsor', 'white hot kiss, jennifer l. armentrout', 'bound by flame, anna windsor', 'the demon lover, juliet dark', 'kick the candle, genevieve jack']"
703,"['follow you home, mark edwards', 'icebound, david axton', 'the black painting, neil olson', 'the doll house, phoebe morgan', 'unspeakable things, jess lourey', 'acceptable risk, robin cook', ""don't scream, wendy corsi staub"", 'whispers, dean koontz', 'no exit, taylor adams', 'the hush, john hart', 'the cellar, natasha preston', 'fever, robin cook', 'from the corner of his eye, dean koontz', 'sleeping with the enemy, nancy price', 'sleep no more, greg iles', 'the voice of the night, dean koontz', 'sliver, ira levin', 'life expectancy, dean koontz', 'i know what you did last summer, lois duncan', 'twisted, andrew e. kaufman', 'the ice twins, s.k. tremayne', 'security, gina wohlsdorf', 'terminal, robin cook', 'sole survivor, dean koontz', 'house of echoes, brendan duffy']"
704,"['the diabolical conspiracy, bryan smith', 'pork pie hat, peter straub', 'the haunting of winchester mansion, alexandria clarke', 'night of the bat, paul zindel', '68 kill part 2, bryan smith', 'flesh gothic, edward lee', 'sixty-five stirrup iron road, brian keene', 'the minotauress, edward lee', 'sacrifice, wrath james white', 'tampa, alissa nutting', 'lilith, j.r. salamanca', 'waste, andrew f. sullivan', 'hungry bug, carlton mellick iii', 'lot lizards, ray garton', 'bullet through your face, edward lee']"
705,"['find me, romily bernard', ""there's someone inside your house, stephanie perkins"", 'seven minutes in heaven, sara shepard', 'far from you, tess sharpe', 'deadly cool, gemma halliday', 'prep school confidential, kara taylor', 'the good girls, sara shepard', 'two truths and a lie, sara shepard', 'social suicide, gemma halliday', 'are you still there, sarah lynn scheerger']"
706,"['black silk, jan gordon', 'firefly hollow, t.l. haddix', 'into the shadow, christina dodd', 'into the flame, christina dodd', 'wild fire, christine feehan', 'touch of darkness, christina dodd']"
707,"['royal savage, victoria ashley', 'inked, lauren landish', 'dirty filthy rich love, laurelin paige', 'twisted hate, ana huang', 'stanton adore, t.l. swan', 'undaunted, crystal daniels', 'ruthless king, meghan march', 'midnight mass, sierra simone', 'mr. ceo, lauren landish', 'defiant queen, meghan march', 'sinful empire, meghan march', 'sinner, sierra simone']"
708,[]
709,"['anchor in the storm, sarah sundin']"
710,[]
711,"['green-eyed demon, jaye wells', 'tangled threads, jennifer estep', ""midnight's emissary, t.a. white"", 'wild things, chloe neill', 'jameson, k.f. breene', 'thirteen, kelley armstrong', 'into the darkness, k.f. breene', 'magic triumphs, ilona andrews', ""dragon's storm, ella summers"", 'venom & vanilla, shannon mayer', 'blade bound, chloe neill', 'broken soul, faith hunter', 'magic shifts, ilona andrews', ""tempest's legacy, nicole peeler"", 'tracking the tempest, nicole peeler', 'biting cold, chloe neill', 'clean sweep, ilona andrews', ""witch's cauldron, ella summers"", 'web of lies, jennifer estep', 'wild hunger, chloe neill', 'dying bites, d.d. barant', 'immune, shannon mayer', ""widow's web, jennifer estep"", 'mercenary magic, ella summers', 'magic games, ella summers', 'the mage in black, jaye wells', ""shifter's shadow, ella summers"", 'darkness haunts, susan illene', 'red-headed stepchild, jaye wells', 'one fell sweep, ilona andrews', ""vampire's kiss, ella summers"", 'mercy blade, faith hunter', 'storm cursed, patricia briggs', 'blood cross, faith hunter', 'venom, jennifer estep', 'double-sided magic, mckenzie hunter', 'web of deceit, jennifer estep', 'sweep in peace, ilona andrews', 'magic binds, ilona andrews']"
712,"['the secret river, kate grenville', 'the shadow lines, amitav ghosh', 'an artist of the floating world, kazuo ishiguro', 'the dream of scipio, iain pears', 'the inheritance of loss, kiran desai', 'the luminaries, eleanor catton', 'quel che resta del giorno, kazuo ishiguro', 'dancing at the rascal fair, ivan doig']"
713,"['how to live, sarah bakewell', 'america, jean baudrillard', 'species of spaces and other pieces, georges perec', ""how to talk about books you haven't read, pierre bayard"", 'la cámara lúcida, roland barthes', 'on the abolition of all political parties, simone weil', 'the theater and its double, antonin artaud']"
714,"['clean, alex hughes', 'the cold calling, will kingdom', 'london falling, paul cornell', 'rivers of london vol. 1, ben aaronovitch', 'werewolf cop, andrew klavan', 'a matter of blood, sarah pinborough', 'the severed streets, paul cornell']"
715,"['the doubtful guest, edward gorey', 'the end of the world, don hertzfeldt', 'deep dark fears, fran krause', 'poorly drawn lines, reza farazmand', 'amphigorey also, edward gorey', 'cyanide and happiness, kris wilson', 'cyanide & happiness, kris wilson', 'the little world of liz climo, liz climo', 'all my friends are dead, avery monsen', 'fangs, sarah andersen', 'the complete calvin and hobbes, bill watterson', 'valley of the far side, gary larson', 'the haunted tea-cosy, edward gorey', '5 very good reasons to punch a dolphin in the mouth and other useful guides, matthew inman', 'dawn of the bunny suicides, andy riley', 'chew, john layman', 'the curious sofa, edward gorey', 'toothpaste for dinner, drew', 'beyond the far side, gary larson', 'garfield at large, jim davis', 'the indispensable calvin and hobbes, bill watterson', 'me write book, graham roumieu', 'the book of bunny suicides, andy riley', ""simon's cat, simon tofield"", 'lobster is the best medicine, liz climo', 'questionable content, vol. 1, jeph jacques', 'the prehistory of the far side, gary larson', 'amphigorey again, edward gorey', 'the far side gallery 3, gary larson', 'childhood is hell, matt groening', 'the adventure zone vol. 3, clint mcelroy', 'the unstrung harp, edward gorey', 'azumanga daioh, vol. 2, kiyohiko azuma', 'the far side® gallery 4, gary larson', 'amphigorey too, edward gorey', 'there are no stars in brooklyn, meredith gran', 'the far side gallery 2, gary larson', 'the far side® observer, gary larson', 'the far side gallery, gary larson', 'azumanga daioh, vol. 1, kiyohiko azuma', 'yotsuba&!, vol. 1, kiyohiko azuma', 'the epiplectic bicycle, edward gorey', 'the secrets, edward gorey', 'zits, jerry scott']"
716,"['brazen and the beast, sarah maclean', ""maggie's mistake, carolyn brown"", 'surrender, pamela clare', ""the alchemist's daughter, katharine mcmahon"", 'jewel, beverly jenkins', 'this wicked gift, courtney milan']"
717,"['poison, bridget zinn', ""the winner's kiss, marie rutkoski"", ""the winner's crime, marie rutkoski"", ""liar's moon, elizabeth c. bunce"", 'the demon king, cinda williams chima', ""poison's kiss, breeana shields"", 'the inquisition, taran matharu', 'emperor mage, tamora pierce', 'frost like night, sara raasch', 'the outcast, taran matharu', 'burning glass, kathryn purdie', 'wild magic, tamora pierce', 'we hunt the flame, hafsah faizal', 'seraphina, rachel hartman', 'king of scars, leigh bardugo', ""the crown's dog, elise kova"", 'avenged, amy tintera', 'poison study, maria v. snyder', 'apprentice, rachel e. carter', 'the singing, alison croggon', 'sea glass, maria v. snyder', 'ash princess, laura sebastian', 'the crimson crown, cinda williams chima', 'magic steps, tamora pierce', 'the great pursuit, wendy higgins', 'spellslinger, sebastien de castell', 'bloodwitch, susan dennard', 'the gray wolf throne, cinda williams chima', 'onyx and ivory, mindee arnett', 'the scarecrow queen, melinda salisbury', 'truthwitch, susan dennard', ""briar's book, tamora pierce"", 'crystal storm, morgan rhodes', 'the silent shield, jeff wheeler', 'shadow study, maria v. snyder', 'rebel spring, morgan rhodes', 'lady knight, tamora pierce', ""the farmer's war, elise kova"", ""tris's book, tamora pierce"", 'street magic, tamora pierce', 'the riddle, alison croggon', 'flamecaster, cinda williams chima', 'the six of crows duology boxed set, leigh bardugo', 'death sworn, leah cypess', 'the will of the empress, tamora pierce', 'immortal reign, morgan rhodes', 'shadowblack, sebastien de castell', 'falling kingdoms, morgan rhodes', 'dragonfly, julia golding', 'furyborn, claire legrand', 'goldene flammen, leigh bardugo', 'sombra y hueso, leigh bardugo', 'shatterglass, tamora pierce', 'the queen of blood, sarah beth durst', 'sabriel, garth nix', 'eisige wellen, leigh bardugo', 'der erwählte, taran matharu', 'tempests and slaughter, tamora pierce', 'sightwitch, susan dennard', 'the exiled queen, cinda williams chima', 'gathering darkness, morgan rhodes', 'cień i kość, leigh bardugo', 'cold fire, tamora pierce', 'brightly woven, alexandra bracken', 'ice like fire, sara raasch', 'dividing eden, joelle charbonneau', ""the queen's poisoner, jeff wheeler"", 'finnikin of the rock, melina marchetta', 'wolf-speaker, tamora pierce']"
718,"['dreaming in hindi, katherine russell rich', 'because internet, gretchen mcculloch', 'the adventure of english, melvyn bragg', ""the story of ain't, david skinner"", 'the secret life of pronouns, james w. pennebaker', 'word myths, david wilton', 'fluent in 3 months, benny lewis']"
719,"['outtakes from the grave, jeaniene frost', 'untamed, brenda k. davies', 'shadow rider, christine feehan', 'blood type, k.a. linde', ""nice girls don't bite their neighbors, molly harper"", ""nice girls don't date dead men, molly harper"", 'the scribe, elizabeth hunter', 'the beast, j.r. ward', 'etched in bone, anne bishop', 'the secret, elizabeth hunter', 'destined, brenda k. davies', 'blood kiss, j.r. ward', 'this side of the grave, jeaniene frost', 'smoke bitten, patricia briggs', 'enraptured, brenda k. davies', 'the vampire king, heather killough-walden', 'blood vow, j.r. ward', 'untouchable, kresley cole', ""nice girls don't live forever, molly harper"", ""at grave's end, jeaniene frost"", 'the thief, j.r. ward', ""the vampire's accidental wife, kristen painter"", 'darkness rises, dianne duvall', 'haunted, jeanne c. stein', 'marked in flesh, anne bishop', 'dance master, faith hunter', 'the savior, j.r. ward', 'vamps and the city, kerrelyn sparks']"
720,"['girl against the universe, paula stokes', 'four weeks, five people, jennifer yu']"
721,"['the real macaw, donna andrews', 'paw enforcement, diane kelly', 'death by chocolate lab, bethany blake', 'the ghost and mrs. mewer, krista davis', 'killer jam, karen macinerney', 'murder most howl, krista davis', 'kneading to die, liz mugavero', 'twelve angry librarians, miranda james', 'the tail of the tip-off, rita mae brown', 'murder, she barked, krista davis', 'the penguin who knew too much, donna andrews']"
722,"['keys to the demon prison, brandon mull', ""the caretaker's guide to fablehaven, brandon mull"", 'pillage, obert skye', 'fablehaven, brandon mull', 'grip of the shadow plague, brandon mull', 'page, tamora pierce', ""jinx's magic, sage blackwood"", 'jinx, sage blackwood', 'ice wolves, amie kaufman', 'the shifter, janice hardy', 'charlie bone and the shadow, jenny nimmo', 'bedknob and broomstick, mary norton', 'the enchanted wood, enid blyton', 'savvy, ingrid law', 'the shadowlands, emily rodda', 'the chestnut king, n.d. wilson', 'sky raiders, brandon mull', 'winterling, sarah prineas', 'mister monday, garth nix', 'arcade catastrophe, brandon mull', 'found, sarah prineas', 'rise of the evening star, brandon mull', 'squire, tamora pierce', 'the candy shop war, brandon mull', 'the map to everywhere, carrie ryan', 'drowned wednesday, garth nix', 'harry potter and the cursed child, john tiffany', 'sir thursday, garth nix', 'the cobra king of kathmandu, p.b. kerr', 'peter and the shadow thieves, dave barry', 'darke, angie sage', 'the lives of christopher chant, diana wynne jones', 'the magic thief, sarah prineas', 'harry potter and the cursed child, j.k. rowling', 'plain kate, erin bow', 'the forests of silence, emily rodda', 'stargazer, patrick carman', 'darwen arkwright and the peregrine pact, a.j. hartley', 'the lost years, t.a. barron', 'tintentod, cornelia funke', 'baśniobór, brandon mull', 'the spiderwick chronicles, tony diterlizzi', 'midnight for charlie bone, jenny nimmo', 'lady friday, garth nix', 'charlie bone and the time twister, jenny nimmo', 'charlie bone and the castle of mirrors, jenny nimmo', 'a tale of magic..., chris colfer', 'the cavern of the fear, emily rodda', 'castle in the air, diana wynne jones', 'superior saturday, garth nix', 'the great tree of avalon, t.a. barron', 'the familiars, adam jay epstein', ""james potter and the hall of elders' crossing, g. norman lippert"", 'flyte, angie sage', 'tuesdays at the castle, jessica day george', 'baśniobór. plaga cieni, brandon mull', 'the crown of dalemark, diana wynne jones', 'the divide, elizabeth kay', 'inkspell, cornelia funke', 'the hidden stairs and the magic carpet, tony abbott', 'spellfall, katherine roberts', 'city of the rats, emily rodda', 'inkdeath, cornelia funke', 'the seeing stone, tony diterlizzi', 'pathfinder, angie sage', 'secrets of the dragon sanctuary, brandon mull', 'the lake of tears, emily rodda', 'syren, angie sage', 'charlie bone and the invisible boy, jenny nimmo', 'queste, angie sage', 'the maze of the beast, emily rodda', 'inkheart, cornelia funke', 'physik, angie sage', 'tintenblut, cornelia funke', ""the golem's eye, jonathan stroud"", 'the merlin conspiracy, diana wynne jones', 'tintenherz, cornelia funke', 'lost, sarah prineas', 'the akhenaten adventure, p.b. kerr', 'the secret of platform 13, eva ibbotson', 'the isle of illusion, emily rodda', 'wednesdays in the tower, jessica day george', 'fyre, angie sage', 'into the mist, patrick carman']"
723,"['blyssful lies, j.c. cliff', 'the blood & roses series box set, callie hart', 'black diamond, victoria quinn', 'sovereign, addison cain', 'unraveled, k. bromberg', 'black promise, victoria quinn', 'deliver, pam godwin']"
724,"['scuffy the tugboat, gertrude crampton', 'harold and the purple crayon, crockett johnson', 'the story of doctor dolittle, hugh lofting', 'the odyssey, geraldine mccaughrean', 'pinocchio, tania zamorsky', 'mio, my son, astrid lindgren', '20,000 leagues under the sea, malvina g. vogel', 'in search of the castaways; or the children of captain grant, jules verne', 'the second jungle book, rudyard kipling', 'pinocchio, carlo collodi', 'a journey to the center of the earth, raymond james', 'the jungle book, rudyard kipling', 'the adventures of baron münchausen, rudolf erich raspe', 'o gato malhado e a andorinha sinhá, jorge amado']"
725,"['detective, arthur hailey', 'lucid intervals, stuart woods', 'the night crew, john sandford', 'chosen prey, john sandford', 'driving force, dick francis']"
726,"['imperfect sword, jack campbell', 'perilous shield, jack campbell', 'honor among enemies, david weber', 'the short victorious war, david weber', 'mission of honor, david weber', 'flag in exile, david weber', 'on basilisk station, david weber', 'bold, mike shepherd', 'at all costs, david weber', 'dorsai!, gordon r. dickson', 'ashes of victory, david weber', 'resolute, mike shepherd', 'semper mars, ian douglas', 'audacious, mike shepherd', 'unrelenting, mike shepherd', 'defiant, mike shepherd', 'artefact, jamie sawyer', 'undaunted, mike shepherd']"
727,"['hanns and rudolf, thomas harding', 'black earth, timothy snyder', 'inside the third reich, albert speer', 'until the final hour, traudl junge', 'the house by the lake, thomas harding', 'hitler, ian kershaw', 'the arms of krupp, william manchester', 'german autumn, stig dagerman', 'the rise and fall of the third reich, william l. shirer', 'a woman in berlin, anonymous', ""hitler's willing executioners, daniel jonah goldhagen"", 'the rape of europa, lynn h. nicholas', 'albert speer, gitta sereny', 'the third reich of dreams, charlotte beradt']"
728,"['of blood and bone, nora roberts', 'all the breaking waves, kerry lonsdale', 'who we truly are, victoria sue', 'discount armageddon, seanan mcguire', 'prom night in purgatory, amy harmon', 'a soul of ash and blood, jennifer l. armentrout', 'the spellshop, sarah beth durst', 'the siren, kiera cass', 'the kiss curse, erin sterling', 'year one, nora roberts', 'midnight blue-light special, seanan mcguire', 'the rowan, anne mccaffrey', 'beauty and the clockwork beast, nancy campbell allen', ""wild irish witch, tricia o'malley"", ""wild irish soul, tricia o'malley"", 'wicked charms, janet evanovich', 'from the ashes, c.j. archer', 'such sharp teeth, rachel harrison']"
729,"['until ashlyn, aurora rose reynolds', 'beg, borrow or steal, susie tate', 'fuel the fire, krista ritchie', 'kiss the sky, krista ritchie', 'sexy jerk, kim karr', 'cocky roommate, claire kingsley', 'cockloft, k.c. lynn', 'i flipping love you, helena hunting', 'hitched, kendall ryan', 'bad judgment, meghan march', 'wardrobe malfunction, samantha towle', 'garrett, karla sorensen', 'the contract, melanie moreland', 'burn for you, j.t. geissinger', 'the air he breathes, brittainy c. cherry', 'ex games, stella rhys', 'heat wave, karina halle', 'every little thing, samantha young', 'stepbrother dearest, penelope ward', 'going nowhere fast, kati wilde', '69 million things i hate about you, kira archer', 'tempt the boss, natasha madison', 'change of heart, nicole jacquelyn', 'sex says, max monroe', 'under locke, mariana zapata', 'i knew you were trouble, lauren layne', 'sweet little lies, abbi glines', 'frisk me, lauren layne', 'lost heartbeats, ella maise', 'unstable, s.e. hall', 'mister romance, leisa rayven', 'good girl, lauren layne', 'beneath him, komal kant', 'rule, jay crownover', ""grayson's vow, mia sheridan"", 'pulling doubles, christina c. jones', 'king of code, c.d. reiss', 'truth or beard, penny reid', 'stud muffin, lauren landish', 'show me the way, a.l. jackson']"
730,"['messages from the masters, brian l. weiss', 'many lives, many masters, brian l. weiss', 'the more beautiful world our hearts know is possible, charles eisenstein', 'the divine matrix, gregg braden', 'light on yoga, b.k.s. iyengar', 'messages from spirit, colette baron-reid', 'shaman, healer, sage, alberto villoldo', 'the celestine vision, james redfield', 'muchas vidas, muchos maestros, brian l. weiss']"
731,"['train i ride, paul mosier', ""karen's witch, ann m. martin"", 'sammy keyes and the wild things, wendelin van draanen', 'smile, raina telgemeier', 'restart, gordon korman', 'so much to live for, lurlene mcdaniel', 'pictures of hollis woods, patricia reilly giff', 'double act, jacqueline wilson', ""kristy's big day, ann m. martin"", 'indigo blue, cathy cassidy', 'blackbird fly, erin entrada kelly', 'flipped, wendelin van draanen', 'good-bye stacey, good-bye, ann m. martin', 'loser, jerry spinelli', 'amber brown goes fourth, paula danziger', 'the dare game, jacqueline wilson', 'small steps, louis sachar', 'an island of our own, sally nicholls', 'auggie & me, r.j. palacio', 'the suitcase kid, jacqueline wilson', 'mockingbird, kathryn erskine', 'leap day, wendy mass', 'the illustrated mum, jacqueline wilson', 'scarlett, cathy cassidy', 'pies & prejudice, heather vogel frederick', 'the story of tracy beaker, jacqueline wilson', 'chasing redbird, sharon creech', 'the worry website, jacqueline wilson', 'homecoming, cynthia voigt', 'stargirl, jerry spinelli', 'the truth about stacey, ann m. martin', 'star girl, jerry spinelli', 'charmed and dangerous, lisi harrison', 'la lección de august, r.j. palacio', 'baby-sitters on board!, ann m. martin', 'best friends, francine pascal', 'trading faces, julia devillers', ""kristy's great idea, ann m. martin"", '365 days of wonder, r.j. palacio', 'mary anne saves the day, ann m. martin', 'out of my mind, sharon m. draper', 'extraordinário, r.j. palacio', 'lily alone, jacqueline wilson', ""amina's voice, hena khan"", 'wonder, r.j. palacio', 'shingaling, r.j. palacio']"
732,"['the marrying of chani kaufman, eve harris', 'ladies and gentlemen, the bible!, jonathan goldstein', ""davita's harp, chaim potok"", 'the world to come, dara horn', 'the chosen, chaim potok', 'the girl from the garden, parnaz foroutan', 'i am forbidden, anouk markovits', 'after anatevka, alexandra silber', 'the promise, chaim potok', 'beware of god, shalom auslander', 'my name is asher lev, chaim potok', ""the mathematician's shiva, stuart rojstaczer""]"
733,"['rasmus and the vagabond, astrid lindgren', 'the children of noisy village, astrid lindgren', 'die kinder aus bullerbü, astrid lindgren', 'in every moment we are still alive, tom malmquist', 'kalle blomquist meisterdetektiv, astrid lindgren', 'ferien auf saltkrokan, astrid lindgren']"
734,"['chasing fireflies, charles martin', 'set this house in order, matt ruff', ""a dog's purpose, w. bruce cameron"", ""sister mine, tawni o'dell"", 'memoirs of an imaginary friend, matthew dicks', 'fortunate son, walter mosley', ""mr. penumbra's 24-hour bookstore, robin sloan"", ""where there's smoke, jodi picoult""]"
735,"['love poems, pablo neruda', '100 love sonnets, pablo neruda', 'rosario tijeras, jorge franco', 'tereza batista, jorge amado', 'twenty love poems and a song of despair, pablo neruda', 'the phoenix and the turtle, william shakespeare', 'the essential neruda, pablo neruda', 'the book of embraces, eduardo galeano', 'la ciudad y los perros, mario vargas llosa', 'aunt julia and the scriptwriter, mario vargas llosa']"
736,"['i know why the caged bird sings, maya angelou', 'tuesdays with morrie, mitch albom', 'america is in the heart, carlos bulosan', 'confessions, jean-jacques rousseau', 'narrative of the life of frederick douglass, frederick douglass', 'confessions of an english opium-eater & other writings, thomas de quincey', 'black boy, richard wright', 'gift, tove ditlevsen', 'narrative of the life of frederick douglass, an american slave, frederick douglass', 'the interesting narrative of the life of olaudah equiano, olaudah equiano', 'speak, memory, vladimir nabokov', 'up from slavery, booker t. washington', 'every living thing, james herriot', 'manchild in the promised land, claude brown', 'the woman warrior, maxine hong kingston', ""wouldn't take nothing for my journey now, maya angelou"", ""it shouldn't happen to a vet, james herriot"", 'el diario de ana frank, anne frank', 'the heart of a woman, maya angelou', 'the lord god made them all, james herriot', 'o diário de anne frank, anne frank', 'dust tracks on a road, zora neale hurston', 'the diary of a young girl, anne frank', 'diary of a young girl, anne frank', 'my bondage and my freedom, frederick douglass', 'all things wise and wonderful, james herriot']"
737,"['born, madly, trisha wolfe', 'the black wolf, j.a. redmerski', 'behind the hands that kill, j.a. redmerski', 'mud vein, tarryn fisher', 'reviving izabel, j.a. redmerski', 'the swan & the jackal, j.a. redmerski', 'too late, colleen hoover', 'killing sarai, j.a. redmerski', 'seeds of iniquity, j.a. redmerski', 'truth, aleatha romig']"
738,"['rise of the wolf, jennifer a. nielsen', 'the sword of summer, rick riordan', 'aru shah and the song of death, roshani chokshi', 'the second siege, henry h. neff', 'wrath of the storm, jennifer a. nielsen', 'aru shah and the end of time, roshani chokshi', 'mark of the thief, jennifer a. nielsen', 'demigods & magicians, rick riordan', 'the iron ring, lloyd alexander', 'dragon pearl, yoon ha lee', 'the crown of ptolemy, rick riordan', 'the land of the silver apples, nancy farmer', ""loki's wolves, k.l. armstrong"", 'race to the sun, rebecca roanhorse', 'the hound of rowan, henry h. neff', 'aru shah and the nectar of immortality, roshani chokshi', 'the son of sobek, rick riordan', 'aru shah and the city of gold, roshani chokshi', 'the sea of trolls, nancy farmer', 'the tomb of shadows, peter lerangis', 'the demigod files, rick riordan', 'percy jackson and the olympians, rick riordan', 'the shadow thieves, anne ursu', 'the colossus rises, peter lerangis', 'the demigod diaries, rick riordan', 'hotel valhalla guide to the norse worlds, rick riordan', 'the staff of serapis, rick riordan', 'the alchemyst, michael scott', ""pegasus and the fight for olympus, kate o'hearn"", 'la pirámide roja, rick riordan', 'the sea of monsters, rick riordan', 'la spada del guerriero, rick riordan', 'the kane chronicles survival guide, rick riordan', 'a espada do verão, rick riordan', 'the ship of the dead, rick riordan', 'the hammer of thor, rick riordan']"
739,"['the postman always rings twice, james m. cain', 'the fabulous clipjoint, fredric brown', 'the killer inside me, jim thompson', 'briarpatch, ross thomas', 'nothing that meets the eye, patricia highsmith', 'the friends of eddie coyle, george v. higgins', 'rogue male, geoffrey household', 'the silence of the lambs, thomas harris', 'a kiss before dying, ira levin', 'ten little niggers, agatha christie', ""ripley's game, patricia highsmith"", 'the boy who followed ripley, patricia highsmith', 'laura, vera caspary', 'ripley under water, patricia highsmith', 'zece negri mititei, agatha christie', 'the girl with the long green heart, lawrence block', 'galveston, nic pizzolatto', 'diez negritos, agatha christie', 'ripley under ground, patricia highsmith', 'el silencio de los corderos, thomas harris', 'y no quedó ninguno, agatha christie', 'e não sobrou nenhum, agatha christie', 'i nie było już nikogo, agatha christie', 'and then there were none, agatha christie', 'double indemnity, james m. cain', 'a bullet for cinderella, john d. macdonald']"
740,"['someone who will love you in all your damaged glory, raphael bob-waksberg', 'motor mouth, janet evanovich', ""bridget jones's baby, helen fielding"", 'the first wives club, olivia goldsmith', 'bridget jones, helen fielding', 'when harry met sally, nora ephron', 'swine not?, jimmy buffett', 'diary of a mad bride, laura wolf', ""look who's back, timur vermes"", 'white girl problems, babe walker', 'mr. commitment, mike gayle', 'metro girl, janet evanovich', 'hot mess, lucy vine', 'reheated cabbage, irvine welsh', 'according to yes, dawn french', ""bridget jones's diary and bridget jones, helen fielding"", 'secret diary of a demented housewife, niamh greene']"
