,titles_authors
113,"['a circle of wives, alice laplante', 'good as gone, amy gentry', 'bellweather rhapsody, kate racculia', 'the longings of wayward girls, karen brown', 'turn of mind, alice laplante', 'night film, marisha pessl', 'the good sister, wendy corsi staub', 'one breath away, heather gudenkauf', 'pretty is, maggie mitchell']"
114,"['saving fish from drowning, amy tan', 'the taliban cricket club, timeri n. murari', 'the little coffee shop of kabul, deborah rodriguez', 'in falling snow, mary-rose maccoll', 'what is the what, dave eggers', 'the invisible circus, jennifer egan', 'miss burma, charmaine craig', 'icy sparks, gwyn hyman rubio', ""the blind man's garden, nadeem aslam"", 'the watch, joydeep roy-bhattacharya', 'a pigeon and a boy, meir shalev', 'the buffalo soldier, chris bohjalian', 'girl at war, sara nović']"
115,"['sweet surrender, maya banks', 'beg, c.d. reiss', 'one with you, sylvia day', 'after this night, lauren blakely', 'night after night, lauren blakely', 'crossfire boxed set, sylvia day', 'exposed, kyra davis', 'locked, maya cross', 'honor and obey, teresa mummert', ""the billionaire's obsession, j.s. scott"", ""marco's redemption, lynda chance"", 'crave, sierra cartwright', 'all in, raine miller', 'in flight, r.k. lilley', 'beyond shame, kit rocha', 'beneath this man, jodi ellen malpas', 'the stranger, kyra davis', ""daddy's best friend, olivia t. turner"", 'wicked ties, shayla black', 'honor thy teacher, teresa mummert', 'naked, raine miller', 'knight, kristen ashley', 'anything he wants 4, sara fawkes', 'master of the abyss, cherise sinclair', 'end of the innocence, alessandra torre', 'hot ticket, olivia cunning', 'the reluctant dom, tymber dalton', 'take me, j. kenner', 'coercion, cara mckenna', 'this is who i am, cherise sinclair', 'anything he wants 3, sara fawkes', 'if i were you, lisa renee jones', 'fever, maya banks', 'curio, cara mckenna', 'raid, kristen ashley', 'doms of dark haven, sierra cartwright', 'exquisite, ella frank', 'rare and precious things, raine miller', 'blindfolded innocence, alessandra torre', 'the marriage merger, jennifer probst', 'unleashed, cherrie lynn', 'broken, megan hart', 'the mistress, tiffany reisz', 'dirty, megan hart', 'the saint, tiffany reisz', 'club mephisto, annabel joseph', ""masters at arms & nobody's angel, kallypso masters"", 'victorious, m.s. force', 'liberating lacey, anne calhoun', 'angelique, dixie lynn dwyer', 'hardwired, meredith wild', 'anything he wants 5, sara fawkes', 'wicked beat, olivia cunning', 'take me, olivia cunning', 'aftershock, sylvia day', 'confession, cara mckenna', 'comfort object, annabel joseph', 'unwound, lorelei james', 'switch, megan hart', 'this man confessed, jodi ellen malpas', 's.e.c.r.e.t., l. marie adeline', 'sweet as sin, inez kelley', 'eyes wide open, raine miller', ""the dom's dungeon, cherise sinclair"", 'rush, maya banks', 'lean on me, cherise sinclair', 'his wicked games, ember casey', 'anything he wants 1, sara fawkes', 'virtuous, m.s. force', 'brie lives her fantasy, red phoenix', 'i belong to you, lisa renee jones', 'anything he wants 2, sara fawkes', 'control, charlotte stein', 'surrender, melody anne', 'the art of submission, ella dominguez', 'wanted, j. kenner', ""rule's obsession, lynda chance"", 'pídeme lo que quieras, ahora y siempre, megan maxwell', 'craving, cara mckenna', 'master of the mountain, cherise sinclair', 'obsesión, jodi ellen malpas', 'mile high, r.k. lilley', 'sweet possession, maya banks', 'knight & stay, kitty french', 'grounded, r.k. lilley', 'entwined with you, sylvia day', 'reversal, cara mckenna', 'bound, lorelei james', 'club shadowlands, cherise sinclair']"
116,"['double love, francine pascal']"
117,"['harold and maude, colin higgins', 'boys and girls together, william goldman', 'look at me, anita brookner', 'north dallas forty, peter gent', 'the dice man, luke rhinehart', 'the life and loves of a she devil, fay weldon', 'ordinary people, judith guest', 'and now you can go, vendela vida', 'the blood of the lamb, peter de vries', 'sex and rage, eve babitz', 'the steep approach to garbadale, iain banks', 'em and the big hoom, jerry pinto', 'morningside heights, cheryl mendelson', 'every day is for the thief, teju cole', 'a single man, christopher isherwood', 'the world according to garp, john irving', ""somebody's darling, larry mcmurtry"", 'the edible woman, margaret atwood']"
118,"['the demolished man, alfred bester', 'death comes as the end, agatha christie', 'the mousetrap, agatha christie', 'the last coincidence, robert goldsborough', 'rule 34, charles stross', 'the bad quarto, jill paton walsh', 'family ties, nicholas rhea', 'attorney-client privilege, pamela samuels young*', 'gaudy night, dorothy l. sayers', 'evil is easy, p.s. brown', 'the river sorrow, craig holden']"
119,"['hot blooded, christine feehan', 'a gathering of gargoyles, meredith ann pierce', 'keys to the repository, melissa de la cruz', 'dark symphony, christine feehan', 'chosen, p.c. cast', 'revealed, p.c. cast', 'shadow souls, l.j. smith', 'the silver kiss, annette curtis klause', ""lenobia's vow, p.c. cast"", 'the house of night series, p.c. cast', 'marked, p.c. cast', 'divine by mistake, p.c. cast', ""dragon's oath, p.c. cast"", 'dark magic, christine feehan', 'untamed, p.c. cast', 'betrayed, p.c. cast', ""neferet's curse, p.c. cast"", 'dark storm, christine feehan', 'daughter of darkness, v.c. andrews', 'hunted, p.c. cast', 'shattered mirror, amelia atwater-rhodes', 'a shade of vampire, bella forrest', 'finale, becca fitzpatrick', 'thirst no. 1, christopher pike', 'a shadow of light, bella forrest', 'dark guardian, christine feehan', 'the twilight collection, stephenie meyer', 'dark nights, christine feehan', 'the short second life of bree tanner, stephenie meyer', 'dark desire, christine feehan', 'euphoria, elle casey', 'roseblood, a.g. howard', 'pretty dead, francesca lia block', ""elphame's choice, p.c. cast"", ""kalona's fall, p.c. cast"", 'new moon, stephenie meyer', 'dark gold, christine feehan', 'dance of the gods, nora roberts', 'dark carousel, christine feehan', 'sucks to be me, kimberly pauley', 'midnight sun, stephenie meyer', 'bride, ali hazelwood', 'the selkie, melanie jackson', 'insatiable, meg cabot', 'dark legend, christine feehan', 'the struggle, l.j. smith', 'haunted, lisa childs', 'dark melody, christine feehan', 'dark secret, christine feehan', 'dark peril, christine feehan', 'dark celebration, christine feehan', 'the rogue hunter, lynsay sands', 'origins, l.j. smith', 'vampire most wanted, lynsay sands', 'dark fire, christine feehan', 'the ripper, l.j. smith', 'biss zum morgengrauen, stephenie meyer', 'zmierzch, stephenie meyer', ""morrigan's cross, nora roberts"", 'twilight / life and death, stephenie meyer', 'eclipse, stephenie meyer', 'the fury / dark reunion, l.j. smith', 'mr. darcy, vampyre, amanda grange', 'monster high, lisi harrison', 'burned, p.c. cast', 'awakened, p.c. cast', 'hidden, p.c. cast', 'amanecer, stephenie meyer', 'twilight, mark cotta vaz', 'vamped, lucienne diver', 'dark possession, christine feehan', 'the twilight saga, stephenie meyer', 'the lifeguard, deborah blumenthal', 'master of the night, angela knight', 'the awakening, l.j. smith', 'dark challenge, christine feehan', 'the twilight saga breaking dawn part 1, mark cotta vaz', 'imprudence, gail carriger', 'the twilight saga complete collection, stephenie meyer', 'fallen, lauren kate', 'nightfall, l.j. smith', 'biss zum ersten sonnenstrahl, stephenie meyer', 'revelations, melissa de la cruz', 'the mind games, lori brighton', 'biss zum ende der nacht, stephenie meyer', 'dark curse, christine feehan', 'biss zur mittagsstunde, stephenie meyer']"
120,"['sworn to silence, linda castillo', 'the secret, katerina diamond', 'the nature of the beast, louise penny', 'the hypnotist, lars kepler', 'we solve murders, richard osman', 'sacred and profane, faye kellerman', 'the maid, nita prose', 'the hot kid, elmore leonard', 'written in bone, simon beckett', 'the calling of the grave, simon beckett', 'pray for silence, linda castillo', 'dark pines, will dean', ""the two o'clock boy, mark hill"", ""the undertaker's daughter, sara blaedel"", 'the whites, harry brandt', 'small wars, lee child', ""a good girl's guide to murder, holly jackson"", 'the medical examiner, james patterson', 'the facts of life and death, belinda bauer', 'stand down, j.a. jance', 'gone missing, linda castillo', 'the legacy, yrsa sigurdardottir', 'the fire witness, lars kepler', 'the dead will tell, linda castillo', 'into the water, paula hawkins', 'the last devil to die, richard osman', 'the kind worth killing, peter swanson', 'unraveling oliver, liz nugent', 'the hound of the baskervilles, arthur conan doyle', 'deadly heat, richard castle', 'how the light gets in, louise penny', 'the cleaner, mark dawson', 'a grave talent, laurie r. king', 'the murder of roger ackroyd, agatha christie', 'my first murder, leena lehtolainen', 'as good as dead, holly jackson', 'i have some questions for you, rebecca makkai', 'dark houses, helen h. durrant', 'everything but the truth, gillian mcallister', 'in the bleak midwinter, julia spencer-fleming', 'marked for life, emelie schepp', 'the keeper of lost causes, jussi adler-olsen', 'five survive, holly jackson', 'no show, simon wood', 'heat wave, richard castle', 'long bright river, liz moore', 'the hunter, richard stark', 'downfall, j.a. jance', 'the lock artist, steve hamilton', 'freeze frame, peter may', 'cartwheel, jennifer dubois', 'the year of the locust, terry hayes', 'bitter moon, alexandra sokoloff', 'the murder of an angel, james patterson', 'the sandman, lars kepler', 'girl in snow, danya kukafka', 'norwegian by night, derek b. miller', 'sweet and deadly, charlaine harris', 'found, harlan coben', 'the missing, c.l. taylor', 'track of the cat, nevada barr', 'victim without a face, stefan ahnhem', 'magpie murders, anthony horowitz', 'el perro de los baskerville, arthur conan doyle', 'blind descent, nevada barr', 'stalker, lars kepler', 'dna, yrsa sigurdardottir', 'a clean kill in tokyo, barry eisler', 'lying in wait, liz nugent', 'before i let you in, jenny blackhurst', 'no honor among thieves, j.a. jance', 'endangered species, nevada barr', 'el sabueso de los baskerville, arthur conan doyle', 'vals, mel wallis de vries', 'sandmannen, lars kepler', 'die trying, lee child', 'stone maidens, lloyd devereux richards', 'gangsterland, tod goldberg', 'her last breath, linda castillo', 'journal 64, jussi adler-olsen', 'defending jacob, william landay*', 'slow horses, mick herron', 'kaninjägaren, lars kepler', 'the girl in the red coat, kate hamer', 'death on the nile, agatha christie', '[game], anders de la motte', 'eldvittnet, lars kepler', 'sirens, joseph knox', 'the fire child, s.k. tremayne', 'muerte en el nilo, agatha christie', 'merry christmas, alex cross, james patterson', 'hit and run, andy maslen']"
121,"['in watermelon sugar, richard brautigan', 'by grand central station i sat down and wept, elizabeth smart', 'bear, marian engel', 'a jest of god, margaret laurence']"
122,"['the berenstain bears, stan berenstain', 'the very quiet cricket, eric carle', 'the berenstain bears and the spooky old tree, stan berenstain', 'bears in the night, stan berenstain', 'the owl and the pussycat, edward lear', 'the mitten, jan brett', 'polar bear, polar bear, what do you hear?, bill martin jr.', 'the little red hen, paul galdone', 'henry and the bully, nancy carlson', 'sammy the seal, syd hoff', 'the seven chinese brothers, margaret mahy', 'my big little golden book about god, jane werner watson', 'tawny scrawny lion, kathryn jackson', 'gallop, rufus butler seder', 'the adventures of curious george, h.a. rey', 'franklin goes to school, paulette bourgeois', ""where's spot?, eric hill"", 'the story about ping, marjorie flack', 'the berenstain bears and the ghost of the forest, stan berenstain', 'mouse tales, arnold lobel', 'mr. brown can moo! can you?, dr. seuss', 'the little red hen, diane muldrow', 'whistle for willie, ezra jack keats', ""hairy maclary from donaldson's dairy, lynley dodd"", 'the berenstain bears and the prize pumpkin, stan berenstain', 'what do people do all day?, richard scarry', 'ginger pye, eleanor estes', 'hand, hand, fingers, thumb, al perkins', 'big red barn, margaret wise brown', ""madeline's rescue, ludwig bemelmans"", 'would you rather be a bullfrog?, dr. seuss', 'where the red fern grows with connections, wilson rawls', 'the berenstain bears and the eager beavers, stan berenstain', 'the berenstain bears blaze a trail, stan berenstain', 'the rooster crows, maud petersham', 'tops & bottoms, janet stevens', 'the poky little puppy, janette sebring lowrey', ""james herriot's treasury for children, james herriot"", 'the very busy spider, eric carle', 'owl at home, arnold lobel', 'dear zoo, rod campbell', 'the very hungry caterpillar, eric carle', ""why mosquitoes buzz in people's ears, verna aardema"", 'clifford the big red dog, norman bridwell', 'mouse soup, arnold lobel', 'zen shorts, jon j. muth', 'the berenstain bears go out for the team, stan berenstain', 'the berenstain bears trick or treat, stan berenstain', 'tikki tikki tembo, arlene mosel', ""richard scarry's please and thank you book, richard scarry"", 'days with frog and toad, arnold lobel', 'the story of ferdinand, munro leaf', ""the berenstain bears' dinosaur dig, jan berenstain"", 'the jungle book, walt disney company', ""the berenstain bears' sleepover, jan berenstain"", 'the house at pooh corner, a.a. milne']"
123,"['the confusions of young törless, robert musil', 'the sorrows of young werther, johann wolfgang von goethe', 'peter camenzind, hermann hesse', 'the legend of the holy drinker, joseph roth', 'la leggenda del santo bevitore, joseph roth', 'elective affinities, johann wolfgang von goethe', 'burning secret, stefan zweig', 'the rings of saturn, w.g. sebald', 'late fame, arthur schnitzler', 'amok and other stories, stefan zweig', 'the complete stories, franz kafka', 'in the penal colony, franz kafka', 'homo faber, max frisch', 'the collected stories of stefan zweig, stefan zweig', 'fear, stefan zweig', 'venus in furs, leopold von sacher-masoch', 'bruciante segreto, stefan zweig', 'chess story, stefan zweig', 'the basic kafka, franz kafka', 'auto-da-fé, elias canetti', 'schachnovelle, stefan zweig', 'laughable loves, milan kundera', 'veinticuatro horas en la vida de una mujer, stefan zweig', 'journey into the past, stefan zweig', 'la signorina else, arthur schnitzler', 'bilinmeyen bir kadının mektubu, stefan zweig', 'the metamorphosis, in the penal colony, and other stories, franz kafka', 'il soccombente, thomas bernhard', 'le affinità elettive, johann wolfgang von goethe', 'satranç, stefan zweig', 'professor unrat, heinrich mann', 'the metamorphosis and other stories, franz kafka', ""vingt-quatre heures de la vie d'une femme, stefan zweig"", 'amerika, franz kafka', 'a portrait of the artist as a young man / dubliners, james joyce', 'novelas ejemplares i, miguel de cervantes saavedra', 'bir çöküşün öyküsü, stefan zweig', 'doctor faustus, thomas mann', 'vertigo, w.g. sebald', 'a hunger artist, franz kafka', 'de wandeling, robert walser', 'carta de una desconocida, stefan zweig', 'mecburiyet, stefan zweig', 'selected stories, robert walser']"
124,"['the sound of waves, yukio mishima', 'olhai os lírios do campo, erico verissimo', 'mar morto, jorge amado', 'quincas borba, machado de assis', 'amor de perdição, camilo castelo branco', 'bichos, miguel torga', 'gabriela, clavo y canela, jorge amado', 'vidas secas, graciliano ramos', 'il paese delle nevi, yasunari kawabata', 'memórias póstumas de brás cubas, machado de assis', 'snow country, yasunari kawabata', 'dom casmurro, machado de assis', 'capitães da areia, jorge amado', 'o menino maluquinho, ziraldo', 'dona flor and her two husbands, jorge amado', 'nuntă în cer, mircea eliade', 'o alienista, machado de assis', 'beauty and sadness, yasunari kawabata', 'o prenúncio das águas, rosa lobato de faria']"
125,"['thief, c.l. stone', 'slammed, colleen hoover', 'lost & found, nicole williams', 'stealing grace, shelly crane', 'sweet nothing, jamie mcguire', 'the edge of never, j.a. redmerski', 'an endless summer, c.j. duggan', 'tall, tatted and tempting, tammy falkner', 'the law of moses, amy harmon', 'such a rush, jennifer echols', 'phoenix, autumn reed', 'simple perfection, abbi glines', 'where you are, tammara webber', 'a is for abstinence, kelly oram', 'the final piece, maggi myers', 'the trouble with flying, rochelle morgan', 'nowhere but here, katie mcgarry', 'one pink line, dina silver', 'watch over me, tara sivec', 'the edge of always, j.a. redmerski', 'the trouble with faking, rochelle morgan', 'sweet little thing, abbi glines', 'adrenaline, penelope douglas', 'something like normal, trish doller', 'cinder & ella, kelly oram', 'i love you to death, natalie ward', 'return to paradise, simone elkeles', 'making faces, amy harmon', 'rush too far, abbi glines', 'suddenly royal, nichole chase', 'breathe, abbi glines', ""when it's real, erin watt"", 'restless waters, jessica park', 'the trouble with falling, rochelle morgan', 'unforgettable, maya banks', 'take a chance, abbi glines', 'finding cinderella, colleen hoover', 'tone deaf, olivia rivers', 'im freien fall oder wie ich mich in eine pappfigur verliebte, jessica park', 'hopeless, colleen hoover', 'only for him, cristin harber', 'the trouble with flirting, rachel morgan', 'never too far, abbi glines', 'that one summer, c.j. duggan', 'greed, fisher amelie', 'vain, fisher amelie', 'between the lines, tammara webber', 'did i mention i miss you?, estelle maskame', 'next to never, penelope douglas', 'ruining you, nicole reed', 'weil ich layken liebe, colleen hoover', 'fallen too far, abbi glines', 'fall guy, liz reinhardt', 'point of retreat, colleen hoover']"
126,"['the cold war swap, ross thomas', 'the manchurian candidate, richard condon', 'the silent oligarch, christopher morgan jones', 'the spanish game, charles cumming', 'kolymsky heights, lionel davidson', 'the night of wenceslas, lionel davidson', 'zero history, william gibson', 'shibumi, trevanian', 'cast a yellow shadow, ross thomas']"
127,"['the red garden, alice hoffman', 'ficciones, jorge luis borges', 'willful creatures, aimee bender', 'blood roses, francesca lia block', 'what is not yours is not yours, helen oyeyemi', 'the inheritance, robin hobb', 'the sea beast takes a lover, michael andreasen', 'la ninfa de porcelana, isabel allende', 'what it means when a man falls from the sky, lesley nneka arimah']"
128,"['the vorrh, brian catling', 'a plague of angels, sheri s. tepper', 'titan, john varley', 'glory season, david brin', 'voices, ursula k. le guin', 'we can build you, philip k. dick', 'the urth of the new sun, gene wolfe', 'the jargoon pard, andre norton', 'the family tree, sheri s. tepper', 'the chronicles of riddick, alan dean foster', 'killobyte, piers anthony', 'brightness reef, david brin', 'sword & citadel, gene wolfe', 'lives of the monster dogs, kirsten bakis', 'crystal rain, tobias s. buckell', 'wizard, john varley', 'how to live safely in a science fictional universe, charles yu', 'lavondyss, robert holdstock', 'the book of skulls, robert silverberg', 'the new and improved romie futch, julia elliott', 'maia, richard adams', 'the speed of dark, elizabeth moon', ""foundation's fear, gregory benford"", 'the song of mavin manyshaped, sheri s. tepper', 'a maze of death, philip k. dick', 'the system of the world, neal stephenson', 'the alchemy of stone, ekaterina sedia', 'the adventures of the stainless steel rat, harry harrison', 'shriek, jeff vandermeer', 'the zap gun, philip k. dick', 'the bitterbynde trilogy, cecilia dart-thornton', 'startide rising, david brin', 'seed to harvest, octavia e. butler', 'fractal mode, piers anthony', 'children of god, mary doria russell', 'mercycle, piers anthony', 'raising the stones, sheri s. tepper', 'j.r.r. tolkien, wayne g. hammond', 'anvil of stars, greg bear', 'the margarets, sheri s. tepper', ""infinity's shore, david brin"", 'transition, iain m. banks', 'the integral trees / the smoke ring, larry niven', 'the affirmation, christopher priest', 'the bloodline feud, charles stross', 'earth, david brin', 'the sparrow, mary doria russell', 'macroscope, piers anthony', 'passage, connie willis', 'job, robert a. heinlein', 'the fresco, sheri s. tepper', 'the golden globe, john varley', 'sundiver, david brin']"
129,"['fifty-one shades, andrew shaffer', 'the opposite of maybe, maddie dawson', 'read bottom up, neel shah', 'shopaholic & baby, sophie kinsella', 'cause celeb, helen fielding', 'a shore thing, nicole ""snooki"" polizzi', 'the decent proposal, kemper donovan', 'shopaholic ties the knot, sophie kinsella', 'the actor and the housewife, shannon hale', 'the nanny diaries, emma mclaughlin', 'the second assistant, clare naylor', 'oh! you pretty things, shanna mahin', 'the cinderella pact, sarah strohmeyer', 'the devil wears prada, lauren weisberger', 'shopaholic takes manhattan, sophie kinsella']"
130,"['mistress of rome, kate quinn', 'the serpent and the pearl, kate quinn', 'the borgia bride, jeanne kalogridis', 'the second duchess, elizabeth loupas', 'his last duchess, gabrielle kimm', ""the inquisitor's wife, jeanne kalogridis"", 'blood & beauty, sarah dunant', 'sins of the house of borgia, sarah bower', 'empress of the seven hills, kate quinn', 'light on lucrezia, jean plaidy']"
131,"['man candy, melanie harlow', 'deal breakers, laura lee', 'before we were strangers, renee carlino', 'up in the treehouse, k.k. allen', ""don't let go, sharla lovelace"", 'from this moment, melanie harlow', 'paper hearts, claire contreras', 'the fall, kate stewart', 'run away with me, mila gray', 'gravity, l.d. cedergreen', 'final offer, lauren asher', 'i do, leddy harper', 'the lucky heart, devney perry', 'the story of us, lesley jones*', 'unbreak my heart, nicole jacquelyn', 'sticks and stones, susie tate', 'ghosted, j.m. darhower', 'a love letter to whiskey, kandi steiner', 'the fire between high & lo, brittainy c. cherry', 'my skylar, penelope ward', 'last call, staci hart', 'until trevor, aurora rose reynolds', 'finding eden, mia sheridan', 'dirty like brody, jaine diamond', 'triple dare, c.m. owens', 'breaking him, r.k. lilley', 'kaleidoscope hearts, claire contreras', 'exrated, stevie j. cole', 'hearts on air, l.h. cosway', 'back to you, priscilla glenn']"
132,"['nod, adrian barnes', 'the terminator, randall frakes', 'i, zombie, hugh howey', 'flashback, dan simmons', 'sweet tooth, vol. 6, jeff lemire', ""the gate to women's country, sheri s. tepper"", 'attack on titan, vol. 1, hajime isayama', 'the year of the flood, margaret atwood', 'sweet tooth, jeff lemire', 'i am legend, richard matheson', 'the baby jesus butt plug, carlton mellick iii', 'the road, cormac mccarthy', 'attack on titan, vol. 5, hajime isayama', 'the stand, stephen king', 'the city of mirrors, justin cronin', 'sweet tooth, vol. 4, jeff lemire', 'primitives, erich krauss', 'gather the daughters, jennie melamed', 'the postmortal, drew magary', 'i am legend and other stories, richard matheson', 'the last bastion of the living, rhiannon frater', 'ice, anna kavan', 'the passage, justin cronin', 'through the killing glass, mainak dhar', 'blind faith, ben elton', 'metro 2034, dmitry glukhovsky', 'the drowned world, j.g. ballard', 'the white plague, frank herbert', 'swan song, robert mccammon', ""shade's children, garth nix"", 'sweet tooth, vol. 3, jeff lemire', 'attack on titan, vol. 13, hajime isayama', 'the twelve, justin cronin', 'the windup girl, paolo bacigalupi', 'attack on titan, vol. 12, hajime isayama', 'attack on titan, vol. 16, hajime isayama', 'equations of life, simon morden', 'razor wire pubic hair, carlton mellick iii', 'der übergang, justin cronin', 'la strada, cormac mccarthy', 'bioshock, john shirley', 'ponies, kij johnson', 'sweet tooth, vol. 5, jeff lemire', 'the day of the triffids, john wyndham', 'die zwölf, justin cronin', 'the flame alphabet, ben marcus', 'horizon, sophie littlefield', 'the girl with all the gifts, m.r. carey', 'apocalipsis, stephen king', 'la peste écarlate, jack london']"
133,"['late, late at night, rick springfield', 'me and a guy named elvis, jerry schilling', 'i am ozzy, ozzy osbourne', 'broken music, sting', 'me, elton john', 'the heroin diaries, nikki sixx', 'rod, rod stewart', 'slash, slash', 'miles to go, miley cyrus', 'from here to the great unknown, lisa marie presley', 'take it like a man, boy george', 'the autobiography of gucci mane, gucci mane', 'born to run, bruce springsteen', 'save me from myself, brian welch', ""it's a long story, willie nelson"", 'nofx, jeff alulis', 'in the pleasure groove, nigel john taylor', 'life, keith richards', 'from this moment on, shania twain', 'rat girl, kristin hersh', 'dean and me, jerry lewis', 'a natural woman, carole king', 'white line fever, lemmy kilmister', 'the dirt, tommy lee', 'my appetite for destruction, steven adler', 'never broken, jewel', 'remembering whitney, cissy houston', 'infinite tuesday, michael nesmith', ""i'm with the band, pamela des barres"", ""when i stop talking, you'll know i'm dead, jerry weintraub"", 'amy, my daughter, mitch winehouse', 'first step 2 forever, justin bieber', 'from cradle to stage, virginia hanlon grohl', 'the meaning of mariah carey, mariah carey', 'behind the candelabra, scott thorson', 'testimony, robbie robertson', 'red, sammy hagar', 'home, julie andrews edwards', 'broken horses, brandi carlile', 'i, me, mine, george harrison', 'clapton, eric clapton', 'down the highway, howard sounes', 'sharon osbourne extreme, sharon osbourne', 'rocks, joe perry', 'home work, julie andrews edwards', 'does the noise in my head bother you?, steven tyler', 'hunger makes me a modern girl, carrie brownstein', 'reckless, chrissie hynde', 'cheryl, cheryl cole']"
134,"[""(don't you) forget about me, kate karyus quinn"", 'the dollhouse murders, betty ren wright', 'the ghost of graylock, dan poblocki', 'the whispering skull, jonathan stroud', 'house of dark shadows, robert liparulo', 'midwinterblood, marcus sedgwick', ""cryer's cross, lisa mcmann"", 'revenge of the witch, joseph delaney', 'deep and dark and dangerous, mary downing hahn', 'the dagger in the desk, jonathan stroud', 'ravenfall, kalyn josephson', ""raven's gate, anthony horowitz"", 'the empty grave, jonathan stroud', 'wait till helen comes, mary downing hahn', 'the hollow boy, jonathan stroud', 'thornhill, pam smy', 'no way out, dan poblocki', 'the screaming staircase, jonathan stroud', 'dead voices, katherine arden', 'small spaces, katherine arden', 'the inn between, marina cohen']"
135,"['just kids, patti smith', 'a piece of cake, cupcake brown', 'the woman in me, britney spears', 'the life and times of the thunderbolt kid, bill bryson', 'becoming, michelle obama', 'smoke gets in your eyes, caitlin doughty', 'audition, barbara walters', 'the bigamist, mary turner thomson', 'my beloved world, sonia sotomayor', 'a street cat named bob, james bowen', 'catch me if you can, frank w. abagnale', 'how to be a woman, caitlin moran', 'the rainbow comes and goes, anderson cooper', 'in order to live, yeonmi park', 'born a crime, trevor noah', 'shoe dog, phil knight', 'i am malala, malala yousafzai', 'know my name, chanel miller', 'whiskey in a teacup, reese witherspoon', 'solito, javier zamora', 'spare, prince harry', 'primates of park avenue, wednesday martin', 'a chance in the world, steve pemberton', 'bossypants, tina fey', 'down the rabbit hole, holly madison', 'pimp, iceberg slim', 'my time, bradley wiggins', 'no angel, jay dobyns', 'growing up amish, ira wagler', 'under a mackerel sky, rick stein', 'nearly normal, cea sunrise person', 'my animals and other family, clare balding', 'what remains, carole radziwill', 'then again, diane keaton', 'farm city, novella carpenter', 'the closer, mariano rivera', 'bravey, alexi pappas', 'a fort of nine towers, qais akbar omar', 'the secret race, tyler hamilton', 'orange is the new black, piper kerman', 'the happiest refugee, anh do', 'the beggar king and the secret of happiness, joel ben izzy', 'expecting adam, martha n. beck', 'in pieces, sally field', 'three little words, ashley rhodes-courter', 'troublemaker, leah remini', 'exile on front street, george christie', 'the trauma cleaner, sarah krasnostein', 'lit, mary karr', 'i’m glad my mom died, jennette mccurdy', 'the outrun, amy liptrot', 'townie, andre dubus iii', 'fast girl, suzy favor hamilton', 'spaceman, mike massimino', 'having our say, sarah l. delany', 'a house in the sky, amanda lindhout', 'open book, jessica simpson', 'david jason, david jason', 'working class boy, jimmy barnes', 'driving over lemons, chris stewart', 'the life of rylan, rylan clark-neal', 'fight like a girl, clementine ford', ""a mother's reckoning, sue klebold"", 'these precious days, ann patchett', 'die weiße massai, corinne hofmann', 'the moment of lift, melinda french gates', 'so much i want to tell you, anna akana', 'the phantom prince, elizabeth kendall', 'francona, terry francona', 'spilled milk, k.l. randis', 'the diva rules, michelle visage', 'the end of normal, stephanie madoff mack', 'sociopath, patric gagne', 'the in-between, hadley vlahos', 'everywhere i look, helen garner', 'waking up white, debby irving', 'everything i know about love, dolly alderton', 'crashing through, robert kurson', 'inside out, demi moore', 'i, justine, justine ezarik']"
136,"['a girl called fearless, catherine linka', 'unwholly, neal shusterman', 'house of stairs, william sleator', 'the line, teri hall', 'xvi, julia karr', 'because it is my blood, gabrielle zevin', 'divergent, veronica roth', 'hungry, h.a. swain', 'specials, scott westerfeld', 'the declaration, gemma malley', 'academy 7, anne osterlund', 'truesight, david stahler jr.', 'the hunted, matt de la pena', 'crossed, ally condie', 'extras, scott westerfeld', 'sati, christopher pike', 'pretties, scott westerfeld', 'divergente, veronica roth', 'die bestimmung, veronica roth', 'niezgodna, veronica roth', 'the house of the scorpion, nancy farmer', 'the hunger games tribute guide, emily seife']"
137,"['tales of nevèrÿon, samuel r. delany', 'the unpleasant profession of jonathan hoag, robert a. heinlein', 'the drowned life, jeffrey ford', 'arrival, ted chiang', 'the unreal and the real, ursula k. le guin', 'the fifth head of cerberus, gene wolfe', 'selected stories of philip k. dick, philip k. dick', 'bloodchild, octavia e. butler', ""callahan's crosstime saloon, spider robinson"", 'deathbird stories, harlan ellison', 'waldo and magic, inc, robert a. heinlein', 'kirinyaga, mike resnick', 'the best of gene wolfe, gene wolfe', 'stories of your life and others, ted chiang', 'majipoor chronicles, robert silverberg', 'the hidden girl and other stories, ken liu', 'mirrorshades, bruce sterling', 'the collected stories of philip k. dick 2, philip k. dick', 'bloodchild and other stories, octavia e. butler', ""octavia's brood, adrienne maree brown"", 'the girl who was plugged in/screwtop, james tiptree jr.', 'invisible planets, ken liu', 'all about emily, connie willis', 'axiomatic, greg egan', 'the lifecycle of software objects, ted chiang']"
