,titles_authors
662,"['the tomb, f. paul wilson', 'blackbirds, chuck wendig', 'a matter of blood, sarah pinborough', 'conspiracies, f. paul wilson', 'harbingers, f. paul wilson', 'by the sword, f. paul wilson', 'legacies, f. paul wilson', 'mockingbird, chuck wendig']"
663,"['soft targets, john gilstrap', 'seven deadly wonders, matthew reilly', 'the 6th extinction, james rollins', 'noble beginnings, l.t. ryan', 'night probe!, clive cussler', 'the doomsday key, james rollins', 'floodgate, alistair maclean', 'the 19th element, john l. betcher', 'polar shift, clive cussler', 'high treason, john gilstrap', 'black order, james rollins', 'sandstorm, james rollins', 'sahara, clive cussler', 'the eye of god, james rollins', 'the skeleton key, james rollins', 'deep six, clive cussler', 'the empty quarter, david l. robbins', 'dead zero, stephen hunter', 'vixen 03, clive cussler', 'the codex, douglas preston', 'jet, russell blake', 'king of swords, russell blake', 'atlantis found, clive cussler', ""the devil's bones, steve berry"", 'valhalla rising, clive cussler', 'point of impact, stephen hunter', 'the bourne identity, robert ludlum', 'cyclops, clive cussler', 'area 7, matthew reilly', 'testament, david morrell', 'iceberg, clive cussler', 'threat warning, john gilstrap', 'the seventh plague, james rollins', 'the judas strain, james rollins', 'the last oracle, james rollins', 'the bancroft strategy, robert ludlum', 'bloodline, james rollins', 'white death, clive cussler', 'treasure, clive cussler', 'shock wave, clive cussler', 'scarecrow, matthew reilly']"
664,"['notorious pleasures, elizabeth hoyt', 'three nights..., debra mullins', 'a night to surrender, tessa dare', 'an offer from a gentleman, julia quinn', 'and the miss ran away with the rake, elizabeth boyle', 'say yes to the marquess, tessa dare', ""will's true wish, grace burrowes"", 'no other duke will do, grace burrowes', 'the arrangement, mary balogh', 'midnight pleasures, eloisa james', 'the trouble with dukes, grace burrowes', 'a perfect gentleman, candace camp', 'the girl with the make-believe husband, julia quinn', 'wedding of the season, laura lee guhrke', 'the bride says no, cathy maxwell', 'simply unforgettable, mary balogh', 'stranger in my arms, lisa kleypas', 'just like heaven, julia quinn', ""the way to a duke's heart, caroline linden"", 'because of miss bridgerton, julia quinn', 'the sum of all kisses, julia quinn', 'rogue spy, joanna bourne', 'the bridegroom wore plaid, grace burrowes', 'lord dashwood missed out, tessa dare', 'my american duchess, eloisa james', ""sir philip's folly, marion chesney"", 'the earl takes all, lorraine heath', 'when the marquess met his match, laura lee guhrke', 'to refuse such a man, p.o. dixon', 'simply love, mary balogh', 'six impossible things, elizabeth boyle', 'when he was wicked, julia quinn', 'colonel sandhurst to the rescue, marion chesney', 'miss tonks turns to crime, marion chesney', 'midnight marriage, lucinda brant', 'slightly married, mary balogh', 'a scot in the dark, sarah maclean', 'breathless, anne stuart', 'sylvester or the wicked uncle, georgette heyer', 'the proposal, mary balogh', 'the viscount who lived down the lane, elizabeth boyle', 'only enchanting, mary balogh', 'the bridgertons, julia quinn', ""it's in his kiss, julia quinn"", 'slightly dangerous, mary balogh', 'a lady awakened, cecilia grant', 'the houseguest, elizabeth adams', 'the other miss bridgerton, julia quinn', 'the convenient marriage, georgette heyer', 'your wicked ways, eloisa james', ""mr. malcolm's list, suzanne allain"", 'slightly wicked, mary balogh', 'para sir phillip, com amor, julia quinn', 'duchess by night, eloisa james', 'secrets of a proper lady, victoria alexander', 'flowers from the storm, laura kinsale', 'buscando esposa, julia quinn', 'um perfeito cavalheiro, julia quinn', 'fool for love, eloisa james', 'the soldier, grace burrowes', 'el corazón de una bridgerton, julia quinn', 'rogue with a brogue, suzanne enoch', 'potent pleasures, eloisa james', 'someone to love, mary balogh', 'o conde enfeitiçado, julia quinn', ""mr. darcy's refuge, abigail reynolds"", 'simply magic, mary balogh', 'the trouble with honor, julia london', 'on the way to the wedding, julia quinn', 'back in society, marion chesney', 'sins of a duke, stacy reid', 'the rogue not taken, sarah maclean', 'por un beso, julia quinn', 'gentlemen prefer heiresses, lorraine heath', 'too scot to handle, grace burrowes', 'a wild pursuit, eloisa james', ""somewhere i'll find you, lisa kleypas"", 'always proper, suddenly scandalous, christi caldwell', 'only a kiss, mary balogh']"
665,"['ghosts, paul auster', 'willard and his bowling trophies, richard brautigan', 'dreaming of babylon, richard brautigan', 'the locked room, paul auster', 'city of glass, paul auster', 'inherent vice, thomas pynchon', 'pulp, charles bukowski']"
666,"['river of darkness, rennie airth', 'the sins of the wolf, anne perry', 'a cold treachery, charles todd', 'why shoot a butler?, georgette heyer']"
667,[]
668,"['miss you, kate eberlen', 'the newcomer, robyn carr', 'how to fail at flirting, denise williams', 'bed of roses, nora roberts', 'welcome to serenity, sherryl woods', 'accidentally hers, jamie beck', 'waiting on you, kristan higgins', 'beach read, emily henry', 'the genius and the muse, elizabeth hunter', 'the true love experiment, christina lauren', 'always with love, giovanna fletcher', 'the longest holiday, paige toon', ""welcome to rosie hopkins' sweet shop of dreams, jenny colgan"", 'the bachelor, carly phillips', 'the rom-commers, katherine center', 'the strawberry hearts diner, carolyn brown', ""the flatshare, beth o'leary"", 'silver bay, jojo moyes', 'up to the challenge, terri osburn', 'dating you / hating you, christina lauren', 'not quite perfect, catherine bybee', 'you had me at hola, alexis daria', 'you say it first, susan mallery', 'chasing perfect, susan mallery', 'the chance, robyn carr', 'only mine, susan mallery', 'windfallen, jojo moyes', 'the one you really want, jill mansell', 'tempting, susan mallery', 'the heart principle, helen hoang']"
669,"['big dog...little dog, p.d. eastman', ""i'll teach my dog a lot of words, michael frith"", ""clifford's manners, norman bridwell"", 'martha speaks, susan meddaugh', ""clifford's kitten, norman bridwell"", 'harry the dirty dog, gene zion', 'hachiko, pamela s. turner', ""clifford's family, norman bridwell"", 'just me and my puppy, mercer mayer', 'go, dog. go!, p.d. eastman', 'how rocket learned to read, tad hills', 'city dog, country frog, mo willems', ""clifford's christmas, norman bridwell"", ""wish, barbara o'connor"", 'a story, a story, gail e. haley', 'biscuit and the little pup, alyssa satin capucilli', 'the most magnificent thing, ashley spires', 'doggies, sandra boynton', ""fancy nancy and the posh puppy, jane o'connor"", 'henry and mudge - the first book, cynthia rylant', 'the werepuppy, jacqueline wilson', 'a handful of stars, cynthia lord', 'water in the park, emily jenkins', 'biscuit, alyssa satin capucilli']"
670,"['the winter queen, boris akunin', 'the yard, alex grecian', 'two for sorrow, nicola upson', 'murder at mansfield park, lynn shepherd', 'full dark house, christopher fowler', 'lady cop makes trouble, amy stewart', 'the mangle street murders, m.r.c. kasasian', 'the chinese nail murders, robert van gulik', 'an instance of the fingerpost, iain pears', 'dust and shadow, lyndsay faye']"
671,"['talulla rising, glen duncan', 'long live the queen, kate locke', ""kitty's house of horrors, carrie vaughn"", 'changeless, gail carriger', 'kitty and the midnight hour, carrie vaughn', 'by blood we live, glen duncan', 'charming, elliott james', 'bloodsucking fiends, christopher moore', 'werewolf smackdown, mario acevedo', 'kitty raises hell, carrie vaughn']"
672,"['brave enough, m. leighton', 'worked up, tessa bailey', 'the marketplace, laura antoniou', 'billionaire unmasked ~ jason, j.s. scott', 'the other side of the pillow, zane*', ""the billionaire's secret love, ivy layne"", 'they say love is blind, pepper pace', 'a sure thing, marie harte', 'all the right reasons, sandy james', 'marc, jeanne st. james', 'crashed out, tessa bailey', 'mr. ceo, lauren landish', 'dirty together, meghan march', 'no ordinary billionaire, j.s. scott', 'prince with benefits, nicole snow', 'the blackbirds, eric jerome dickey', 'underneath it all, kate canterbary']"
673,"['raw blue, kirsty eagar', 'where she went, gayle forman', 'lovely, dark and deep, amy mcnamara', 'just one day, gayle forman', 'a little something different, sandy hall', 'from the wreckage, michele g. miller', 'forbidden, tabitha suzuma', 'just one year, gayle forman', 'just one night, gayle forman', 'roomies, sara zarr', 'fangirl, rainbow rowell', 'culpa mía, mercedes ron']"
674,"['the black wolf, j.a. redmerski', 'the swan & the jackal, j.a. redmerski', 'seeds of iniquity, j.a. redmerski']"
675,[]
676,"['birdman, mo hayder', 'black light, stephen hunter', 'shaken, j.a. konrath', 'cemetery dance, douglas preston', 'play dead, anne frasier', 'hush, anne frasier', 'the girl in the woods, gregg olsen', 'red dragon, thomas harris', 'the throat, peter straub', 'icebound, david axton', 'the cabinet of curiosities, douglas preston', 'the red scream, mary willis walker', 'the burning soul, john connolly', 'every dead thing, john connolly', 'the face of death, cody mcfadyen', 'the killing lessons, saul black', 'the death collectors, jack kerley', 'the silence of the lambs, thomas harris', 'blood memory, greg iles', 'still life with crows, douglas preston', 'locked doors, blake crouch', 'the poison artist, jonathan moore']"
677,"['best friends, martha moody', 'the average american male, chad kultgen', 'the pull of the moon, elizabeth berg', 'while i was gone, sue miller', 'the good mother, sue miller', 'icy sparks, gwyn hyman rubio', 'black and blue, anna quindlen', 'también esto pasará, milena busquets', 'bee season, myla goldberg', 'the last time they met, anita shreve', 'the pretty one, lucinda rosenfeld', 'the art of mending, elizabeth berg', 'the abstinence teacher, tom perrotta']"
678,"['a taste of power, elaine brown', 'crisis of character, gary j. byrne', 'soul on ice, eldridge cleaver', 'trust, pete buttigieg', 'oath and honor, liz cheney', 'blood in my eye, george l. jackson', 'an autobiography, angela y. davis', 'nothing is true and everything is possible, peter pomerantsev', 'a full life, jimmy carter', 'assata, assata shakur', 'revolutionary suicide, huey p. newton', 'south to america, imani perry', 'without you, there is no us, suki kim', 'kennedy wives, amber hunt', 'talking to my country, stan grant', 'the message, ta-nehisi coates', 'an unfinished love story, doris kearns goodwin', 'across that bridge, john lewis', 'dreams from my father, barack obama', 'ants among elephants, sujatha gidla', 'american radical, tamer elnoury', 'detroit, charlie leduff', 'unbelievable, katy tur', 'curfewed night, basharat peer', 'permanent record, edward snowden', 'the far away brothers, lauren markham', 'better than sex, hunter s. thompson', 'my own words, ruth bader ginsburg', ""my traitor's heart, rian malan"", 'a promised land, barack obama', 'a higher loyalty, james b. comey']"
679,"['the temptation of the night jasmine, lauren willig', 'once in every life, kristin hannah', 'splendor, anna godbersen', 'the betrayal of the blood lily, lauren willig', 'the masque of the black tulip, lauren willig', '1932, karen m. cox', 'legacy, danielle steel', 'survivor, lesley pearse', 'the seduction of the crimson rose, lauren willig', 'the deception of the emerald ring, lauren willig', 'the luxe, anna godbersen', 'desde donde se domine la llanura, megan maxwell', 'ransom my heart, meg cabot', 'while you were mine, ann howard creel', 'message from nam, danielle steel', 'rumors, anna godbersen', 'envy, anna godbersen']"
680,"['rudolph the red-nosed reindeer, barbara shook hazen', 'gingerbread friends, jan brett', 'cranberry thanksgiving, wende devlin', 'christmas in the big woods, laura ingalls wilder', 'the little match girl, hans christian andersen', 'the life and adventures of santa claus, l. frank baum', 'the lump of coal, lemony snicket', 'stick man, julia donaldson', 'frosty the snowman (frosty the snowman), diane muldrow', ""mortimer's christmas manger, karma wilson"", 'the night before christmas, clement c. moore', 'a charlie brown thanksgiving, charles m. schulz', 'letters from father christmas, j.r.r. tolkien', 'the legend of old befana, tomie depaola', 'a time to keep, tasha tudor', 'the polar express, chris van allsburg', 'christmas day in the morning, pearl s. buck', 'the berenstain bears meet santa bear, stan berenstain', ""madeline's christmas, ludwig bemelmans"", 'father christmas, raymond briggs', 'the nutcracker, susan jeffers', 'the best christmas pageant ever, barbara robinson', 'a charlie brown christmas, charles m. schulz', 'christmas in noisy village, astrid lindgren', 'the christmas sweater, glenn beck']"
681,[]
682,"['the 1-page marketing plan, allan dib', 'the new rules of marketing and pr, david meerman scott', 'when genius failed, roger lowenstein', 'the $100 startup, chris guillebeau', 'entrepreneurial you, dorie clark', 'business adventures, john brooks', 'king of capital, david carey', 'accounting made simple, mike piper', 'launch, jeff walker', 'barbarians at the gate, bryan burrough', 'competitive strategy, michael e. porter', 'the pumpkin plan, mike michalowicz', 'monkey business, john rolfe', ""poor charlie's almanack, charles t. munger""]"
683,"['the resurrectionist, e.b. hudspeth']"
684,"['nothing, janne teller', 'everybody sees the ants, a.s. king', ""the president's daughter, ellen emerson white"", 'solace of the road, siobhan dowd', 'after ever after, jordan sonnenblick', 'the glass collector, anna perera', 'when she hollers, cynthia voigt', 'butter, erin jade lange', 'freaky green eyes, joyce carol oates', 'darkness before dawn, sharon m. draper', 'forged by fire, sharon m. draper', '13 reasons why, jay asher', 'glass, ellen hopkins', 'tex, s.e. hinton', 'the voice on the radio, caroline b. cooney', 'three black swans, caroline b. cooney', 'fallout, ellen hopkins', 'deadline, chris crutcher', 'white house autumn, ellen emerson white', 'catalyst, laurie halse anderson']"
685,[]
686,"[""let's get digital, david gaughran"", 'writing down the bones, natalie goldberg', 'the memoir project, marion roach smith', 'the first five pages, noah lukeman', 'write your novel from the middle, james scott bell', 'the decorated journal, gwen diehn', 'outlining your novel, k.m. weiland', 'story genius, lisa cron', 'the emotional craft of fiction, donald maass', 'the emotion thesaurus, angela ackerman', 'creating character arcs, k.m. weiland', 'plot & structure, james scott bell', 'self-editing for fiction writers, renni browne', 'becoming a writer, dorothea brande', 'how to blog for profit without selling your soul, ruth soukup', 'no plot? no problem!, chris baty', 'immediate fiction, jerry cleaver']"
687,"['the dark fields, alan glynn', 'the doomsday conspiracy, sidney sheldon', 'deception point, dan brown', 'airframe, michael crichton', 'nano, robin cook', 'the belial stone, r.d. brady', 'state of fear, michael crichton', 'impact, douglas preston', 'the footprints of god, greg iles', 'disclosure, michael crichton', 'contagion, robin cook', 'mount dragon, douglas preston', 'the ice limit, douglas preston', 'the anomaly, michael rutger']"
688,"['charm & strange, stephanie kuehn', 'the china garden, liz berry', 'the girl in between, laekan zea kemp', 'the eternal ones, kirsten miller', 'city of dark magic, magnus flyte', 'devoted, hilary duff', 'serafina and the splintered heart, robert beatty', 'notes from ghost town, kate ellison', 'the vanishing season, jodi lynn anderson', 'ruined, paula morris', 'the body finder, kimberly derting', 'hotel ruby, suzanne young', 'deadly little secret, laurie faria stolarz', 'legacy of lies, elizabeth chandler', 'marie antoinette, serial killer, katie alender', 'slide, jill hathaway', 'desires of the dead, kimberly derting', 'how to hang a witch, adriana mather', 'the evolution of mara dyer, michelle hodkin', 'midwinterblood, marcus sedgwick', 'kissed by an angel/the power of love/soulmates, elizabeth chandler', ""cryer's cross, lisa mcmann"", 'bellamy and the brute, alicia michaels', 'the unquiet, jeannine garsee', 'wicked business, janet evanovich', 'elixir, hilary duff', 'ashes to ashes, jenny han', 'texas gothic, rosemary clement-moore', 'preloved, shirley marr', 'deadly little games, laurie faria stolarz', 'shadow hills, anastasia hopcus', 'fracture, megan miranda', 'forgotten, cat patrick', 'september girls, bennett madison', 'night school, c.j. daugherty', 'fire with fire, jenny han', 'perception, kim harrington', 'wake, lisa mcmann', 'gone, lisa mcmann', 'unraveling isobel, eileen cook', 'la oscura verdad de mara dyer, michelle hodkin', 'the strangers on montagu street, karen white', 'wicked appetite, janet evanovich', 'the girl on legare street, karen white']"
689,"['chevengur, andrei platonov', 'laughter in the dark, vladimir nabokov', 'the idiot, fyodor dostoevsky', ""buddha's little finger, victor pelevin"", 'in the first circle, aleksandr solzhenitsyn', 'pnin, vladimir nabokov', 'cancer ward, aleksandr solzhenitsyn', 'the cossacks, leo tolstoy', ""it's me, eddie, eduard limonov"", 'invitation to a beheading, vladimir nabokov', 'bend sinister, vladimir nabokov', 'the master and margarita, mikhail bulgakov', 'day of the oprichnik, vladimir sorokin', 'what is to be done?, nikolai chernyshevsky', 'the annotated lolita, vladimir nabokov', 'one day in the life of ivan denisovich, aleksandr solzhenitsyn', 'generation ""п"", victor pelevin', 'lolita, vladimir nabokov', 'omon ra, victor pelevin', 'mistrz i małgorzata, mikhail bulgakov', 'envy, yury olesha', 'the accompanist, nina berberova', 'mother, maxim gorky', 'the luzhin defense, vladimir nabokov']"
690,"['the dinner, herman koch', 'elizabeth is missing, emma healey', 'het diner, herman koch', 'notes on an execution, danya kukafka', 'the party, elizabeth day', 'searching for sylvie lee, jean kwok', 'the sea sisters, lucy clarke', 'the good father, noah hawley', 'apples never fall, liane moriarty', 'the push, ashley audrain', 'the family next door, sally hepworth', 'once there were wolves, charlotte mcconaghy', 'miracle creek, angie kim', 'little broken things, nicole baart', 'la cena, herman koch', 'the emperor of ocean park, stephen l. carter', 'happiness falls, angie kim']"
691,"['waking up in eden, lucinda fleeson', 'the snow leopard, peter matthiessen', 'a walk across america, peter jenkins', 'ranger confidential, andrea lankford', 'running the amazon, joe kane', 'a walk in the woods, bill bryson', 'wanderer, sterling hayden', 'this game of ghosts, joe simpson', 'the log from the sea of cortez, john steinbeck', 'the kindness of strangers, mike mcintyre', ""the adventurer's son, roman dial"", 'no shortcuts to the top, ed viesturs', 'walking the amazon, ed stafford', 'chasing chaos, jessica alexander', 'desert solitaire, edward abbey', 'adrift, steven callahan', 'tracks, robyn davidson', 'eiger dreams, jon krakauer', 'winds of skilak, bonnie rose ward', ""whatever you do, don't run, peter allison""]"
692,"['shine not burn, elle casey', 'the law of attraction, n.m. silber', 'troubles and treats, tara sivec', 'anything you can do, r.s. grey', 'loving war, c.m. owens', 'the duet, r.s. grey', 'only trick, jewel e. ann', 'hollywood dirt, alessandra torre', 'by degrees, elle casey', 'willing captive, belle aurora', 'mackenzie fire, elle casey', 'becoming a vincent, c.m. owens', 'seduction and snacks, tara sivec', 'playing for keeps, r.l. mathewson', 'licked, brooke blaine', 'holy frigging matrimony, emma chase', 'perfection, r.l. mathewson', 'screwdrivered, alice clayton', 'the infamous ellen james, n.a. alcorn', 'tangled, emma chase', 'the game plan, r.l. mathewson', 'the design, r.s. grey', 'love, chloe, alessandra torre', ""mai tai'd up, alice clayton"", 'trust in advertising, victoria michaels', 'the allure of julian lefray, r.s. grey']"
693,"['a mad desire to dance, elie wiesel']"
694,[]
695,"['northanger abbey, jane austen', 'pride and prejudice, jane austen', 'pride & prejudice, jane austen', 'sense and sensibility, jane austen', 'duma i uprzedzenie, jane austen', 'la abadía de northanger, jane austen', 'orgoglio e pregiudizio, jane austen', 'sentido y sensibilidad, jane austen', 'mansfield park, jane austen', 'stolz und vorurteil, jane austen']"
696,"['the silent governess, julie klassen', 'the maid of fairbourne hall, julie klassen', 'the heiress of winterwood, sarah e. ladd', 'a lady at willowgrove hall, sarah e. ladd']"
697,"['something about you, julie james', 'legal briefs, n.m. silber', 'kiss an angel, susan elizabeth phillips', 'checkmate, r.l. mathewson', 'fire & brimstone, r.l. mathewson', 'walk of shame, lauren layne', ""love the one you're with, lauren layne"", 'made for you, lauren layne']"
698,"['the real mrs. price, j.d. mason', 'clockwork heart, dru pagliassotti', 'in pursuit of justice, radclyffe', 'justice in the shadows, radclyffe', ""beauty's release, a.n. roquelaure"", ""the emperor's edge collection, lindsay buroker"", ""beauty's kingdom, a.n. roquelaure"", 'the claiming of sleeping beauty, a.n. roquelaure', 'the griffin & sabine trilogy, nick bantock', 'shield of justice, radclyffe', 'critical role, matthew mercer', 'the immortals, jordanna max brodsky', 'jasmyn, alex bell', 's., j.j. abrams', 'tea with the black dragon, r.a. macavoy', 'touch not the cat, mary stewart', 'griffin & sabine, nick bantock', 'the lost story, meg shaffer', 'honor bound, radclyffe', 'the glass gargoyle, marie andreas', 'the golden mean, nick bantock', 'hunted, bex-chan']"
699,"['the awakening, kate chopin', 'billy budd, sailor, herman melville', 'beloved, toni morrison', 'the song of roland, unknown', 'the jungle, upton sinclair', 'heart of darkness and selected short fiction, joseph conrad', 'the adventures of huckleberry finn, mark twain', 'ethan frome, edith wharton', 'as for me and my house, sinclair ross', 'maggie, stephen crane', 'cry, the beloved country, alan paton', 'the scarlet letter, nathaniel hawthorne', 'a man for all seasons, robert bolt', 'the lonely londoners, sam selvon', 'to kill a mockingbird, harper lee', 'adventures of huckleberry finn, mark twain', 'wer die nachtigall stört, harper lee', 'cambridge, caryl phillips', 'my antonia, willa cather', 'de aanslag, harry mulisch', 'things fall apart, chinua achebe', 'a gathering of old men, ernest j. gaines', 'their eyes were watching god, zora neale hurston']"
700,"['a sound of thunder, ray bradbury', ""the monkey's paw, diane mowat"", 'the unpleasant profession of jonathan hoag, robert a. heinlein', 'the strange case of dr. jekyll and mr. hyde and other tales of terror, robert louis stevenson', 'the case of charles dexter ward, h.p. lovecraft', 'the complete works of h.p. lovecraft, h.p. lovecraft', 'the drowned life, jeffrey ford', 'dandelion wine, ray bradbury', 'the dark tower and other stories, c.s. lewis', 'i sing the body electric! & other stories, ray bradbury', 'what dreams may come, richard matheson', 'songs of a dead dreamer and grimscribe, thomas ligotti', 'city of saints and madmen, jeff vandermeer', 'the golden apples of the sun, ray bradbury', 'the food of the gods, h.g. wells', 'the legend of sleepy hollow, bo hampton', 'the strange case of dr. jekyll and mr. hyde and other stories, robert louis stevenson', 'kiss kiss, roald dahl', 'the hanging stranger, philip k. dick', 'i am legend and other stories, richard matheson', 'the october country, ray bradbury', 'of one blood, pauline elizabeth hopkins', 'the little sisters of eluria, stephen king', 'deathbird stories, harlan ellison', 'great tales of horror, h.p. lovecraft', 'get in trouble, kelly link', 'strange fiction, h.g. wells', 'the illustrated man, ray bradbury', 'young zaphod plays it safe, douglas adams', 'tales of terror and mystery, arthur conan doyle', 'the call of cthulhu and other weird stories, h.p. lovecraft', 'the cats of ulthar, h.p. lovecraft', 'at the mountains of madness and other tales of terror, h.p. lovecraft', 'the dream-quest of unknown kadath, h.p. lovecraft', 'dagon, h.p. lovecraft', 'someone like you, roald dahl', 'the call of cthulhu, h.p. lovecraft', 'i have no mouth & i must scream, harlan ellison', 'the other gods, h.p. lovecraft', 'the dunwich horror and other stories, h.p. lovecraft', 'the classic horror stories, h.p. lovecraft', 'i have no mouth and i must scream, harlan ellison', 'stranger things happen, kelly link', 'the stories of ray bradbury, ray bradbury']"
701,"['złodziej dusz, aneta jadowska', 'dożywocie, marta kisiel', 'siła niższa, marta kisiel']"
702,"['the green mile, stephen king', 'faded steel heat, glen cook', 'pandaemonium, christopher brookmyre', 'the mouse on the mile, stephen king', 'the lovely bones, alice sebold', 'the final seven, erica spindler', 'pest control, bill fitzhugh', 'deadly quicksilver lies, glen cook', 'death note, nisioisin', 'the krishna key, ashwin sanghi', 'the improbable adventures of sherlock holmes, john joseph adams', 'playground, lars kepler', 'the progeny, tosca lee']"
703,"['the lake house secret, debra burroughs', 'ghost moon, karen robards', 'death and her devotion, kendra elliot', 'wildfire at midnight, mary stewart', 'conspiracy of silence, martha powers', 'away from the dark, aleatha romig', 'before she dies, rita herron', 'the winter people, phyllis a. whitney', 'kidnapped, suzanne ferrell', 'shattered silk, barbara michaels', 'tracks of her tears, melinda leigh', 'desire, louise bagshawe', 'this rough magic, mary stewart', 'bogeyman, gayle wilson', 'amanda, kay hooper', 'death echo, elizabeth lowell', 'silent run, barbara freethy', 'revenge, lisa jackson']"
704,"['still life with woodpecker, tom robbins', 'boating for beginners, jeanette winterson', 'harold and maude, colin higgins', 'the van, roddy doyle', 'the wishbones, tom perrotta', 'half asleep in frog pajamas, tom robbins', 'primary colors, anonymous', 'the water-method man, john irving', 'jpod, douglas coupland', 'another roadside attraction, tom robbins', 'the bridge, iain banks', 'pygmy, chuck palahniuk', 'wobegon boy, garrison keillor', 'choke, chuck palahniuk', 'the red-haired woman, orhan pamuk', 'the new life, orhan pamuk', ""hemingway's chair, michael palin"", 'the white house mess, christopher buckley', 'microserfs, douglas coupland', 'generation a, douglas coupland', 'super-cannes, j.g. ballard', 'snuff, chuck palahniuk', 'wonder boys, michael chabon', 'sellevision, augusten burroughs', 'even cowgirls get the blues, tom robbins', 'the cheese monkeys, chip kidd', 'a heartbreaking work of staggering genius, dave eggers', 'all families are psychotic, douglas coupland', 'lying on the couch, irvin d. yalom', 'thank you for smoking, christopher buckley', 'skinny legs and all, tom robbins', 'the death of bunny munro, nick cave', 'absurdistan, gary shteyngart', 'rant, chuck palahniuk', 'dogrun, arthur nersesian', 'gud taler ud, jens blendstrup']"
705,"['the substitute bridegroom, charlotte louise dolan']"
706,"['hogwarts school of prayer and miracles, grace ann parsons']"
707,"['spiraled, kendra elliot', 'alone, kendra elliot', 'hidden, kendra elliot', 'repressed, elisabeth naughton', 'eternity in death, j.d. robb', 'armed and fabulous, camilla chafer', 'walking on her grave, melinda leigh', 'targeted, kendra elliot', 'watch your back, karen rose', 'the hangman, mary burton', 'the drowned girls, loreth anne white', 'interlude in death, j.d. robb', 'missing in death, j.d. robb', 'all the pretty faces, rita herron', 'speak no evil, allison brennan', 'closer than you think, karen rose', 'the last move, mary burton', 'known, kendra elliot', 'haunted in death, j.d. robb', 'dangerous waters, toni anderson', 'immortal in death, j.d. robb', 'the lullaby girl, loreth anne white', 'cold in the shadows, toni anderson', 'the fifth victim, beverly barton']"
708,"['the book with no pictures, b.j. novak', '50 below zero, robert munsch', 'when i get bigger, mercer mayer', 'come back, amelia bedelia, peggy parish', ""fancy nancy, jane o'connor"", 'just me in the tub, gina mayer', ""andrew's loose tooth, robert munsch"", 'fifteen animals!, sandra boynton', 'calling doctor amelia bedelia, herman parish', 'alexander and the terrible, horrible, no good, very bad day, judith viorst', 'eloise, kay thompson', 'david gets in trouble, david shannon', 'amelia bedelia, peggy parish', 'mercy watson goes for a ride, kate dicamillo', 'mrs. lizzy is dizzy!, dan gutman', 'david goes to school, david shannon', 'i have to go!, robert munsch', 'play ball, amelia bedelia, peggy parish']"
709,"['craving, helen hardt', 'fifty shades trilogy, e.l. james', 'giving in, maya banks', 'burn, helen hardt', 'obsession, helen hardt', 'melt, helen hardt']"
710,"['the summer book, tove jansson', 'a manual for cleaning women, lucia berlin', 'fresh complaint, jeffrey eugenides', 'we the animals, justin torres', 'you remind me of me, dan chaon', 'difficult women, roxane gay', ""cities i've never lived in, sara majka"", 'in other rooms, other wonders, daniyal mueenuddin', 'manual para mujeres de la limpieza, lucia berlin', 'a visit from the goon squad, jennifer egan', 'if i loved you, i would tell you this, robin black', ""st. lucy's home for girls raised by wolves, karen russell"", 'olive kitteridge, elizabeth strout', 'no one belongs here more than you, miranda july', 'the life to come, michelle de kretser', 'more of this world or maybe another, barb johnson', 'sour heart, jenny zhang', 'the shell collector, anthony doerr']"
711,"['tease, amanda maciel']"
712,"['room, emma donoghue', 'the tidal zone, sarah moss', 'the salt house, lisa duffy', 'for one more day, mitch albom', ""inside the o'briens, lisa genova"", 'still alice, lisa genova', 'the care and handling of roses with thorns, margaret dilloway', 'everybody has everything, katrina onstad', 'the descendants, kaui hart hemmings', ""the widower's tale, julia glass"", 'the story of arthur truluv, elizabeth berg', 'every last one, anna quindlen', 'lone wolf, jodi picoult', 'the betrayals, fiona neill', 'this is how it always is, laurie frankel', 'left neglected, lisa genova', 'the history of us, leah stewart', 'before you know kindness, chris bohjalian', 'we never asked for wings, vanessa diffenbaugh', 'only child, rhiannon navin']"
713,[]
714,"['the heart goes last, margaret atwood', 'where late the sweet birds sang, kate wilhelm', 'walkaway, cory doctorow', 'reality 36, guy haley', 'the new wilderness, diane cook', 'glasshouse, charles stross', 'interface, neal stephenson', 'the peripheral, william gibson', 'zero point, neal asher', 'iron sunrise, charles stross', 'grey, jon armstrong', 'makers, cory doctorow', 'the great transition, nick fuller googins', 'de kommer att drunkna i sina mödrars tårar, johannes anyuru', 'american war, omar el akkad', 'title fight, scott sigler', 'agency, william gibson', 'amped, daniel h. wilson']"
715,"['in the dark, monica murphy', 'choosing you, allie everhart', 'the failing hours, sara ney', 'king of campus, jennifer sucevic', 'hate to love you, tijan*', 'to professor, with love, linda kage', 'sacked, jen frederick', 'this is falling, ginger scott', '#poser, cambria hebert', 'you and everything after, ginger scott', 'the studying hours, sara ney', 'misadventures of a college girl, lauren rowe', 'rebel, rebecca yarros']"
