,titles_authors
765,"['the demon under the microscope, thomas hager', 'the butchering art, lindsey fitzharris', 'scurvy, stephen r. bown', 'medical apartheid, harriet a. washington', 'and the band played on, randy shilts', 'the hot zone, richard preston', 'the tale of the dueling neurosurgeons, sam kean', 'patient h.m., luke dittrich', 'awakenings, oliver sacks', 'mutants, armand marie leroi', 'the spirit catches you and you fall down, anne fadiman', 'the demon in the freezer, richard preston', 'the sawbones book, justin mcelroy', 'haiti, paul farmer', 'birth, tina cassidy', 'the ghost map, steven johnson', 'panic in level 4, richard preston', ""dr. mütter's marvels, cristin o'keefe aptowicz"", 'biohazard, ken alibek', 'quackery, lydia kang']"
766,"['bad girls, jacqueline wilson', 'lola rose, jacqueline wilson', 'kiss, jacqueline wilson', 'secrets, jacqueline wilson', 'girls in love, jacqueline wilson', 'love lessons, jacqueline wilson', 'candyfloss, jacqueline wilson', 'ginger snaps, cathy cassidy', 'girls in tears, jacqueline wilson', 'angel cake, cathy cassidy', 'broken heart club, cathy cassidy', 'sundae girl, cathy cassidy', 'driftwood, cathy cassidy', 'the diamond girls, jacqueline wilson', 'dustbin baby, jacqueline wilson', 'midnight, jacqueline wilson', 'girls out late, jacqueline wilson', 'lucky star, cathy cassidy', ""teacher's pet, francine pascal"", 'girls under pressure, jacqueline wilson']"
767,"['the shock of the new, robert hughes', 'ansel adams, ansel adams', 'the art book, phaidon press', 'secret garden, johanna basford', 'the art spirit, robert henri', 'design is a job, mike monteiro', 'gonzo, ralph steadman', 'harry potter, brian sibley', 'drawing the head and figure, jack hamm', 'force, michael d. mattesi', 'interaction of color, josef albers', 'harry potter page to screen, bob mccabe', 'newspaper blackout, austin kleon', ""the animator's survival kit, richard williams"", 'color, betty edwards', 'drawn to life, walt stanchfield', 'the elements of typographic style, robert bringhurst', 'thom filicia style, thom filicia', 'harry potter, jody revenson', 'the brand gap, marty neumeier', 'wall and piece, banksy', 'an illustrated life, danny gregory', 'urban jungle, igor josifovic', 'information is beautiful, david mccandless', 'art, inc., lisa congdon', '101 things i learned in architecture school, matthew frederick', 'color and light, james gurney', 'the complete book of chalk lettering, valerie mckeehan', 'just enough research, erika hall', 'the story of art, e.h. gombrich', '1000 record covers, michael ochs', 'the lord of the rings, brian sibley', 'keys to drawing, bert dodson', 'thinking with type, ellen lupton', 'drawing the head and hands, andrew loomis', 'classical drawing atelier, juliette aristides', ""inside hbo's game of thrones, bryan cogman"", 'architecture, francis d.k. ching', 'reinventing comics, scott mccloud', 'drawing on the right side of the brain, betty edwards', 'the art and making of hannibal, jesse mclean', 'the new drawing on the right side of the brain, betty edwards', 'just my type, simon garfield', 'm.c. escher, m.c. escher', 'the furniture bible, christophe pourny']"
768,"['the baron in the trees, italo calvino', 'orlando furioso, ludovico ariosto', 'invisible cities, italo calvino', 'the castle of crossed destinies, italo calvino', 'restless nights, dino buzzati', 'pinocchio, carlo collodi', 'o castelo dos destinos cruzados, italo calvino', 'il barone rampante, italo calvino', 'the divine comedy, dante alighieri', 'le città invisibili, italo calvino', 'the twenty days of turin, giorgio de maria', 'las ciudades invisibles, italo calvino', 'the palm-wine drinkard, amos tutuola', 'baudolino, umberto eco', 'sessanta racconti, dino buzzati']"
769,"['all fours, miranda july', 'my education, susan choi', 'the lessons, naomi alderman', 'the life and death of sophie stark, anna north', 'nevada, imogen binnie', 'hotel world, ali smith', 'the death of vivek oji, akwaeke emezi', 'the mysteries of pittsburgh, michael chabon', 'real life, brandon taylor', 'more of this world or maybe another, barb johnson', 'traveling light, katrina kittle', 'greta & valdin, rebecca k. reilly', 'freshwater, akwaeke emezi']"
770,"['one piece, volume 13, eiichiro oda', 'the legend of zelda, akira himekawa', 'one piece, volume 10, eiichiro oda', 'dragon ball, vol. 5, akira toriyama', 'one piece, volume 23, eiichiro oda', 'one piece, volume 16, eiichiro oda', 'inuyasha, vol. 1, rumiko takahashi', 'tsubasa, clamp', 'one piece, volume 11, eiichiro oda', 'one piece, volume 15, eiichiro oda', 'dragon ball, vol. 2, akira toriyama', 'the seven deadly sins, vol. 2, nakaba suzuki', 'one piece, volume 12, eiichiro oda', 'one piece 巻百九 〝きみの味方〟, eiichiro oda', 'fullmetal alchemist, vol. 23, hiromu arakawa', 'delicious in dungeon, vol. 1, ryoko kui', 'fullmetal alchemist, vol. 13, hiromu arakawa', 'hikaru no go, vol. 1, yumi hotta', 'bleach, volume 02, tite kubo', 'fairy tail, vol. 01, hiro mashima', 'one piece, volume 22, eiichiro oda', 'hunter x hunter, vol. 04, yoshihiro togashi', 'hunter x hunter, vol. 03, yoshihiro togashi', 'bleach, vol. 9, tite kubo', 'one piece, volume 14, eiichiro oda', 'beck, harold sakuishi', 'shaman king, vol. 1, hiroyuki takei', 'fullmetal alchemist, vol. 15, hiromu arakawa', 'fullmetal alchemist, vol. 16, hiromu arakawa', 'one piece, volume 24, eiichiro oda', 'naruto, vol. 11, masashi kishimoto', 'fullmetal alchemist, vol. 25, hiromu arakawa', 'hunter x hunter, vol. 05, yoshihiro togashi', 'one piece, volume 17, eiichiro oda', 'fullmetal alchemist, vol. 20, hiromu arakawa', 'fullmetal alchemist, vol. 11, hiromu arakawa', 'fullmetal alchemist, vol. 9, hiromu arakawa', 'fullmetal alchemist, vol. 12, hiromu arakawa', 'fullmetal alchemist, vol. 18, hiromu arakawa', 'fullmetal alchemist, vol. 17, hiromu arakawa', 'hikaru no go, vol. 3, yumi hotta', 'dragon ball, vol. 1, akira toriyama', ""fritz leiber's fafhrd and the gray mouser, howard chaykin""]"
771,"['star maker, olaf stapledon', 'the cleft, doris lessing', 'lives of the monster dogs, kirsten bakis', 'divided kingdom, rupert thomson', 'galactic pot-healer, philip k. dick', 'la horde du contrevent, alain damasio', 'transition, iain m. banks', 'the affirmation, christopher priest']"
772,"[""the emperor's gift, aaron dembski-bowden"", 'the shape of water, guillermo del toro', 'ex-heroes, peter clines', ""two weeks' notice, rachel caine"", ""the haunted mesa, louis l'amour"", 'the dream-quest of vellitt boe, kij johnson', 'cell, stephen king', 'what dreams may come, richard matheson', 'the doom stone, paul zindel', 'dead sea, tim curran', 'the brief history of the dead, kevin brockmeier', 'i am legend and other stories, richard matheson', 'bloodstone, karl edward wagner', 'of one blood, pauline elizabeth hopkins', 'necronomicon, h.r. giger', 'the mummy, max allan collins', 'the little sisters of eluria, stephen king', 'monster hunter legion, larry correia', 'the delirium brief, charles stross', 'rolling in the deep, mira grant', 'something wicked this way comes, ray bradbury', 'to sail a darkling sea, john ringo', 'the visitor, christopher pike', 'the god engines, john scalzi', 'get in trouble, kelly link', 'shriek, jeff vandermeer', 'boneshaker, cherie priest', ""stephen king's the dark tower, robin furth"", 'the great and secret show, clive barker', 'sati, christopher pike', 'the rats, james herbert', 'dr. jekyll and mr. holmes, loren d. estleman', 'the lost world, michael crichton', 'blood colony, tananarive due', 'black paradox, junji ito', 'the nightmare stacks, charles stross', 'caliban cove, s.d. perry', 'ex-patriots, peter clines', 'betrayer, aaron dembski-bowden', 'hungry bug, carlton mellick iii', 'the dark tower ii, bookrags']"
773,"['the house between tides, sarah maine', 'the spirit of grace, terry lynn thomas*', 'death in berlin, m.m. kaye', 'the mysterious death of mr. darcy, regina jeffers', 'the girl on the cliff, lucinda riley', 'death in cyprus, m.m. kaye', 'why shoot a butler?, georgette heyer', 'jane steele, lyndsay faye', 'a twist in time, julie mcelwain', 'death in kenya, m.m. kaye', 'the rossetti letter, christi phillips', 'the book of love, kathleen mcgowan', 'beneath a burning sky, jenny ashcroft', 'the other side of midnight, simone st. james', 'the moonlit garden, corina bomann', 'crow hollow, michael wallace', ""behold, here's poison, georgette heyer"", 'footsteps in the dark, georgette heyer', 'the splendour falls, susanna kearsley', 'death in kashmir, m.m. kaye', 'death in the stocks, georgette heyer', 'the midnight rose, lucinda riley']"
774,"['feels like home, evelyn adams', 'royally bad, nora flite', 'we own tonight, corinne michaels', 'dare to take, carly phillips', 'relationship goals, christina c. jones', 'neighbor dearest, penelope ward', 'ladies man, katy evans', 'i see you, molly mcadams', 'forever with you, jennifer l. armentrout', 'this is reckless, kennedy fox', ""one king's way, samantha young""]"
775,"['a pattern language, christopher w. alexander', 'the timeless way of building, christopher w. alexander', 'the poetics of space, gaston bachelard', 'ways of seeing, john berger', 'the medium is the massage, marshall mcluhan', 'the eyes of the skin, juhani pallasmaa', 'designing disney, john hench', 'life between buildings, jan gehl', 'yes is more, bjarke ingels group', 'the architecture of happiness, alain de botton', 'new rooms for old houses, frank shirley']"
776,"[""mr. gumpy's outing, john burningham"", 'goodbye summer, hello autumn, kenard pak', 'bear wants more, karma wilson', 'brown bear, brown bear, what do you see?, bill martin jr.', 'bunny cakes, rosemary wells', 'what does bunny see?, linda sue park', 'over and under the snow, kate messner', 'just me and my puppy, mercer mayer', 'dinosaur roar!, paul stickland', ""we're going on a bear hunt, michael rosen"", 'little blue truck, alice schertle', 'the quiet book, deborah underwood', 'a house for hermit crab, eric carle', 'otto the book bear, katie cleminson', 'ten little caterpillars, bill martin jr.', 'dinosaurumpus, tony mitton', 'the pout-pout fish, deborah diesen', ""where's spot?, eric hill"", 'llama llama red pajama, anna dewdney', 'how do dinosaurs eat their food?, jane yolen', 'blue chameleon, emily gravett', 'antoinette, kelly dipucchio', 'owl babies, martin waddell', 'hand, hand, fingers, thumb, al perkins', 'five little monkeys jumping on the bed, eileen christelow', ""giraffes can't dance, giles andreae"", 'bear & hare snow!, emily gravett', 'the itsy bitsy spider, iza trapani', 'monkey puzzle, julia donaldson', 'the very busy spider, eric carle', 'gaston, kelly dipucchio', 'mushroom in the rain, mirra ginsburg', 'a color of his own, leo lionni', 'how do dinosaurs clean their rooms?, jane yolen']"
777,"['a reason to kill, michael kerr', 'a twist in the tale, jeffrey archer', 'the know, martina cole', 'bad blood, casey kelleher', 'la fille de brooklyn, guillaume musso', 'an expensive place to die, len deighton', 'the ministry of fear, graham greene', 'no country for old men, cormac mccarthy', 'dance with the enemy, rob sinclair', 'light before day, christopher rice', 'the porkchoppers, ross thomas', 'fatal flaw, william lashner', 'evil is easy, p.s. brown', ""l'appel de l'ange, guillaume musso"", 'death note, nisioisin', 'un appartement à paris, guillaume musso', 'cocaine nights, j.g. ballard', 'decorated to death, dean a. james', ""l'allieva, alessia gazzola"", 'brighton rock, graham greene', 'house of cards, michael dobbs', 'der fall collini, ferdinand von schirach', 'the ipcress file, len deighton', 'the backup men, ross thomas', 'ah, treachery!, ross thomas', 'the river sorrow, craig holden']"
778,"['the hypnotist, lars kepler', 'the scarred woman, jussi adler-olsen', 'an early grave, robert mccracken', 'first degree, david rosenfelt', 'police, jo nesbø', 'the legacy, yrsa sigurdardottir', 'the children return, martin walker', 'blessed are those who thirst, anne holt', 'my first murder, leena lehtolainen', 'a lonely resurrection, barry eisler', 'marked for life, emelie schepp', 'gun street girl, adrian mckinty', 'the nightmare, lars kepler', 'deadly code, lin anderson', 'the house of dolls, david hewson', 'phantom, jo nesbø', 'victim without a face, stefan ahnhem']"
779,"['damned, chuck palahniuk', 'unholy night, seth grahame-smith', 'the hawkline monster, richard brautigan', 'i, lucifer, glen duncan', ""it's just a dog, russ ryan"", 'going bovine, libba bray', 'the stupidest angel, christopher moore', 'the wurms of blearmouth, steven erikson', 'maldito karma, david safier', 'doomed, chuck palahniuk']"
780,"['highland fling, katie fforde', 'love rules, freya north', 'the watson brothers, lori foster', 'angels everywhere, debbie macomber', 'flying by the seat of my knickers, eliza watson', 'the snow bride, debbie macomber', 'the boy i loved before, jenny colgan', 'tidings of great joy, sandra brown', 'professional boundaries, jennifer peel', 'passion, louise bagshawe', 'artistic license, katie fforde', '22 indigo place, sandra brown', 'home fires, luanne rice', 'baby love, catherine anderson', 'the snow globe, sheila roberts', 'christmas under a starlit sky, holly martin', 'only us, susan mallery', 'sleigh bells in the snow, sarah morgan', 'a corisi christmas, ruth cardello', ""beyond grace's rainbow, carmel harrington"", 'the wager, carolyn brown', 'to trust, carolyn brown', 'christmas on primrose hill, karen swan', 'candlelight christmas, susan wiggs', '1225 christmas tree lane, debbie macomber', 'christmas wishes and mistletoe kisses, jenny hale', 'mistletoe at moonglow, deborah garner', 'chaser, staci hart', 'the perfect christmas, debbie macomber', 'love letters, katie fforde', ""gabriel's angel, nora roberts"", 'the lovesick cure, pamela morsi', ""a fool's gold christmas, susan mallery"", 'sheltering hearts, robyn carr', 'jingle bell harbor, tracy brogan', 'playing with her heart, lauren blakely', 'summer by the sea, susan wiggs', 'wings, danielle steel', 'the long way home, mariah stewart', 'a christmas to remember, jenny hale', 'after hello, mhairi mcfarlane', 'remembrance, danielle steel', 'summer at willow lake, susan wiggs', 'calder pride, janet dailey', 'good sam, dete meserve', 'spring fancy, lavyrle spencer', 'a yorkshire christmas, kate hewitt', 'wildly winston, lori foster', 'back on blossom street, debbie macomber', 'by the book, julia sonneborn', 'be careful what you wish for, alexandra potter', 'three girls and a wedding, rachel schurig', 'once upon a second chance, marian vere', 'the devil you know, louise bagshawe', 'more than love letters, rosy thornton', 'fancy dancer, fern michaels', 'truly, madly manhattan, nora roberts', 'remember when, judith mcnaught', 'die achse meiner welt, dani atkins', 'a man of means, diana palmer', ""summer's child, luanne rice"", 'first impressions, nora roberts', 'mrs. miracle, debbie macomber', 'christmas on candy cane lane, sheila roberts', ""cattleman's pride, diana palmer"", 'christmas wishes, debbie macomber', 'merry ex-mas, sheila roberts', 'call me mrs. miracle, debbie macomber', 'christmas at lilac cottage, holly martin', 'calendar girl, audrey carlan', 'butterfly weeds, laura miller', 'a cedar cove christmas, debbie macomber', 'calamity rayne, lydia michaels', 'how to kill a rock star, tiffanie debartolo', 'for my daughters, barbara delinsky', 'home song, lavyrle spencer', 'the perfect hope, nora roberts', 'fitzwilliam darcy, rock star, heather lynn rigaud', 'lakeshore christmas, susan wiggs']"
781,"['content rules, ann handley', 'confessions of an advertising man, david ogilvy', 'show your work!, austin kleon', 'steal like an artist, austin kleon']"
782,"['vampire breath, r.l. stine']"
783,"['marathon man, william goldman']"
784,"['girls can kiss now, jill gutowitz']"
785,"['the lifegiving home, sally clarkson', 'church of the small things, melanie shankle', 'love to eat, hate to eat, elyse m. fitzpatrick', 'notes from a blue bike, tsh oxenreider', ""let's all be brave, annie f. downs"", 'for the love, jen hatmaker', 'bronner, sherri burgess', 'looking for lovely, annie f. downs', '12 ways your phone is changing you, tony reinke', 'grace, not perfection, emily ley', 'scary close, donald miller', 'love does, bob goff', 'nothing to prove, jennie allen', 'lies women believe, nancy leigh demoss', '7, jen hatmaker']"
786,"['whistling past the graveyard, susan crandall', 'daisy fay and the miracle man, fannie flagg', 'cold sassy tree, olive ann burns', 'this bitter earth, bernice l. mcfadden', 'velva jean learns to drive, jennifer niven', 'the dry grass of august, anna jean mayhew', 'dollbaby, laura lane mcneal', 'yellow crocus, laila ibrahim', 'south of broad, pat conroy', 'english creek, ivan doig', 'fair and tender ladies, lee smith', 'leaving atlanta, tayari jones', 'this tender land, william kent krueger', 'the education of dixie dupree, donna everhart', 'the road to bittersweet, donna everhart', 'saving ceecee honeycutt, beth hoffman', ""liar's bench, kim michele richardson""]"
787,"['let the dead sleep, heather graham', 'every dark corner, karen rose', 'ricochet, sandra brown', 'waking the dead, heather graham', ""promise you won't tell?, john locke"", 'night sins, tami hoag', 'her last goodbye, melinda leigh', 'make them pay, allison brennan', 'ceremony in death, j.d. robb', 'salvation in death, j.d. robb', 'the island, heather graham', 'love me to death, allison brennan', 'brotherhood in death, j.d. robb', 'vengeance in death, j.d. robb']"
788,"['l. a. dead, stuart woods', 'lost, michael robotham', 'depraved heart, patricia cornwell', 'deadline, gerry boyle', 'private, james patterson', 'midnight come again, dana stabenow', 'silken prey, john sandford', ""no man's land, david baldacci"", 'the other daughter, lisa gardner', 'the late show, michael connelly', 'the missing ones, patricia gibney', 'the killing hour, lisa gardner', 'family jewels, stuart woods', ""the president's shadow, brad meltzer"", 'nypd red 4, james patterson', 'evil never dies, t.r. ragan', 'the broken window, jeffery deaver', 'catch me, lisa gardner', 'far from true, linwood barclay', 'look behind you, iris johansen', 'over the edge, jonathan kellerman', 'the girl who takes an eye for an eye, david lagercrantz', 'in the clearing, robert dugoni', ""shoot don't shoot, j.a. jance"", 'hour game, david baldacci', 'private games, james patterson', 'the fixer, joseph finder', 'alex cross, run, james patterson', 'hell gate, linda fairstein', 't is for trespass, sue grafton', 'the skin collector, jeffery deaver', 'a tap on the window, linwood barclay', 'the child finder, rene denfeld', 'trace, patricia cornwell', 'private sydney, james patterson', 'undone, karin slaughter', 'king and maxwell, david baldacci', 'deadly decisions, kathy reichs', 'night watch, iris johansen', 'dirty work, stuart woods', 'a death in vienna, daniel silva', 'the short drop, matthew fitzsimmons', 'sharp objects, gillian flynn', 'the front, patricia cornwell', 'deeper than the dead, tami hoag', 'fear the darkness, becky masterman', 'the mermaids singing, val mcdermid', 'shatter, michael robotham', 'the sixth man, david baldacci', 'the girl who disappeared twice, andrea kane', 'the hammer of eden, ken follett', 'the last widow, karin slaughter', 'worst fears realized, stuart woods', 'the girl who played with fire, stieg larsson', 'dead weight, t.r. ragan', 'moonlight falls, vincent zandri']"
789,"['questions for ada, ijeoma umebinyuo', 'witches, midwives and nurses, barbara ehrenreich', 'misconceptions, naomi wolf', 'phenomenal woman, maya angelou', 'the madwoman in the attic, sandra m. gilbert', 'buzz, hallie lieberman', 'geek girl rising, samantha parent walravens', 'dear ijeawele, or a feminist manifesto in fifteen suggestions, chimamanda ngozi adichie', 'spiritual midwifery, ina may gaskin', 'querida ijeawele. cómo educar en el feminismo, chimamanda ngozi adichie', 'chicas muertas, selva almada', ""a woman's worth, marianne williamson"", 'i am an emotional creature, eve ensler', 'trainwreck, sady doyle', 'contra los hijos, lina meruane']"
790,"['the ocean of churn, sanjeev sanyal', 'india since independence, bipan chandra', 'the other side of silence, urvashi butalia', 'breaking india, rajiv malhotra', 'dongri to dubai , s. hussain zaidi', 'monsoon, robert d. kaplan', 'the great game, peter hopkirk', 'inglorious empire, shashi tharoor', 'freedom at midnight, dominique lapierre']"
791,"['the twelve deaths of christmas, marian babson', 'candy cane murder, joanne fluke', 'the christmas train, david baldacci', 'pumpkins in paradise, kathi daley', 'death by pumpkin spice, alex erickson', 'the diva cooks a goose, krista davis', 'we wish you a murderous christmas, vicki delany', 'sugar cookie murder, joanne fluke', 'christmas caramel murder, joanne fluke', 'a holiday yarn, sally goldenbaum', 'not a creature was stirring, jane haddam', 'the diva haunts the house, krista davis', 'plum pudding murder, joanne fluke', 'the diva wraps it up, krista davis', 'the christmas hope, donna vanliere', 'the twelve dogs of christmas, david rosenfelt', 'twelve slays of christmas, jacqueline frost', 'kissing christmas goodbye, m.c. beaton', 'a cajun christmas killing, ellen byron', 'christmas carol murder, leslie meier', 'snowmen in paradise, kathi daley', 'six geese a-slaying, donna andrews', 'quoth the raven, jane haddam', 'the christmas quilt, jennifer chiaverini']"
792,"['calamity jack, shannon hale', ""rapunzel's revenge, shannon hale"", 'bone, vol. 4, jeff smith', 'delilah dirk and the turkish lieutenant, tony cliff', 'cardboard, doug tennapel', 'ghostopolis, doug tennapel', 'fake blood, whitney gardner', 'hey, kiddo, jarrett j. krosoczka', 'lowriders to the center of the earth, cathy camper', 'pashmina, nidhi chanani', 'bone, vol. 1, jeff smith', 'the last council, kazu kibuishi', 'joe the barbarian, grant morrison', 'the nameless city, faith erin hicks']"
793,"['to stand on my own, barbara haworth-attard', 'brothers far from home, jean little', 'a desperate road to freedom, karleen bradford', 'where the river takes me, julie lawson', 'blood upon our land, maxine trottier', ""a rebel's daughter, janet lunn"", 'a ribbon of shining steel, julie lawson', 'winter of peril, jan andrews', 'exiles from the war, jean little', 'if i die before i wake, jean little', 'not a nickel to spare, perry nodelman', 'the golden road, l.m. montgomery', 'prisoners in the promised land, marsha forchuk skrypuch', 'pat of silver bush, l.m. montgomery', 'footsteps in the snow, carol matas', 'a prairie as wide as the sea, sarah ellis', 'orphan at my door, jean little', 'whispers of war, kit pearson', 'elijah of buxton, christopher paul curtis', 'before green gables, budge wilson', 'an ocean apart, gillian chan', 'a trail of broken dreams, barbara haworth-attard', 'alone in an untamed land, maxine trottier', 'rainbow valley, l.m. montgomery', 'a sea of sorrows, norah mcclintock', 'with nothing but our courage, karleen bradford', 'magic for marigold, l.m. montgomery']"
794,"['the complete elfquest, volume one, wendy pini', 'delphine, richard sala', 'sex criminals #3, matt fraction', 'b.p.r.d., mike mignola', 'abe sapien, vol. 1, mike mignola', 'locke & key, vol. 5, joe hill', 'a small killing, alan moore', 'sex criminals #1, matt fraction', 'hellboy, vol. 11, mike mignola', 'preacher, volume 2, garth ennis', 'harrow county, vol. 3, cullen bunn', 'lucifer, book two, mike carey', 'hellboy, vol. 12, mike mignola', 'the league of extraordinary gentlemen, alan moore', 'hellboy, vol. 1, mike mignola', 'creepshow, stephen king', 'b.p.r.d. hell on earth, vol. 2, mike mignola', 'conan, vol. 5, timothy truman', 'abe sapien, vol. 2, mike mignola', 'the unwritten, vol. 4, mike carey', 'swamp thing, vol. 4, alan moore', 'preacher, volume 3, garth ennis', 'the strain, volume 3, david lapham', 'fray, joss whedon', 'the sandman, vol. 10, neil gaiman', 'monstress, volume 1, marjorie m. liu', 'the quotable sandman, neil gaiman', 'hellboy, vol. 6, mike mignola', 'pinocchio, winshluss', 'sugar skull, charles burns', 'the hive, charles burns', 'preacher, volume 1, garth ennis', 'the wicked + the divine #3, kieron gillen', 'hellboy, vol. 2, mike mignola', 'b.p.r.d. hell on earth, vol. 4, mike mignola', 'daytripper, fábio moon', 'preacher, book 1, garth ennis', 'the wicked + the divine #8, kieron gillen', 'neonomicon, alan moore', 'morning glories, vol. 2, nick spencer', 'chronicles of wormwood, garth ennis', 'hellboy, vol. 7, mike mignola', 'hellblazer, warren ellis', 'b.p.r.d. hell on earth, vol. 3, mike mignola', 'hellblazer, jamie delano', 'the sandman, vol. 8, neil gaiman', 'the black monday murders, vol. 1, jonathan hickman', 'monstress, volume 2, marjorie m. liu', 'preacher, volume 4, garth ennis', 'the unwritten, vol. 2, mike carey', 'harrow county, vol. 2, cullen bunn', 'the sandman, vol. 4, neil gaiman', 'baltimore, vol. 1, mike mignola', ""the crow, james o'barr"", 'the infinity gauntlet, jim starlin', ""the complete clive barker's the great and secret show, chris ryall"", ""stephen king's n., marc guggenheim"", 'swamp thing, vol. 3, alan moore', 'hellblazer, garth ennis', 'the sandman, vol. 6, neil gaiman', 'the books of magic, neil gaiman', 'the sandman, vol. 7, neil gaiman', 'death, neil gaiman', 'clean room, vol. 1, gail simone', 'hellboy, vol. 8, mike mignola', 'lucifer, book one, mike carey', 'b.p.r.d. hell on earth, vol. 11, mike mignola', 'providence act 3, alan moore', 'the unwritten, vol. 3, mike carey', 'the sandman, vol. 5, neil gaiman', 'pretty deadly, vol. 1, kelly sue deconnick', 'harleen, stjepan šejić', 'swamp thing, vol. 1, alan moore', 'harrow county, vol. 6, cullen bunn', 'locke & key, vol. 6, joe hill', 'b.p.r.d. hell on earth, vol. 6, mike mignola', 'american vampire, vol. 2, scott snyder', 'the sandman, vol. 9, neil gaiman', 'the wicked + the divine #5, kieron gillen', 'american vampire, vol. 1, scott snyder', 'american vampire, vol. 3, scott snyder', 'the wicked + the divine #2, kieron gillen', 'beasts of burden, evan dorkin', 'swamp thing, vol. 6, alan moore', 'locke & key, vol. 4, joe hill', 'hellboy, vol. 3, mike mignola', 'the wicked + the divine #7, kieron gillen', 'nemo, alan moore', 'american vampire, vol. 4, scott snyder', 'locke & key, joe hill', 'the sandman, alisa kwitney', 'swamp thing, vol. 5, alan moore', 'lucifer, vol. 1, mike carey', 'harrow county, vol. 5, cullen bunn', 'the sandman, neil gaiman', 'providence act 2, alan moore', 'hellboy in hell, vol. 1, mike mignola']"
795,"['the woman destroyed, simone de beauvoir', 'the pleasures of the damned, charles bukowski', 'the early ayn rand, ayn rand', 'ficciones, jorge luis borges', 'only dull people are brilliant at breakfast, oscar wilde', 'the complete stories, franz kafka', 'in the penal colony, franz kafka', 'the garden of forking paths, jorge luis borges', 'the last question, isaac asimov', 'the metamorphosis, in the penal colony, and other stories, franz kafka', 'the madman, kahlil gibran', 'the metamorphosis and other stories, franz kafka', 'a hunger artist, franz kafka', 'collected fictions, jorge luis borges']"
796,"['the naturals, jennifer lynn barnes', 'if tomorrow comes, sidney sheldon', ""sidney sheldon's angel of the dark, tilly bagshawe"", 'enigma, catherine coulter', 'dead center, danielle girard', 'body of lies, iris johansen', 'stalemate, iris johansen', 'spencerville, nelson demille', 'prior bad acts, tami hoag', 'nemesis, catherine coulter', 'nothing lasts forever, sidney sheldon', 'naked heat, richard castle', 'killing me softly, nicci french', 'the face of deception, iris johansen', 'blood orchids, toby neal', 'killer instinct, jennifer lynn barnes', 'ice blue, emma jameson', 'girl missing, tess gerritsen', 'all in, jennifer lynn barnes', 'the other side of midnight, sidney sheldon', 'fire and ice, dana stabenow', 'rage of angels, sidney sheldon', 'are you afraid of the dark?, sidney sheldon', 'bloodline, sidney sheldon', 'the search, iris johansen', 'chasing the night, iris johansen', 'blind alley, iris johansen', 'i heard that song before, mary higgins clark', 'bad blood, jennifer lynn barnes', 'quinn, iris johansen', 'live to tell, wendy corsi staub', 'morning, noon & night, sidney sheldon', 'eight days to live, iris johansen', 'blue murder, emma jameson', 'memories of midnight, sidney sheldon', 'a world i never made, james lepore', 'the killing game, iris johansen', 'the best laid plans, sidney sheldon', 'dark horse, tami hoag', 'the naked face, sidney sheldon']"
797,"['mapping the edge, sarah dunant', 'desperation road, michael farris smith', 'birnam wood, eleanor catton', 'helpless, barbara gowdy', 'hush little baby, suzanne redfearn', 'summer house with swimming pool, herman koch', 'the ninth life of louis drax, liz jensen', ""the headmaster's wife, thomas christopher greene"", 'disappearing earth, julia phillips', 'le maître des illusions, donna tartt', 'the golden child, wendy james', 'remember me like this, bret anthony johnston', 'the never-open desert diner, james anderson', 'the shadow year, hannah richell', 'dio di illusioni, donna tartt', 'prowadź swój pług przez kości umarłych, olga tokarczuk', 'sweetgirl, travis mulhauser', 'el secreto, donna tartt', 'a land more kind than home, wiley cash', 'the little friend, donna tartt', 'mercury, margot livesey', 'löwen wecken, ayelet gundar-goshen', 'the loney, andrew michael hurley']"
798,"['difficult conversations, douglas stone', 'yes!, noah j. goldstein', 'nonviolent communication, marshall b. rosenberg', 'just listen, mark goulston', 'supercommunicators, charles duhigg', 'fierce conversations, susan scott', 'how to win friends & influence people, dale carnegie', 'captivate, vanessa van edwards', 'talk like ted, carmine gallo', 'cómo ganar amigos e influir sobre las personas, dale carnegie', 'wie man freunde gewinnt, dale carnegie', 'what every body is saying, joe navarro', 'how to talk to anyone, leil lowndes', 'presentation zen, garr reynolds', 'never split the difference, chris voss', 'pre-suasion, robert b. cialdini', 'ted talks, chris j. anderson', 'we need to talk, celeste headlee', 'brag!, peggy klaus', 'networking for people who hate networking, devora zack', 'you can negotiate anything, herb cohen', 'getting to yes, roger fisher', 'how to argue, jonathan herring', 'influence, robert b. cialdini', 'how to win friends and influence people, dale carnegie', 'the charisma myth, olivia fox cabane', 'nobody wants to read your sh*t, steven pressfield']"
799,"['hidden secrets, carolyn brown', 'going down easy, carly phillips', 'taken by love, melissa foster', ""can't get you off my mind, emma roman"", 'never kiss a stranger, winter renshaw', 'you do something to me, bella andre', 'your captivating love, layla hagen', 'the fix, sylvie stewart']"
800,"['eating the dinosaur, chuck klosterman', 'psychotic reactions and carburetor dung, lester bangs', 'chuck klosterman iv, chuck klosterman', 'the rap year book, shea serrano', 'sex, drugs, and cocoa puffs, chuck klosterman', 'shit, actually, lindy west']"
