,titles_authors
119,"['murder on bainbridge island, dianne harman', 'lethal vintage, nadia gordon', 'dying in style, elaine viets', 'murder on the rocks, allyson k. abbott', 'the sweet smell of murder, cindy bell', 'mischief in maggody, joan hess', 'ditched 4 murder, j.c. eaton', 'boiled over, barbara ross', 'brownies & betrayal, heather justesen', 'shop till you drop, elaine viets', 'tough cookie, diane mott davidson', 'meet your baker, ellie alexander', 'back to school murder, leslie meier', 'sticks & scones, diane mott davidson', 'death by cashmere, sally goldenbaum', 'cut, crop & die, joanna campbell slan', 'cocoa and chanel, donna joy usher', 'dying to read, lorena mccourtney', 'a deadly delicious delivery, cindy bell', 'death of a dead man, karin kaufman', 'a treacherous trader, ellery adams', 'dead by midnight, carolyn g. hart', 'murder with reservations, elaine viets', 'booked 4 murder, j.c. eaton', 'death by didgeridoo, barbara venkataraman', 'murder in the abbey, susan kiernan-lewis', 'three silver doves, deborah garner', 'accessory to murder, elaine viets', 'moon spinners, sally goldenbaum', 'marigolds and murder, london lovett', 'flipped for murder, maddie day', 'a batter of life and death, ellie alexander', 'prime cut, diane mott davidson', 'death by darjeeling, laura childs', 'aunt bessie considers, diana xarissa', 'on thin icing, ellie alexander', 'blueberry muffin murder, joanne fluke', 'merit badge murder, leslie langtry', 'the thin woman, dorothy cannell', 'a catered murder, isis crawford']"
120,"['for real, alexis hall', 'nothing ever happens, sue brown', 'the summer of us, lily morton', 'tigers and devils, sean kennedy', 'rule breaker, lily morton', 'helpful paws, elyse night', ""i'll be your drill, soldier, crystal rose"", 'aced, ella frank', 'facing west, lucy lennox', 'locked, ella frank', 'wanting, piper vaughn', 'something like lightning, jay bell', 'aftermath, alexis hall', 'try, ella frank', 'next season, avon gale', 'something like autumn, jay bell', 'first and first, santino hassell', 'trust, ella frank', 'grounding griffin, lucy lennox', 'hell, jet mykles', 'rough, raw, and ready, lorelei james', 'just a bit confusing, alessandra hazard', 'take, ella frank', 'a lesson in truth, sloan parker', 'wedlocked, ella frank', 'borrowing blue, lucy lennox', 'i say a little prayer, e. lynn harris', 'amuse bouche, anthony bidulka']"
121,"['winter, nikita rae', 'play along, t.l. swan', 'last kiss, jessica clare', 'hopelessly devoted, a.m. myers', 'shattered, helen hardt', 'a harmless little game, meli raine', 'prisoned, marni mann', 'dawn of forever, jewel e. ann', 'his mafioso princess, terri anne browning', 'end of day, jewel e. ann', 'delude, jacob chance']"
122,"['desperate, sarah mae', 'moral revolution, kris vallotton', ""abba's child, brennan manning"", 'rooted, banning liebscher', 'choosing gratitude, nancy leigh demoss', 'celebration of discipline, richard j. foster', 'the search for significance, robert s. mcgee', ""shepherding a child's heart, tedd tripp"", ""if you want to walk on water, you've got to get out of the boat, john ortberg"", 'praying circles around your children, mark batterson', 'the prayer of jabez, bruce h. wilkinson', 'keep a quiet heart, elisabeth elliot', 'falling free, shannan martin', 'the armor of god - bible study book, priscilla shirer', 'absolute surrender, andrew murray', 'breaking free, beth moore', 'restless, jennie allen', 'in a pit with a lion on a snowy day, mark batterson', 'living beyond yourself, beth moore', 'to live is christ, beth moore', 'new morning mercies, paul david tripp', 'the pursuit of holiness, jerry bridges', ""nice girls don't change the world, lynne hybels"", 'get out of that pit, beth moore', 'thrashing about with god, mandy steward', 'my time in heaven, richard sigmund', 'life management for busy women, elizabeth george', 'waking the dead, john eldredge', 'wild at heart, john eldredge', 'in the grip of grace, max lucado', ""the life you've always wanted, john ortberg"", 'union with christ, rankin wilbourne', 'when god whispers your name, max lucado', 'ruthless trust, brennan manning', 'battlefield of the mind, joyce meyer', 'one thousand gifts, ann voskamp', 'sun stand still, steven furtick', 'just like jesus, max lucado', 'the greatest gift, ann voskamp', 'a woman and her god, beth moore', 'having a mary heart in a martha world, joanna weaver', 'gracelaced, ruth chou simons', 'the sacred romance, brent curtis', 'captivating, john eldredge', 'believing god, beth moore', 'bittersweet, shauna niequist', 'fathered by god, john eldredge']"
123,"['thirst no. 2, christopher pike', 'chosen, p.c. cast', 'destined, p.c. cast', 'revealed, p.c. cast', 'shadow souls, l.j. smith', 'marked, p.c. cast', 'jane goes batty, michael thomas ford', ""dragon's oath, p.c. cast"", 'untamed, p.c. cast', 'betrayed, p.c. cast', ""neferet's curse, p.c. cast"", 'hunted, p.c. cast', 'shattered mirror, amelia atwater-rhodes', 'suck it up, brian meehl', 'the short second life of bree tanner, stephenie meyer', 'pretty dead, francesca lia block', 'jane bites back, michael thomas ford', 'origins, l.j. smith', 'the ripper, l.j. smith', 'the fury / dark reunion, l.j. smith', 'burned, p.c. cast', 'awakened, p.c. cast', 'hidden, p.c. cast', 'the awakening, l.j. smith', 'the twilight saga complete collection, stephenie meyer', 'the sookie stackhouse companion, charlaine harris', 'nightfall, l.j. smith', 'biss zum ersten sonnenstrahl, stephenie meyer', 'after dead, charlaine harris']"
124,"[""the zookeeper's wife, diane ackerman"", 'hanns and rudolf, thomas harding', 'bloodlands, timothy snyder', 'black earth, timothy snyder', 'when time stopped, ariana neumann', 'we band of angels, elizabeth m. norman', 'after long silence, helen fremont', 'a train in winter, caroline moorehead', 'mission, robert matzen', '109 east palace, jennet conant', 'nagasaki, susan southard', 'midnight in broad daylight, pamela rotner sakamoto', 'survivors, allan zullo', ""sala's gift, ann kirschner"", 'the drowned and the saved, primo levi', ""rena's promise, rena kornreich gelissen"", 'this way for the gas, ladies and gentlemen, tadeusz borowski', 'the boy on the wooden box, leon leyson', 'after auschwitz, eva schloss', 'the arms of krupp, william manchester', 'judy, damien lewis', 'in my hands, irene gut opdyke', 'agent sonya, ben macintyre', 'the secret holocaust diaries, nonna bannister', 'life in a jar, jack mayer', 'los hornos de hitler, olga lengyel', 'first one in, last one out, marilyn shimon', 'a higher call, adam makos', 'i am a star, inge auerbacher', 'such good girls, r.d. rosen', 'we die alone, david howarth', 'si esto es un hombre, primo levi', 'let me go, helga schneider', 'the last jew of treblinka, chil rajchman', 'se questo è un uomo, primo levi', 'the hidden life of otto frank, carol ann lee', 'survival in auschwitz, primo levi', 'agent m, henry hemming', ""hitler's willing executioners, daniel jonah goldhagen"", 'germans into nazis, peter fritzsche', 'fragments of isabella, isabella leitner', 'anne frank remembered, miep gies', 'the last seven months of anne frank, willy lindwer', 'albert speer, gitta sereny', ""from the holocaust to hogan's heroes, robert clary"", 'the escape artist, jonathan freedland']"
125,"['mélusine, sarah monette', 'peter darling, austin chant', 'the honey witch, sydney j. shields', 'unbelievers, agnesbellex*', ""magic's pawn, mercedes lackey"", 'luck in the shadows, lynn flewelling', 'invisible life, e. lynn harris', 'shards of time, lynn flewelling', 'stalking darkness, lynn flewelling', ""the fire's stone, tanya huff"", 'captive prince, c.s. pacat', 'this is how you lose the time war, amal el-mohtar', 'a sweet sting of salt, rose sutherland', 'la canzone di achille, madeline miller', 'voyage of the damned, frances white', 'faebound, saara el-arifi', 'the kappa child, hiromi goto', 'the song of achilles, madeline miller', 'brokeback mountain, annie proulx', 'casket of souls, lynn flewelling', 'a dark and drowning tide, allison saft', 'la canción de aquiles, madeline miller', ""the warrior's path, catherine m. wilson"", ""traitor's moon, lynn flewelling""]"
126,"['star of the morning, lynn kurland', 'the voyage of the basilisk, marie brennan', 'the dragon of despair, jane lindskold', 'blood of elves, andrzej sapkowski', 'krew elfów, andrzej sapkowski', 'kings of the wyld, nicholas eames', 'season of storms, andrzej sapkowski', 'sezon burz, andrzej sapkowski', 'within the sanctuary of wings, marie brennan']"
127,"['the map that leads to you, j.p. monninger', 'fireside, susan wiggs', 'the perfect summer, luanne rice', 'the ocean between us, susan wiggs', 'that wintry feeling, debbie macomber', 'heartbeat, danielle steel', 'dating game, danielle steel', 'forever mine, elizabeth reyes', 'stuck in the middle, virginia smith', ""crossing tinker's knob, inglath cooper"", 'the truth about ever after, rachel schurig', 'the winter lodge, susan wiggs', 'family blessings, lavyrle spencer', 'the summer hideaway, susan wiggs', 'lightning, danielle steel', 'the ghost, danielle steel', 'bohemian, kathryn nolan', 'that month in tuscany, inglath cooper', 'black box, cassia leo', 'christmas eve at friday harbor, lisa kleypas', 'rainshadow road, lisa kleypas', 'loving, danielle steel', 'now and forever, danielle steel', 'wind chime wedding, sophie moss', 'fractured, dani atkins', 'one night with her boss, noelle adams', ""suzanna's surrender, nora roberts"", 'mixed blessings, danielle steel', 'going home, danielle steel', 'season of passion, danielle steel', 'last chance book club, hope ramsay', 'disastrous, e.l. montes', 'the hellion, lavyrle spencer', 'those christmas angels, debbie macomber', 'if you could see me now, cecelia ahern', ""christmas at tiffany's, karen swan"", 'three girls and a new beginning, rachel schurig', 'harvest season, melanie lageschulte', 'to believe, carolyn brown', ""sierra's homecoming, linda lael miller"", 'christmas at copper mountain, jane porter', 'the quiet professor, betty neels', ""brunch at ruby's, dl white*"", 'carolina isle, jude deveraux', 'fool for love, beth ciotta', 'trailer trash, denise grover swank', 'blue dahlia, nora roberts', 'beach rental, grace greene', 'imperfect chemistry, mary frame', 'cloud nine, luanne rice', 'the summerhouse, jude deveraux', 'one true love, barbara freethy', 'snow in april, rosamunde pilcher']"
128,"['one piece, volume 25, eiichiro oda', 'd.gray-man, vol. 2, katsura hoshino', 'one piece, volume 27, eiichiro oda', 'mushoku tensei, rifujin na magonote', 'claymore, vol. 11, norihiro yagi', 'claymore, vol. 12, norihiro yagi', 'naruto, vol. 09, masashi kishimoto', 'bleach, volume 17, tite kubo', 'one piece, volume 19, eiichiro oda', 'one piece, volume 36, eiichiro oda', 'claymore, vol. 8, norihiro yagi', 'hunter x hunter, vol. 11, yoshihiro togashi', 'claymore, vol. 4, norihiro yagi', 'bleach, volume 22, tite kubo', 'bleach, volume 19, tite kubo', 'bleach, volume 14, tite kubo', 'one piece, volume 26, eiichiro oda', 'naruto, vol. 10, masashi kishimoto', 'bleach, vol. 48, tite kubo', 'bleach, vol. 8, tite kubo', 'bleach, vol. 60, tite kubo', 'bleach, vol. 4, tite kubo', 'bleach―ブリーチ― 36 [burīchi 36], tite kubo', 'bleach (3-in-1 edition), vol. 1, tite kubo', 'bleach, volume 23, tite kubo', 'd.gray-man, vol. 1, katsura hoshino', 'bleach―ブリーチ― 32 [burīchi 32], tite kubo', 'bleach, tome 30, tite kubo', 'bleach, volume 28, tite kubo', 'claymore, vol. 13, norihiro yagi', 'bleach―ブリーチ― 33 [burīchi 33], tite kubo', 'claymore, vol. 7, norihiro yagi', 'soul eater, vol. 1, atsushi ohkubo', 'one piece, volume 33, eiichiro oda', 'bleach, volume 11, tite kubo', 'hunter x hunter, tome 10, yoshihiro togashi', 'bleach―ブリーチ― 27 [burīchi 27], tite kubo']"
129,"['lucid intervals, stuart woods', 'easy innocence, libby fischer hellmann', ""burglars can't be choosers, lawrence block"", 'playmates, robert b. parker', 'dress her in indigo, john d. macdonald', 'prayers for rain, dennis lehane', 'a savage place, robert b. parker', 'moonlight mile, dennis lehane', 'sea change, robert b. parker', 'slay ride, dick francis', 'the sentry, robert crais', 'the night crew, john sandford', 'black friday, james patterson', 'wild horses, dick francis', 'pale kings and princes, robert b. parker', 'chosen prey, john sandford', 'blood work, michael connelly', 'bel-air dead, stuart woods', 'the blue nowhere, jeffery deaver', 'stardust, robert b. parker', 'city on edge, stefanie pintoff', 'the widening gyre, robert b. parker', 'valediction, robert b. parker', 'southern cross, patricia cornwell', 'free fall, robert crais', 'a catskill eagle, robert b. parker', 'thin air, robert b. parker', 'sunset express, robert crais', 'a textbook case, jeffery deaver', 'pastime, robert b. parker', 'taming a sea-horse, robert b. parker', 'the bone collector, jeffery deaver', 'hush money, robert b. parker', 'night passage, robert b. parker', 'hundred-dollar baby, robert b. parker', 'cold service, robert b. parker', 'driving force, dick francis', 'a witness above, andy straka', 'buried, mark billingham', 'winter prey, john sandford', 'looking for rachel wallace, robert b. parker', 'lullaby town, robert crais', 'speaking in tongues, jeffery deaver', 'severe clear, stuart woods', 'come to grief, dick francis', 'red square, martin cruz smith', 'l.a. requiem, robert crais', 'hugger mugger, robert b. parker', 'bangkok 8, john burdett', 'storm prey, john sandford', ""a maiden's grave, jeffery deaver"", 'crimson joy, robert b. parker', 'ragdoll, daniel cole', 'chain of evidence, garry disher', 'dead simple, peter james', 'il suggeritore, donato carrisi', 'cross, james patterson', 'dead cert, dick francis', 'black diamond death, cheryl bradshaw', 'billy straight, jonathan kellerman', 'chance, robert b. parker', 'walk into silence, susan mcbride', 'the vanished man, jeffery deaver']"
130,"['hope in the dark, rebecca solnit', 'in the wake, christina sharpe', 'the sexual politics of meat, carol j. adams', 'anarchism, pyotr kropotkin', 'civil disobedience, henry david thoreau', 'philosophy, ayn rand', 'wanderlust, rebecca solnit', 'on tyranny, timothy snyder', 'the future of freedom, fareed zakaria', 'age of anger, pankaj mishra', 'the american spirit, david mccullough', 'the rule of law, tom bingham', 'common sense, the rights of man and other essential writings, thomas paine', 'the revolution, ron paul', 'rules for radicals, saul d. alinsky', 'essays, george orwell', 'inside the whale and other essays, george orwell', 'ghosts of my life, mark fisher', 'against everything, mark greif', 'diplomacy, henry kissinger', ""letters to a young conservative, dinesh d'souza"", 'known and strange things, teju cole', 'civil disobedience and other essays, henry david thoreau', 'regarding the pain of others, susan sontag', 'a dying colonialism, frantz fanon', 'chomsky on anarchism, noam chomsky', 'the ethics of liberty, murray n. rothbard', 'left-wing communism, an infantile disorder, vladimir lenin', 'the colonizer and the colonized, albert memmi', 'the end of america, naomi wolf', 'what uncle sam really wants, noam chomsky', 'anarchism, ruth kinna', 'body horror, anne elizabeth moore', 'two cheers for anarchism, james c. scott', 'the two cultures, c.p. snow', 'i have a dream, martin luther king jr.', 'letter from birmingham jail, martin luther king jr.', 'on doubt, leigh sales', 'king kong théorie, virginie despentes', 'pape satàn aleppe, umberto eco', 'the missionary position, christopher hitchens', 'imperial ambitions, noam chomsky', 'arguably, christopher hitchens', 'god and the state, mikhail bakunin', 'on the abolition of all political parties, simone weil', 'la españa vacía, sergio del molino', 'realismo capitalista, mark fisher', ""the big lie, dinesh d'souza"", 'notes on nationalism, george orwell', 'dialectical and historical materialism, joseph stalin', 'an essay concerning human understanding, john locke', 'black skin, white masks, frantz fanon', 'on boxing, joyce carol oates', 'on liberty and other essays, john stuart mill', 'anarchism and other essays, emma goldman', 'the cross of redemption, james baldwin', 'what is to be done?, vladimir lenin', 'ante el dolor de los demás, susan sontag', 'teoría king kong, virginie despentes', 'travels in hyperreality, umberto eco']"
131,"[""the liars' club, mary karr"", 'just kids, patti smith', 'another bullshit night in suck city, nick flynn', 'i am nujood, age 10 and divorced, nujood ali', 'big russ & me, tim russert', ""don't let's go to the dogs tonight, alexandra fuller"", 'some girls, jillian lauren', 'a street cat named bob, james bowen', 'the mighty queens of freeville, amy dickinson', 'blackbird, jennifer lauck', 'in an instant, lee woodruff', 'jesus land, julia scheeres', 'they left us everything, plum johnson', 'my secret sister, helen edwards', 'the tender bar, j.r. moehringer', 'running with scissors, augusten burroughs', 'expecting adam, martha n. beck', 'love, nina, nina stibbe', 'breaking night, liz murray', 'the road from coorain, jill ker conway', 'the girl with no name, marina chapman', 'having our say, sarah l. delany', 'the diving bell and the butterfly, jean-dominique bauby', 'driving over lemons, chris stewart', 'die weiße massai, corinne hofmann', 'gifted hands, ben carson', 'an american childhood, annie dillard', 'inside the kingdom, carmen bin ladin', 'a mighty heart, mariane pearl', 'the measure of a man, sidney poitier', 'the tender land, kathleen finneran']"
132,"['anger is a gift, mark oshiro', 'calling a wolf a wolf, kaveh akbar', 'we the animals, justin torres', 'a little life, hanya yanagihara', 'disobedience, naomi alderman', 'good kings bad kings, susan nussbaum', 'little & lion, brandy colbert', 'radio silence, alice oseman', 'trans-sister radio, chris bohjalian', 'baby jane, sofi oksanen', 'tan poca vida, hanya yanagihara', 'ein wenig leben, hanya yanagihara', 'golden boy, abigail tarttelin', 'symptoms of being human, jeff garvin', 'uma vida pequena, hanya yanagihara', 'annabel, kathleen winter', 'una vita come tante, hanya yanagihara']"
133,"['hour of need, melinda leigh', 'midnight exposure, melinda leigh', 'she can tell, melinda leigh', 'she can run, melinda leigh', 'lethal, sandra brown', 'cold truth, mariah stewart', 'forbidden fruit, erica spindler', 'remember when, nora roberts', 'haven, kay hooper', 'the crush, sandra brown', 'away from the dark, aleatha romig', 'once a thief, kay hooper', 'the last move, mary burton', 'smash cut, sandra brown', 'deadline, sandra brown', 'mean streak, sandra brown', 'in the barren ground, loreth anne white', 'shattered silk, barbara michaels', 'the slow burn of silence, loreth anne white', 'trust me, brenda novak', 'chilled, kendra elliot', 'low pressure, sandra brown', 'vendetta, fern michaels', 'seconds to live, melinda leigh', 'gotcha!, fern michaels', 'bogeyman, gayle wilson', 'no easy target, iris johansen', 'law and disorder, heather graham', 'burned by her devotion, melinda leigh', 'blue smoke and murder, elizabeth lowell', 'the lost girls, allison brennan', 'need to know, fern michaels', 'death echo, elizabeth lowell', ""after she's gone, lisa jackson"", 'revenge, lisa jackson']"
134,"['glue, irvine welsh', 'oracle night, paul auster', 'adultery, paulo coelho', 'requiem for a dream, hubert selby jr.', 'the house of sleep, jonathan coe', 'jpod, douglas coupland', 'the book of illusions, paul auster', 'the bridge, iain banks', 'kom hier dat ik u kus, griet op de beeck', 'pygmy, chuck palahniuk', 'wobegon boy, garrison keillor', 'galatea 2.2, richard powers', 'choke, chuck palahniuk', 'timbuktu, paul auster', 'elf minuten, paulo coelho', 'the informers, bret easton ellis', 'farewell waltz, milan kundera', 'canal dreams, iain banks', 'life after god, douglas coupland', 'the rum diary, hunter s. thompson', 'the red-haired woman, orhan pamuk', 'glamorama, bret easton ellis', 'the new life, orhan pamuk', ""hemingway's chair, michael palin"", 'wreck and order, hannah tennant-moore', 'microserfs, douglas coupland', 'the new york trilogy, paul auster', 'ecstasy, irvine welsh', 'trainspotting, irvine welsh', 'fight club, chuck palahniuk', 'o mundo de sofia, jostein gaarder', 'the brooklyn follies, paul auster', 'sofies welt, jostein gaarder', 'lying on the couch, irvin d. yalom', ""the women's room, marilyn french"", 'porno, irvine welsh', 'thank you for smoking, christopher buckley', 'eleven minutes, paulo coelho', 'el mundo de sofía, jostein gaarder', 'the death of bunny munro, nick cave', 'i.m., connie palmen', 'generation x, douglas coupland', 'the zahir, paulo coelho', 'clube da luta, chuck palahniuk', 'dogrun, arthur nersesian', 'nikolski, nicolas dickner', 'espedair street, iain banks', 'het beste wat we hebben, griet op de beeck']"
135,"['the education of henry adams, henry adams', 'a man of two faces, viet thanh nguyen', 'snow falling in spring, moying li', 'america is in the heart, carlos bulosan', 'mayada, daughter of iraq, jean sasson', 'ludwig wittgenstein, ray monk', 'narrative of the life of frederick douglass, frederick douglass', 'the autobiography of benjamin franklin, benjamin franklin', 'i never had it made, jackie robinson', 'the last love song, tracy daugherty', 'every falling star, sungju lee', 'and i alone survived, lauren elder', 'grinding it out, ray kroc', 'full service, scotty bowers', 'john, cynthia lennon', 'cash, johnny cash', 'memories before and after the sound of music, agathe von trapp', 'even silence has an end, ingrid betancourt', 'slave, mende nazer', 'portrait of a marriage, nigel nicolson', 'on gold mountain, lisa see', 'rosa parks, rosa parks', 'narrative of the life of frederick douglass, an american slave, frederick douglass', 'the flame trees of thika, elspeth huxley', ""don't give up, don't give in, louis zamperini"", 'living history, hillary rodham clinton', 'the interesting narrative of the life of olaudah equiano, olaudah equiano', 'heaven and hell, don felder', 'evidence not seen, darlene deibler rose', 'i too had a dream, verghese kurien', 'hitch 22, christopher hitchens', 'up from slavery, booker t. washington', 'chronicles, volume one, bob dylan', 'i. asimov, isaac asimov', 'childtimes, eloise greenfield', 'my name is bill, susan cheever', 'star trek memories, william shatner', 'geisha, a life, mineko iwasaki', 'the coalwood way, homer hickam', 'gladys aylward, gladys aylward', 'to the stars, george takei', 'il mondo di ieri, stefan zweig', 'simple dreams, linda ronstadt', 'uncle tungsten, oliver sacks', 'in the presence of my enemies, gracia burnham', 'personal history, katharine graham', 'the world of yesterday, stefan zweig', 'going solo, roald dahl', 'the autobiography of mark twain, mark twain', 'dust tracks on a road, zora neale hurston', 'wild tales, graham nash', 'the story of my life, helen keller', 'lady sings the blues, billie holiday', 'hudson taylor, james hudson taylor', 'my bondage and my freedom, frederick douglass', ""this wheel's on fire, levon helm"", 'miles, miles davis', 'out of captivity, marc gonsalves', 'el mundo de ayer, stefan zweig', 'madam secretary, madeleine k. albright', 'no higher honor, condoleezza rice', 'walt disney, bob thomas', 'the final curtsey, margaret rhodes']"
136,"['swords in the mist, fritz leiber', 'fallen angels, larry niven', 'red planet, robert a. heinlein', 'sea of silver light, tad williams', ""revolt in 2100/methuselah's children, robert a. heinlein"", 'chthon, piers anthony', 'the life of the world to come, kage baker', ""methuselah's children, robert a. heinlein"", ""freedom's choice, anne mccaffrey"", ""freedom's landing, anne mccaffrey"", 'solar lottery, philip k. dick', 'midworld, alan dean foster', 'friday, robert a. heinlein', 'the legacy of heorot, larry niven', 'dragon in exile, sharon lee', ""shaman's revenge, vasily mahanenko"", 'the court of the air, stephen hunt', ""wizard's bane, rick cook"", 'the ringworld engineers, larry niven', 'the wind through the keyhole, stephen king', ""destiny's road, larry niven"", 'orphan star, alan dean foster', 'army of one, b.v. larson', 'windhaven, george r.r. martin', 'wizard and glass, stephen king', 'have space suit—will travel, robert a. heinlein', ""the aeronaut's windlass, jim butcher"", 'sisterhood of dune, brian herbert', 'the accidental time machine, joe haldeman', 'the kartoss gambit, vasily mahanenko', 'city of golden shadow, tad williams', 'wolves of the calla, stephen king', ""saturn's race, larry niven"", 'the dark tower, stephen king', 'absolute planetary book two, warren ellis', 'refugee, piers anthony', 'the swords of lankhmar, fritz leiber', 'hunting harkonnens, brian herbert', 'the long utopia, terry pratchett', 'variable star, robert a. heinlein', 'the long cosmos, terry pratchett', ""dragon's time, anne mccaffrey"", 'inversions, iain m. banks', 'awakening, brandon sanderson', 'battlefield earth, l. ron hubbard', 'the lost world, arthur conan doyle', 'the land that time forgot, edgar rice burroughs', 'partners in necessity, sharon lee', 'the gunslinger, stephen king', 'the drawing of the three, stephen king', 'tot., stephen king', 'house atreides, brian herbert', 'the waste lands, stephen king', 'against a dark background, iain m. banks', 'a journey to the center of the earth, raymond james', 'the abyss, orson scott card', ""the warrior's apprentice, lois mcmaster bujold"", 'rocket ship galileo, robert a. heinlein', 'area 51, robert doherty', 'doctor who and the daleks, david whitaker', 'glas, stephen king', 'interworld, neil gaiman', 'mammoth, john varley', 'opening moves, cosimo yap', 'the hike, drew magary', 'camouflage, joe haldeman', 'the long mars, terry pratchett', 'house harkonnen, brian herbert', 'river of blue fire, tad williams', 'the gathering edge, sharon lee', '20,000 leagues under the sea and other classic novels, jules verne', ""han solo at stars' end, brian daley"", 'mountain of black glass, tad williams', 'der turm, stephen king', 'susannah, stephen king', 'drei, stephen king', 'the long war, terry pratchett', 'homunculus, james p. blaylock', 'schwarz, stephen king', 'the first men in the moon, h.g. wells', 'house corrino, brian herbert', 'song of susannah, stephen king', 'the invaders plan, l. ron hubbard']"
137,"['hidden agendas, lora leigh', 'free falling, s.e. jakes', 'the mistress mistake, lynda chance', ""lucky's choice, jamie begley"", 'inescapable desire, danielle jamie', 'irresistible desire, danielle jamie', 'lassoing the virgin mail-order bride, alexa riley', 'bite & release, cory cyr', 'heat it up, elle kennedy', 'master of solitude, cherise sinclair', 'creed, kristen ashley', 'vegas, dahlia west', 'owned by the bastard, sam crescent', 'beast, pepper pace', ""nobody's angel, kallypso masters"", 'sheltered, charlotte stein', 'unraveled, jen frederick', 'unexpected fate, harper sloan', 'stepbrother unsealed, nicole snow', 'masters at arms, kallypso masters', 'nauti boy, lora leigh']"
138,"['political order and political decay, francis fukuyama', 'the real north korea, andrei lankov', 'the rise and fall of the great powers, paul kennedy', ""nature's metropolis, william cronon"", 'the anarchy, william dalrymple', 'cobalt red, siddharth kara', 'the accidental superpower, peter zeihan', 'civilization, niall ferguson', 'america again, stephen colbert', 'how music got free, stephen richard witt', 'the nineties, chuck klosterman', 'flashpoints, george friedman', 'destiny disrupted, tamim ansary', 'the inconvenient indian, thomas king', 'debt, david graeber', 'the world in 2050, laurence c. smith', 'democracy in chains, nancy maclean', 'the lessons of history, will durant', 'the retreat of western liberalism, edward luce', 'the view from flyover country, sarah kendzior', 'the price of politics, bob woodward', 'open veins of latin america, eduardo galeano', 'the next 100 years, george friedman', 'bernie sanders guide to political revolution, bernie sanders', 'modern times, paul johnson', 'prisoners of geography, tim marshall', ""faithful, stewart o'nan"", 'armageddon averted, stephen kotkin', 'the man of feeling, henry mackenzie', 'the great degeneration, niall ferguson', 'who rules the world?, noam chomsky', 'utopia for realists, rutger bregman', 'the future, al gore']"
139,"[""what i didn't say, keary taylor"", 'take me on, katie mcgarry', 'chasing nikki, lacey weatherford', 'young love murder, april brookshire', 'cloud walking, a. meredith walters', 'jaded, tijan*', 'loving summer, kailin gow', 'last summer, rebecca a. rogers', 'forever summer, c.j. duggan', 'losing kyler, siobhan davis', 'wild reckless, ginger scott', 'a season of eden, j.m. warwick', 'miss me not, tiffany king', 'waiting for you, shey stahl', 'remember when, t. torrest', 'good, s. walden', 'trust, kylie scott', 'more than this, jay mclean', 'beautiful torment, paige laurens', 'wild cards, simone elkeles', 'tripping me up, amber garza', 'collision course, s.c. stephens', 'forget you, jennifer echols', 'wide awake, shelly crane', 'the avery shaw experiment, kelly oram', 'freeing carter, nyrae dawn', 'find you in the dark, a. meredith walters', 'broken and screwed, tijan*', 'chain reaction, simone elkeles', 'the one that i want, jennifer echols', 'shark bait, jenn cooksey', 'tear, rachel van dyken', 'the boy who sneaks in my bedroom window, kirsty moseley', 'until the end, abbi glines', 'very bad things, ilsa madden-mills', 'lucas, jay mclean', 'untouchable, lindsay delagair', 'i love you to death, natalie ward', 'light in the shadows, a. meredith walters', 'return to paradise, simone elkeles', 'win some, lose some, shay savage', 'chasing mccree, j.c. isabella', 'because of him, jessica roe', 'weightless, kandi steiner', 'fallen crest high, tijan*', 'the boys of summer, c.j. duggan', 'better, s. walden', 'stay with me, mila gray', 'the art of life, sarah kay carter', 'crash into you, katie mcgarry', 'the truth about faking, leigh talbert moore', 'fallen crest public, tijan*', 'nero, sarah brianne', 'chasing impossible, katie mcgarry', 'collateral damage, katie klein', 'impossible, komal kant', 'unspeakable, michelle k. pickett', 'art & soul, brittainy c. cherry', 'the trouble with falling, rochelle morgan', 'hawthorne & heathcliff, r.k. ryals', 'dare you to, katie mcgarry', 'falling for the ghost of you, nicole christie', ""adorkable, cookie o'gorman"", 'always you, kirsty moseley', 'that one summer, c.j. duggan', 'v is for virgin, kelly oram', 'the libby garrett intervention, kelly oram', 'el deseo prohibido de doug, darlis stefany', 'what a boy wants, nyrae dawn', 'going under, georgia cates', 'happenstance, jamie mcguire', 'the vincent brothers, abbi glines', 'puddle jumping, amber l. johnson', 'h de harry, darlis stefany', 'sophie & carter, chelsea fine', 'unteachable, leah raeder', 'pushing the limits, katie mcgarry', 'cross my heart, katie klein', 'fallen crest family, tijan*']"
