,titles_authors
75,"['the teacher, freida mcfadden', 'the last one at the wedding, jason rekulak', 'the storm we made, vanessa chan', 'victim, andrew boryga', 'the small and the mighty, sharon mcmahon', 'ask again, yes, mary beth keane', 'a woman is no man, etaf rum', 'red at the bone, jacqueline woodson', 'the nickel boys, colson whitehead', 'the water dancer, ta-nehisi coates', 'once upon a river, diane setterfield', 'pretty reckless, l.j. shen', 'the institute, stephen king', 'imaginary friend, stephen chbosky', 'american predator, maureen callahan', 'me, elton john', 'the first conspiracy, brad meltzer', 'because internet, gretchen mcculloch', 'pumpkinheads, rainbow rowell', 'when all is said, anne griffin', 'the paris daughter, kristin harmel', 'bright young women, jessica knoll', 'happy place, emily henry', 'clytemnestra, costanza casati', 'some desperate glory, emily tesh', ""killing the witches, bill o'reilly"", 'wrong place wrong time, gillian mcallister', 'the night shift, alex finlay', 'legends & lattes, travis baldree', 'hunt the stars, jessie mihalik', 'our wives under the sea, julia armfield', 'we spread, iain reid', 'such sharp teeth, rachel harrison', 'the cherry robbers, sarai walker', 'girls can kiss now, jill gutowitz', 'starry messenger, neil degrasse tyson', 'american midnight, adam hochschild', 'call us what we carry, amanda gorman', 'infinite country, patricia engel', 'the shadow of the gods, john gwynne', 'the end of men, christina sweeney-baird', 'where the deer and the antelope play, nick offerman', 'fuzz, mary roach', 'walk in my combat boots, james patterson', 'me, amber mcbride', 'you have a match, emma lord', 'plain bad heroines, emily m. danforth', 'solutions and other problems, allie brosh', 'god-level knowledge darts, desus', 'open book, jessica simpson', 'fangs, sarah andersen', 'the cool bean, jory john', 'we are water protectors, carole lindstrom', 'little fires everywhere, celeste ng', ""everything's trash, but it's okay, phoebe robinson"", 'everything happens for a reason, kate bowler', ""fly girls, keith o'brien"", 'the rise and fall of the dinosaurs, steve brusatte', 'cook like a pro, ina garten', 'the dark between stars, atticus poetry', 'the kiss quotient, helen hoang', 'love, life, and the list, kasie west', 'a very large expanse of sea, tahereh mafi', 'aru shah and the end of time, roshani chokshi', 'the penderwicks at last, jeanne birdsall', 'the fate of the tearling, erika johansen', 'and the rest is history, jodi taylor', 'option b, sheryl sandberg', 'no is not enough, naomi klein', 'the rules do not apply, ariel levy', 'the gatekeepers, chris whipple', 'the wellness mama cookbook, katie wells', 'the best we could do, thi bui', 'the empty grave, jonathan stroud', 'the nix, nathan hill', 'the vanishing year, kate moretti', 'the two-family house, lynda cohen loigman', 'fire touched, patricia briggs', 'kill switch, jonathan maberry', 'the lonely city, olivia laing', 'originals, adam m. grant', 'the fire this time, jesmyn ward', 'hillbilly elegy, j.d. vance', 'unseen city, nathanael johnson', 'algorithms to live by, brian christian', 'if i was your girl, meredith russo', 'first kiss, c.l. stone', 'fates and furies, lauren groff', 'our souls at night, kent haruf', 'purity, jonathan franzen', 'welcome to night vale, joseph fink', 'this book loves you, pewdiepie', 'sick in the head, judd apatow', 'the witches, stacy schiff', 'the sandman, neil gaiman', ""dumplin', julie murphy"", 'melissa, alex gino', 'words of radiance, brandon sanderson', ""fool's assassin, robin hobb"", 'ancillary sword, ann leckie', 'prince lestat, anne rice', 'as you wish, cary elwes', 'redefining realness, janet mock', 'capital in the twenty first century, thomas piketty', 'make it ahead, ina garten', 'the goldfinch, donna tartt', 'my beloved world, sonia sotomayor', 'a higher call, adam makos', 'avatar, gene luen yang', 'clockwork princess, cassandra clare', 'light, michael grant', 'thirteen, kelley armstrong', 'caliban’s war, james s.a. corey', 'bloom, kelle hampton', 'it starts with food, dallas hartwig', 'saga, volume 1, brian k. vaughan', 'onyx, jennifer l. armentrout', 'palace of stone, shannon hale', 'this is not my hat, jon klassen', 'the paris wife, paula mclain', 'among others, jo walton', 'succubus revealed, richelle mead', 'retribution, sherrilyn kenyon', ""archangel's blade, nalini singh"", 'this is a book, demetri martin', 'the wilder life, wendy mcclure', 'uncommon criminals, ally carter', 'the girl who circumnavigated fairyland in a ship of her own making, catherynne m. valente', 'blackout, john rocco', '5 very good reasons to punch a dolphin in the mouth and other useful guides, matthew inman']"
76,"['real life, brandon taylor']"
77,"['suddenly a murder, lauren muñoz', 'a psalm for the wild-built, becky chambers', 'a colony in a nation, chris hayes', 'ignite me, tahereh mafi', 'omens, kelley armstrong', 'catherine the great, robert k. massie']"
78,"['playground, richard powers', 'the briar club, kate quinn', 'darling girls, sally hepworth', 'a better man, louise penny', 'say nothing, patrick radden keefe', 'crisis in the red zone, richard preston', 'evil eye, etaf rum', 'fourth wing, rebecca yarros', 'the coven, harper l. woods', 'a queen of thieves & chaos, k.a. tucker', 'stone blind, natalie haynes', 'the great transition, nick fuller googins', 'ink blood sister scribe, emma törzs', 'how to stay married, harrison scott key', ""more than you'll ever know, katie gutierrez"", 'we were dreamers, simu liu', ""chef's kiss, jarrett melendez"", 'as long as the lemon trees grow, zoulfa katouh', 'the hidden palace, helene wecker', 'come fly the world, julia cooke', 'best nerds forever, james patterson', 'too much and never enough, mary l. trump', '21 lessons for the 21st century, yuval noah harari', 'everything here is beautiful, mira t. lee', 'the black widow, daniel silva', 'crosstalk, connie willis', 'the city of mirrors, justin cronin', 'my lady jane, cynthia hand', 'hour of the bees, lindsay eagar', 'a desperate fortune, susanna kearsley', 'pirate hunters, robert kurson', 'made you up, francesca zappia', 'missing you, harlan coben', 'black lies, alessandra torre', 'california, edan lepucki', 'duty, robert m. gates', 'rumble, ellen hopkins', 'el deafo, cece bell', 'we are water, wally lamb', 'a memory of light, robert jordan', 'terms of enlistment, marko kloos', 'frozen in time, mitchell zuckoff', 'bunker hill, nathaniel philbrick', ""assassin's code, jonathan maberry"", 'bringing up bébé, pamela druckerman', 'fever moon, karen marie moning', 'rules of civility, amor towles']"
79,"['the mighty red, louise erdrich', 'a touch of chaos, scarlett st. clair', 'moon of the turning leaves, waubgeshig rice', 'you like it darker, stephen king', 'first lie wins, ashley elston', 'beard necessities, penny reid', 'the covenant of water, abraham verghese', 'did you hear about kitty karr?, crystal smith paul', 'sisters of the lost nation, nick medina', 'kaikeyi, vaishnavi patel', 'gallant, victoria schwab', 'one last stop, casey mcquiston', 'rabbits, terry miles', 'nine perfect strangers, liane moriarty', 'the sun does shine, anthony ray hinton', 'a great reckoning, louise penny', 'the long cosmos, terry pratchett', 'the big picture, sean carroll', 'love & gelato, jenna evans welch', 'united as one, pittacus lore', 'never go back, lee child', 'brilliance, marcus sakey', 'detroit, charlie leduff', 'a little book of sloth, lucy cooke', 'bridge of dreams, anne bishop', 'city of lost souls, cassandra clare', 'go the fuck to sleep, adam mansbach', 'the walking dead, vol. 14, robert kirkman']"
80,"[""there's always this year, hanif abdurraqib"", 'tender is the flesh, agustina bazterrica', 'we dream of space, erin entrada kelly', 'grunt, mary roach', 'the book of life, deborah harkness', 'lexicon, max barry', ""see you at harry's, jo knowles""]"
81,"['the women, kristin hannah', 'middle of the night, riley sager', 'the return of ellie black, emiko jean', 'the ministry of time, kaliane bradley', 'beautyland, marie-helene bertino', 'the book of doors, gareth brown', 'the demon of unrest, erik larson', 'queenie, candice carty-williams', 'lock every door, riley sager', 'the lost girls of paris, pam jenoff', 'a memory called empire, arkady martine', 'a woman first, selina meyer', 'maid, stephanie land', 'the only plane in the sky, garrett m. graff', 'spearhead, adam makos', ""someone else's shoes, jojo moyes"", 'north woods, daniel mason', 'the true love experiment, christina lauren', 'the jasad heir, sara hashem', 'chain-gang all-stars, nana kwame adjei-brenyah', 'the light pirate, lily brooks-dalton', 'spare, prince harry', 'the witching year, diana helmuth', 'the confidante, christopher c. gorham', 'violeta, isabel allende', 'things we never got over, lucy score', 'crying in the bathroom, erika l. sánchez', 'normal distance, elisa gabbert', 'every summer after, carley fortune', 'cloud cuckoo land, anthony doerr', 'harlem shuffle, colson whitehead', 'the hollows, mark edwards', 'the premonition, michael lewis', 'starfish, lisa fipps', 'the shape of thunder, jasmine warga', 'migrations, charlotte mcconaghy', 'the boy from the woods, harlan coben', 'the only good indians, stephen graham jones', 'uncanny valley, anna wiener', 'a life on our planet, david attenborough', 'vesper flights, helen macdonald', 'break your glass slippers, amanda lovelace', 'an absolutely remarkable thing, hank green', 'a higher loyalty, james b. comey', 'heart berries, terese marie mailhot', 'paper girls, volume 4, brian k. vaughan', 'something in the water, catherine steadman', 'a reaper at the gates, sabaa tahir', 'wildcard, marie lu', 'ghost boys, jewell parker rhodes', 'the truth pixie, matt haig', 'the stone sky, n.k. jemisin', 'drive, kate stewart', 'full wolf moon, lincoln child', 'eight flavors, sarah lohman', 'long way down, jason reynolds', 'eliza and her monsters, francesca zappia', ""malala's magic pencil, malala yousafzai"", 'the woman in cabin 10, ruth ware', 'scrappy little nobody, anna kendrick', 'mother, can you not?, kate siegel', ""a mother's reckoning, sue klebold"", 'lilac girls, martha hall kelly', ""the girl in the spider's web, david lagercrantz"", 'the gilded hour, sara donati', 'the shadows, j.r. ward', 'hollywood dirt, alessandra torre', 'brainweb, douglas e. richards', 'rising strong, brené brown', 'rosemary, kate clifford larson', 'catalog of unabashed gratitude, ross gay', 'leaving time, jodi picoult', 'an untamed state, roxane gay', 'lines of departure, marko kloos', 'tied, emma chase', 'the future of the mind, michio kaku', ""grandma gatewood's walk, ben montgomery"", 'flash boys, michael lewis', 'the geography of you and me, jennifer e. smith', 'puddle jumping, amber l. johnson', 'silver shadows, richelle mead', 'red rising, pierce brown', 'the adventures of beekle, dan santat', 'the rosie project, graeme simsion', 'cold days, jim butcher', 'blood trade, faith hunter', 'the resurrectionist, e.b. hudspeth', 'american elsewhere, robert jackson bennett', 'kick-ass 2, mark millar', 'splintered, a.g. howard', 'unteachable, leah raeder', 'this is what happy looks like, jennifer e. smith', 'prodigy, marie lu', 'doll bones, holly black', ""mr. penumbra's 24-hour bookstore, robin sloan"", 'beautiful ruins, jess walter', 'celebrity in death, j.d. robb', 'the janus affair, pip ballantine', 'drop dead healthy, a.j. jacobs', 'cinder, marissa meyer', 'the selection, kiera cass', 'sweet evil, wendy higgins', ""miss peregrine's home for peculiar children, ransom riggs"", 'love you more, lisa gardner', ""don't breathe a word, jennifer mcmahon"", 'a stolen life, jaycee dugard', 'the penderwicks at point mouette, jeanne birdsall', 'fables, vol. 15, bill willingham', 'scalped, jason aaron', 'magic slays, ilona andrews', 'the iron queen, julie kagawa']"
82,"['the storm we made, vanessa chan']"
83,"['supercommunicators, charles duhigg', 'empty bottles full of stories, r.h. sin', 'rebel, marie lu', 'birnam wood, eleanor catton', 'true biz, sara nović', 'solito, javier zamora', 'the sweetness of water, nathan harris', 'god i feel modern tonight, catherine cohen', 'girls burn brighter, shobha rao', 'how to murder your life, cat marnell', 'ms. marvel, vol. 6, g. willow wilson', 'the blood mirror, brent weeks', 'rebel of the sands, alwyn hamilton', 'recurve, shannon mayer', 'made you up, francesca zappia', 'what if?, randall munroe', 'shadow heir, richelle mead', 'forever, maggie stiefvater']"
84,"['a crown this cold and heavy, stacia stark', 'a well-trained wife, tia levings', 'age of legend, michael j. sullivan', 'meet cute, helena hunting', 'these precious days, ann patchett', 'project hail mary, andy weir', 'the empress of salt and fortune, nghi vo', 'the hollow ones, guillermo del toro', 'the martian, andy weir', 'children of blood and bone, tomi adeyemi', 'more happy than not, adam silvera', 'the young elites, marie lu', 'the long war, terry pratchett', 'rump, liesl shurtliff', 'free will, sam harris', 'the psychopath test, jon ronson', 'scaredy squirrel has a birthday party, mélanie watt']"
85,"['miracle creek, angie kim', 'the bullet that missed, richard osman', 'all the little lights, jamie mcguire', 'bob, wendy mass', 'caraval, stephanie garber', 'the amazing book is not on fire, daniel howell', 'on the fence, kasie west', 'about that night, julie james', 'fables, vol. 17, bill willingham']"
86,"['this is your mind on plants, michael pollan', 'all we ever wanted, emily giffin', 'a lot like love, julie james']"
87,"['wandering stars, tommy orange', 'colored television, danzy senna', 'the fox wife, yangsze choo', 'i cheerfully refuse, leif enger', 'the devil at his elbow, valerie bauerlein', 'loud, drew afualo', 'the bookish life of nina hill, abbi waxman', 'thick, tressie mcmillan cottom', 'capturing the devil, kerri maniscalco', 'supernova, marissa meyer', 'looking for jane, heather marshall', 'the bandit queens, parini shroff', 'shrines of gaiety, kate atkinson', 'the project, courtney summers', 'transcendent kingdom, yaa gyasi', 'you are not alone, greer hendricks', 'magic lessons, alice hoffman', 'fable, adrienne young', 'next year in havana, chanel cleeton', 'darker, e.l. james', 'glass houses, louise penny', 'the good daughter, karin slaughter', 'tease, ella frank', 'insomniac city, bill hayes', 'new american best friend, olivia gatwood', 'punk 57, penelope douglas', 'bloodline, claudia gray', 'dan and phil go outside, daniel howell', 'worm loves worm, j.j. austrian', 'mr. kiss and tell, rob thomas', 'lamentation, c.j. sansom', 'come as you are, emily nagoski', 'nowhere but here, katie mcgarry', 'six of crows, leigh bardugo', 'echo, pam muñoz ryan', 'ugly love, colleen hoover', 'one more thing, b.j. novak', 'citizen, claudia rankine', ""to all the boys i've loved before, jenny han"", 'a snicker of magic, natalie lloyd', 'tenth of december, george saunders', ""killing jesus, bill o'reilly"", 'the promise of stardust, priscille sibley', 'the screaming staircase, jonathan stroud', 'the casual vacancy, j.k. rowling', 'star wars, james luceno', 'manhunt, peter l. bergen', 'dream team, jack mccallum', 'the final evolution, jeff somers', 'the kitchen counter cooking school, kathleen flinn', 'flat-out love, jessica park', 'awakened, p.c. cast']"
88,"['the bride test, helen hoang', 'frontier follies, ree drummond', 'the sawbones book, justin mcelroy', 'lab girl, hope jahren', 'the deep, nick cutter', 'a wanted man, lee child', 'practical paleo, diane sanfilippo', ""you're not doing it right, michael ian black"", 'building stories, chris ware', 'the wild rose, jennifer donnelly']"
89,"['daisy jones & the six, taylor jenkins reid', 'poukahangatus, tayi tibble', 'rise of the isle of the lost, melissa de la cruz', 'the sister, louise jensen', 'big little lies, liane moriarty', 'the secret race, tyler hamilton']"
90,"['the wish, nicholas sparks', 'american war, omar el akkad', 'the animators, kayla rae whitaker']"
91,"['house of glass, sarah pekkanen', 'king of sloth, ana huang', 'oath and honor, liz cheney', 'the unhoneymooners, christina lauren', 'five feet apart, rachael lippincott', 'call down the hawk, maggie stiefvater', 'great circle, maggie shipstead', 'survivor song, paul tremblay', 'fascism, madeleine k. albright', 'love her wild, atticus poetry', 'worlds collide, chris colfer', 'storm and silence, robert thier', 'behold the dreamers, imbolo mbue', ""you're never weird on the internet, felicia day"", 'the road to character, david brooks', 'the library at mount char, scott hawkins', 'beautiful oblivion, jamie mcguire', 'the boys in the boat, daniel james brown', 'trail of the spellmans, lisa lutz', 'shadow and bone, leigh bardugo', 'rule 34, charles stross', ""gabriel's inferno, sylvain reynard"", 'turn right at machu picchu, mark adams', 'divergent, veronica roth', 'passion, lauren kate', 'ready player one, ernest cline']"
92,"['thrawn, timothy zahn', 'the creative act, rick rubin', 'tough titties, laura belgray', 'killers of a certain age, deanna raybourn', 'kaikeyi, vaishnavi patel', 'the sad ghost club, lize meddings', 'the hawthorne legacy, jennifer lynn barnes', 'age of deception, t.a. white', 'the hollow places, t. kingfisher', 'magnolia table, joanna gaines', 'the ballad of songbirds and snakes, suzanne collins', 'the book of essie, meghan maclean weir', 'beneath the sugar sky, seanan mcguire', 'vengeful, victoria schwab', 'the chalk man, c.j. tudor', 'the wheel of osheim, mark lawrence', 'the unbeatable squirrel girl, vol. 1, ryan north', 'the paying guests, sarah waters', 'aimless love, billy collins', 'one breath away, heather gudenkauf', 'fifty shades freed, e.l. james', 'steal like an artist, austin kleon', 'because of low, abbi glines', 'the golden lily, richelle mead', 'live wire, harlan coben']"
93,"['there are rivers in the sky, elif shafak']"
94,"['the games gods play, abigail owen', 'empire of the damned, jay kristoff', 'five broken blades, mai corland', 'sky full of elephants, cebo campbell', 'your blood, my bones, kelly andrew', 'the message, ta-nehisi coates', 'feel-good productivity, ali abdaal', 'fleishman is in trouble, taffy brodesser-akner', 'holy sister, mark lawrence', 'because, mo willems', 'the last tale of the flower bride, roshani chokshi', 'weyward, emilia hart', 'beautiful world, where are you, sally rooney', 'unbound, tarana burke', 'luster, raven leilani', 'hollowpox, jessica townsend', 'the witch elm, tana french', 'the map of salt and stars, zeyn joukhadar', 'eleanor & park, rainbow rowell', 'heavy, kiese laymon', 'the greatest story ever told—so far, lawrence m. krauss', 'autoboyography, christina lauren', 'see you in the cosmos, jack cheng', 'not quite narwhal, jessie sima', 'lovecraft country, matt ruff', 'shadows of self, brandon sanderson', 'heart of venom, jennifer estep', 'hyperbole and a half, allie brosh', 'this is how you lose her, junot díaz', 'alif the unseen, g. willow wilson', 'reamde, neal stephenson', 'lost in shangri-la, mitchell zuckoff']"
95,"['a song to drown rivers, ann liang', 'the toll, neal shusterman', 'artificial condition, martha wells']"
96,"['the most fun we ever had, claire lombardo', 'dark one, brandon sanderson', 'the final revival of opal & nev, dawnie walton', 'the one and only bob, katherine applegate', 'brave, rose mcgowan', 'these truths, jill lepore', 'the magic misfits, neil patrick harris', ""killing england, bill o'reilly"", 'the night gardener, jonathan auxier', 'the examined life, stephen grosz', 'aftertime, sophie littlefield']"
97,"['indian burial ground, nick medina', 'ayesha at last, uzma jalaluddin', 'how to hide an empire, daniel immerwahr', ""the witch's heart, genevieve gornichec"", 'the evening and the morning, ken follett', 'the book of lost friends, lisa wingate', 'harleen, stjepan šejić', 'unlocked, shannon messenger', 'killers of the flower moon, david grann', 'missoula, jon krakauer', 'skin game, jim butcher', ""loki's wolves, k.l. armstrong"", 'insurgent, veronica roth', 'bossypants, tina fey']"
98,"['chlorine sky, mahogany l. browne', 'the thrilling adventures of lovelace and babbage, sydney padua', 'fifty shades of grey, e.l. james']"
99,"['when women ran fifth avenue, julie satow', 'of blood and bone, nora roberts', 'wakenhyrst, michelle paver', 'growing things and other stories, paul tremblay', 'know my name, chanel miller', 'the secrets we kept, lara prescott', ""the housemaid's secret, freida mcfadden"", 'all the dangerous things, stacy willingham', 'i have some questions for you, rebecca makkai', 'the villa, rachel hawkins', 'the wager, david grann', 'stolen focus, johann hari', 'token black girl, danielle prescod', 'memphis, tara m. stringfellow', 'hell followed with us, andrew joseph white', 'all that’s left in the world, erik j. brown', 'the marvellers, dhonielle clayton', 'bastille vs. the evil librarians, brandon sanderson', 'the wife upstairs, rachel hawkins', 'the dating plan, sara desai', 'she memes well, quinta brunson', 'beautiful country, qian julie wang', 'you better be lightning, andrea gibson', 'how the king of elfhame learned to hate stories, holly black', 'the gilded ones, namina forna', 'our violent ends, chloe gong', 'six crimson cranes, elizabeth lim', 'the searcher, tana french', 'the book of lost names, kristin harmel', 'where the lost wander, amy harmon', 'regretting you, colleen hoover', 'spoiler alert, olivia dade', ""why we can't sleep, ada calhoun"", 'when time stopped, ariana neumann', 'the rural diaries, hilarie burton morgan', 'until the end of time, brian greene', 'heartstopper, alice oseman', 'fence, vol. 4, c.s. pacat', 'you deserve each other, sarah hogle', 'raybearer, jordan ifueko', 'shuggie bain, douglas stuart', 'the death of mrs. westaway, ruth ware', 'muse of nightmares, laini taylor', 'amal unbound, aisha saeed', 'the keeper of lost things, ruth hogan', 'kings of the wyld, nicholas eames', 'always and forever, lara jean, jenny han', 'nutshell, ian mcewan', 'the beast, j.r. ward', 'born to run, bruce springsteen', 'white trash, nancy isenberg', 'valiant ambition, nathaniel philbrick', 'then come back, pablo neruda', 'beautiful and damned, robert m. drake', 'the mothers, brit bennett', 'modern romance, aziz ansari', 'between the world and me, ta-nehisi coates', ""it's what i do, lynsey addario"", 'simon vs. the homo sapiens agenda, becky albertalli', 'everything, everything, nicola yoon', 'until friday night, abbi glines', 'earth awakens, orson scott card', 'tibetan peach pie, tom robbins', 'the romanov sisters, helen rappaport', 'this one summer, mariko tamaki', 'open road summer, emery lord', 'the weight of blood, laura mchugh', 'pivot point, kasie west', 'the distance between us, kasie west', 'the age of miracles, karen thompson walker', 'the beautiful mystery, louise penny', 'the innocent, david baldacci', 'gunmetal magic, ilona andrews', 'midnight in peking, paul french', 'third grave dead ahead, darynda jones', 'code name verity, elizabeth wein', 'the statistical probability of love at first sight, jennifer e. smith', 'finale, becca fitzpatrick', 'seeds of rebellion, brandon mull', ""twilight's dawn, anne bishop"", 'hard bitten, chloe neill', 'destiny of the republic, candice millard', 'the chronology of water, lidia yuknavitch', 'lola and the boy next door, stephanie perkins', 'darkest mercy, melissa marr']"
100,"['the lion women of tehran, marjan kamali', 'the heiress, rachel hawkins', 'my darling dreadful thing, johanna van veen', 'where the dark stands still, a.b. poranek', 'recursion, blake crouch', 'they called us enemy, george takei', 'i wish you all the best, mason deaver', 'the vanishing stair, maureen johnson', 'the wishing game, meg shaffer', 'the five-star weekend, elin hilderbrand', 'strong female character, fern brady', 'second first impressions, sally thorne', 'shipped, angie hockman', 'modern comfort food, ina garten', 'today tonight tomorrow, rachel lynn solomon', 'the nightingale, kristin hannah', 'fantastic beasts and where to find them, j.k. rowling', 'damaged like us, krista ritchie', 'talking as fast as i can, lauren graham', 'the storm before the storm, mike duncan', ""don't call us dead, danez smith"", 'kings of the wyld, nicholas eames', 'glory over everything, kathleen grissom', 'the bands of mourning, brandon sanderson', 'real food/fake food, larry olmsted', 'the pioneer woman cooks, ree drummond', 'the bulletproof diet, dave asprey', 'the marvels, brian selznick', 'lock in, john scalzi', 'a hundred summers, beatriz williams', 'entwined with you, sylvia day', 'manson, jeff guinn', 'the good nurse, charles graeber', 'the drunken botanist, amy stewart', 'the first confessor, terry goodkind', 'fifty shames of earl grey, fanny merkin', 'hallowed, cynthia hand', 'seraphina, rachel hartman', 'one of our thursdays is missing, jasper fforde', 'cabin fever, jeff kinney', 'hark! a vagrant, kate beaton']"
101,"['the friday afternoon club, griffin dunne', 'the ten thousand doors of january, alix e. harrow', 'from scratch, tembi locke', 'home is not a country, safia elhillo', 'hidden valley road, robert kolker', 'the ballad of black tom, victor lavalle', 'in real life, cory doctorow', 'waterfall, lisa tawn bergren']"
102,"['children of ruin, adrian tchaikovsky', 'the ferryman, justin cronin', 'house of sky and breath, sarah j. maas', 'eternal, lisa scottoline', 'the final girl support group, grady hendrix', 'nobody will tell you this but me, bess kalb', 'all the bright places, jennifer niven', 'war storm, victoria aveyard', 'unshakeable, anthony robbins', 'three sisters, three queens, philippa gregory', ""disappearance at devil's rock, paul tremblay"", 'heartless, marissa meyer', 'a spool of blue thread, anne tyler', 'magic shifts, ilona andrews', 'twisted, andrew e. kaufman', 'the broken eye, brent weeks', 'the terrible and wonderful reasons why i run long distances (volume 5), matthew inman', 'zero to one, peter thiel', 'blue lily, lily blue, maggie stiefvater', 'tempt the stars, karen chance', ""escape from mr. lemoncello's library, chris grabenstein"", '11th hour, james patterson', 'phantom, jo nesbø', 'blackout, mira grant', 'my cross to bear, gregg allman', 'are you my mother? a comic drama, alison bechdel', 'state of wonder, ann patchett', 'fallen, karin slaughter', 'cast in ruin, michelle sagara', 'hit list, laurell k. hamilton']"
103,"['frostbite, leigh dragoon']"
104,"['four dead queens, astrid scholte']"
105,"['the dry, jane harper']"
106,"['apocalypse never, michael shellenberger']"
107,"['food, health and happiness, oprah winfrey']"
108,"['thirsty, jas hammonds', 'indistractable, nir eyal', 'house of salt and sorrows, erin a. craig', 'the leftover woman, jean kwok', 'a game of gods, scarlett st. clair', '8 rules of love, jay shetty', 'the poppy war, r.f. kuang', 'life 3.0, max tegmark', 'saga, volume 7, brian k. vaughan', 'scythe, neal shusterman', 'neurotribes, steve silberman', 'the valley of amazement, amy tan', 'the painted girls, cathy marie buchanan', 'the republic of thieves, scott lynch', 'gulp, mary roach', 'steelheart, brandon sanderson', ""unicorn thinks he's pretty great, bob shea"", 'the blinding knife, brent weeks', 'a universe from nothing, lawrence m. krauss']"
109,"['normal people, sally rooney', 'unruly, david mitchell', 'the passenger, cormac mccarthy', 'bird hugs, ged adamson']"
110,"['the lost story, meg shaffer', 'the reappearance of rachel price, holly jackson', 'the grandest game, jennifer lynn barnes', 'the silent patient, alex michaelides', 'full throttle, joe hill', 'queenie, candice carty-williams', 'the river we remember, william kent krueger', 'light bringer, pierce brown', 'beyond that, the sea, laura spence-ash', 'rough sleepers, tracy kidder', 'sea of tranquility, emily st. john mandel', 'how to be perfect, michael schur', 'madly, deeply, alan rickman', 'the man who could move clouds, ingrid rojas contreras', 'bravey, alexi pappas', 'when we make it, elisabet velasquez', 'senlin ascends, josiah bancroft', 'the 7 1/2 deaths of evelyn hardcastle, stuart turton', 'rich people problems, kevin kwan', 'last breath, robert bryndza', 'white hot, ilona andrews', 'dating-ish, penny reid', 'the idea of you, robinne lee', 'jabari jumps, gaia cornwall', 'food, jim gaffigan', 'the storyteller, jodi picoult', 'the lowland, jhumpa lahiri', 'promise of blood, brian mcclellan', 'beautiful bastard, christina lauren', 'wedding night, sophie kinsella', 'mad about the boy, helen fielding', 'the gods of gotham, lyndsay faye', 'cast in peril, michelle sagara', 'avatar, gene luen yang', 'the dark enquiry, deanna raybourn', 'the night circus, erin morgenstern', 'goliath, scott westerfeld']"
111,"['underland, robert macfarlane', 'homecoming, kate morton', 'age of empyre, michael j. sullivan', 'city of blades, robert jackson bennett', 'signs preceding the end of the world, yuri herrera', 'stolen songbird, danielle l. jensen', 'house rules, chloe neill']"
112,"['the land, aleron kong']"
113,"['emily wilde’s map of the otherlands, heather fawcett', 'black leopard, red wolf, marlon james', 'die, vol. 1, kieron gillen', 'legacy, shannon messenger', 'hello stranger, katherine center', ""emily wilde's encyclopaedia of faeries, heather fawcett"", ""the marriage portrait, maggie o'farrell"", 'the war of two queens, jennifer l. armentrout', 'a river enchanted, rebecca ross', 'my heart is a chainsaw, stephen graham jones', 'bubble, jordan morris', 'yolk, mary h.k. choi', 'magnolia table, joanna gaines', 'sex object, jessica valenti', 'the inevitable, kevin kelly', 'pretty girls, karin slaughter', 'shadow of night, deborah harkness', 'the sea of tranquility, katja millay', 'legend, marie lu', ""we'll always have summer, jenny han""]"
114,"['glorious exploits, ferdia lennon', 'the prisoner’s throne, holly black', 'the third gilmore girl, kelly bishop', 'bunny, mona awad', 'monstrilio, gerardo sámano córdova', 'every summer after, carley fortune', 'the escape artist, jonathan freedland', 'while we were dating, jasmine guillory', 'in love & pajamas, catana chetwynd', 'the fire never goes out, n.d. stevenson', 'cemetery boys, aiden thomas', 'revenant gun, yoon ha lee', 'the woman in the woods, john connolly', 'the boy on the bridge, m.r. carey', 'the hidden oracle, rick riordan', 'personal, lee child', 'mom & me & mom, maya angelou', 'the prisoner of heaven, carlos ruiz zafón', 'mortality, christopher hitchens', 'the wishing spell, chris colfer', 'these things hidden, heather gudenkauf']"
115,"['the last widow, karin slaughter', 'pageboy, elliot page', ""the woman's hour, elaine f. weiss"", 'annihilation, jeff vandermeer', 'the daylight war, peter v. brett', 'the fall of five, pittacus lore', 'the immortal rules, julie kagawa', 'eternal rider, larissa ione']"
116,"['mrs. everything, jennifer weiner', 'over the top, jonathan van ness', 'romantic comedy, curtis sittenfeld', 'norse mythology, neil gaiman', 'grey, e.l. james', 'the white princess, philippa gregory', 'tales from a not-so-happy heartbreaker, rachel renée russell', ""the tiger's wife, téa obreht""]"
117,"['idiot brain, dean burnett']"
118,"['aphrodite made me do it, trista mateer', 'the pull of the stars, emma donoghue', 'the invisible life of addie larue, v.e. schwab', 'shattered, kevin hearne']"
119,"['the need, helen phillips', 'the drowning kind, jennifer mcmahon', 'barking up the wrong tree, eric barker', 'gentleman jole and the red queen, lois mcmaster bujold', 'the ghost bride, yangsze choo']"
120,"['the deep, rivers solomon', 'bring me your midnight, rachel griffin', 'fangirl, vol. 2, sam maggs', 'not that bad, roxane gay', 'weird things customers say in bookshops, jen campbell']"
121,"['the paris novel, ruth reichl', 'the marriage act, john marrs', 'ducks, kate beaton', 'the survivors, jane harper', 'becoming, michelle obama', ""let's talk about love, claire kann"", 'sleeping giants, sylvain neuvel', 'the female of the species, mindy mcginnis', 'darke, angie sage']"
