,description
1753,"jess, farmhouse, gigi, daughter, freckles, ruggedly, laid, trust, sanctuary, wit"
1754,"solène, romance, marchand, moon, hayes, daughter, art, august, journey, famous"
1755,"novel, neighborhood, starr, justice, lives, childhood, carter, headline, shattered, khalil"
1756,"novel, author, daisy, russell, aza, stars, detective, green, john, pickett"
1757,"monty, montague, percy, henry, felicity, hedonistic, europe, passions, vows, flirt"
1758,"lara, jean, prom, listen, senior, girl, graduation, wedding, best, unexpected"
1759,"cinderella, fairy, starfield, elle, cosplay, geekerella, wittimer, carmindor, prince, actor"
1760,"eliza, writer, sea, monstrous, creator, fanfiction, webcomic, ladyconstellation, anonymous, story"
1761,"wedding, sarah, natalie, dessen, romance, novel, endings, louna, happily, cake"
1762,"rishi, patel, shahs, husband, romantic, dimple, tradition, parents, arrangement, principles"
1763,"autumn, dax, fall, irresistible, kasie, loner, grudgingly, meets, realizes, rescue"
1764,"molly, cassie, twin, crush, sister, coworker, sidekick, reid, seventeen, flirtatious"
1765,"griffin, ocd, afflicted, theo, guilt, grieving, drowning, readers, hiding, jackson"
1766,"mateo, rufus, cast, death, emeterio, torrez, midnight, lives, adam, strangers"
1767,"carter, cash, actor, kids, famous, young, wiz, paparazzi, star, bond"
1768,"marin, mabel, loneliness, coast, life, leave, heart, dorm, mother, final"
1769,"semester, book, novel, writing, tanner, months, autumn, draft, plans, mormon"
1770,"moxie, vivian, viv, carter, girls, feminist, zine, realizes, riot, revolution"
1771,"feyre, vengeance, battle, book, tamlin, doom, invading, lords, fantasy, sarah"
1772,"shadowhunters, shadowhunter, blackthorns, blackthorn, shadows, soul, dark, faerie, vow, emma"
1773,"spark, mare, exiled, newbloods, lightning, rebellion, blood, powerless, norta, barrow"
1774,"scarlett, tella, caraval, sisters, kidnapped, romance, mysterious, legendary, unbreakable, mastermind"
1775,"yrene, chaol, westfall, nesryn, rifthold, engulf, novel, erilea, empire, resilience"
1776,"emika, warcross, hacker, spy, billionaire, fortune, hideo, tanaka, tournament, tokyo"
1777,"thou, scythe, kill, scythes, death, shalt, misery, hunger, teens, citra"
1778,"akos, cyra, sister, loyalty, enemy, power, friendship, shotet, portrayal, resilient"
1779,"monsters, monster, kate, conquer, harker, demons, afraid, verity, harder, hunts"
1780,"wintersong, goblin, labyrinth, tales, liesl, dark, musical, winter, king, fantasies"
1781,"malcolm, lyra, intrigue, spy, suspicious, magisterium, magnets, dust, characters, polstead"
1782,"tales, tale, folklore, novels, stories, fairy, readers, thorns, mermaid, grishaverse"
1783,"rebellion, sultan, traitor, miraji, tyrant, amani, jin, throne, bandit, fled"
1784,"lucia, amara, empress, exiled, selia, prophecy, kingdoms, throne, magnus, gaius"
1785,"elliot, borderlands, serene, elves, mermaids, border, smuggle, elven, badass, classes"
1786,"magnus, odin, loki, thor, asgardian, midgard, valkyrie, ragnarok, percy, chase"
1787,"zeus, apollo, olympus, olympians, percy, oracles, heroes, demigod, mortal, punished"
1788,"tale, conner, alex, stories, land, twins, fairy, series, villains, conclusion"
1789,"amina, emily, changing, soojin, hiding, girls, mosque, suddenly, middle, vandalized"
1790,"voyager, space, spacecraft, dog, petroski, carl, obsessed, journey, moons, alex"
1791,"crow, maggie, islands, lived, rescued, mysterious, elizabeth, adrift, neighbor, miss"
1792,"dragonwatch, dragon, dragons, horde, showdown, epic, king, celebrant, reigned, seth"
1793,"tide, seas, pirate, evil, villains, trident, ride, uma, isle, ursula"
1794,"quest, quests, eternal, agatha, adventures, sophie, evil, students, camelot, success"
1795,"tree, trees, wishtree, oak, red, branches, stories, jokes, crow, neighborhood"
1796,"ghost, haunted, lockwood, ghostly, stroud, revelations, frights, twists, fittes, perilous"
1797,"ada, maggie, newbery, family, jamie, susan, book, uplifting, thorton, saved"
1798,"malala, nobel, wishes, pencil, magic, illustrated, peace, inspire, childhood, yousafzai"
1799,"harriet, clinton, sally, oprah, book, margaret, feminists, persisted, inspirational, vivid"
1800,"warrior, battle, scissors, crayons, paper, rock, strongest, frankenstein, kingdom, creators"
1801,"jabari, diving, jump, jumper, leap, swim, splash, courage, board, newcomer"
1802,"falling, dumpty, fall, rhyme, nursery, humpty, epilogue, fears, wall, famous"
1803,"clementine, guilt, marriage, tiffany, sam, erika, personalities, liane, moriarty, neighbors"
1804,"wavy, novel, obsessed, ugly, bryn, starry, heart, daughter, sky, kellen"
1805,"evie, hills, suzanne, ranch, summer, sprawling, northern, boyd, hidden, abandon"
1806,"plumb, novel, nest, siblings, melody, warm, troubled, relationships, mortgage, borrowed"
1807,"ruth, kennedy, justice, intervene, cpr, newborn, jefferson, nurse, compassion, distress"
1808,"bennet, liz, bingley, darcy, jane, sisters, fitzwilliam, mrs, lydia, marry"
1809,"commonwealth, siblings, families, keating, cousins, childhood, marriages, franny, affair, interpretation"
1810,"octopus, novel, lily, adventure, book, companion, ted, racing, fiercely, heart"
1811,"lucy, barton, storytelling, writer, gossip, longing, knitting, childhood, mother, recovering"
1812,"locks, gift, unlock, key, doors, diary, gate, oyeyemi, heart, book"
1813,"haunted, brooklyn, neighborhood, running, streets, memories, 1970s, dark, girls, august"
1814,"abraham, isaac, genesis, novel, jacob, jew, father, crisis, identities, sacrifice"
1815,"russo, sully, raymer, richard, gus, carl, ruth, fool, bath, everybody"
1816,"faye, samuel, mother, anderson, crime, news, mysterious, facts, buried, generations"
1817,"kashmiri, khurana, bombs, ahmed, shockie, mansoor, nakul, ayub, disaster, book"
1818,"nutshell, literature, narrator, murder, story, grain, universe, endeavour, deceit, speck"
1819,"bliss, blisses, summer, fielding, devil, child, heaven, sal, feverish, forgotten"
1820,"mercedes, killer, massacre, brady, ward, detective, finale, robinson, hospital, holly"
1821,"gamache, amelia, armand, homicide, cadets, québec, choquet, map, novel, stained"
1822,"cruise, overboard, ship, sails, voyage, passengers, sea, blacklock, luxury, cabins"
1823,"dennis, edward, mira, forensics, estate, billionaire, saw, nypsd, motives, secretly"
1824,"grace, elegance, comfort, charm, newlyweds, charmed, graciousness, love, house, meet"
1825,"painter, scott, novel, influential, summer, perished, foggy, ocean, fate, burroughs"
1826,"antoinetteʼs, antoinette, murder, detectives, detective, squad, aislinn, paranoid, shadowy, conway"
1827,"spellbinding, novel, megan, disappearances, miranda, corinne, nicolette, annaleise, suspense, like"
1828,"maya, widowed, daughter, nanny, cam, pilot, sees, secrets, impossible, thrillerformer"
1829,"neighbour, police, house, daughter, stairs, door, limit, fears, worst, monitor"
1830,"murderer, innocent, prison, criminal, convicted, melvin, suspect, execution, mars, amos"
1831,"terror, terrorist, isis, gabriel, mizrahi, marais, spy, guerre, natalie, mastermind"
1832,"jean, taylor, accusing, harassment, police, anonymous, marriage, story, lesson, hasn"
1833,"erika, detective, secrets, uncovering, ice, murder, hiding, deeper, discovers, dark"
1834,"thriller, murder, novel, suspenseful, corpse, pretty, daughters, blood, suspects, sara"
1835,"corpses, bodies, detective, secrets, dead, bury, killer, decomposition, uncover, kim"
1836,"spies, murderer, 1942, blackout, maggie, ripper, churchill, mutilating, blitz, london"
1837,"cora, slave, railroad, slaves, tunnels, underground, escape, caesar, travels, tale"
1838,"novel, caroline, nazi, kasia, heroine, ravensbrück, poland, 1939, war, ocean"
1839,"rostov, moscow, novel, bolshevik, amor, hotel, sentenced, indomitable, erudition, kremlinite"
1840,"anna, lib, hoax, wonder, readers, nurse, fraud, donnell, living, wright"
1841,"effia, novel, slave, cape, ghana, asante, esi, colonization, extraordinary, homegoing"
1842,"sisters, heir, sisterhood, tudor, katherine, queens, aragón, loyalties, princess, bride"
1843,"edison, paul, inventor, tesla, lamps, light, electric, lawyer, york, cravath"
1844,"forrester, wolverine, alaskan, novel, sophie, rose, adventure, snow, wife, stunningly"
1845,"whaling, harpooner, voyage, murderer, ship, sail, 1859, drax, sumner, fated"
1846,"orphan, novel, gold, kyle, survivors, wichita, reader, kiowa, civil, johanna"
1847,"potter, harry, cursed, thorne, rowling, darkness, playscript, playwright, jack, children"
1848,"prince, london, magical, stone, kell, fall, life, entertain, rhy, red"
1849,"bands, mourning, trilogy, waxillium, edwarn, mistborn, shadowy, ladrian, scadrial, elendel"
1850,"fae, werewolf, protect, adam, coyote, mercy, child, humans, defying, war"
1851,"patricia, laurence, magicians, childhood, friends, witch, delfine, armstead, francisco, scientist"
1852,"kate, daniels, mercenary, kidnapped, demigod, marries, ending, witch, atlanta, impossible"
1853,"throne, curse, enchantment, king, father, magic, soul, escape, silence, die"
1854,"humanity, cassandra, vampires, prophets, exploited, peace, blood, wolf, companionship, sangue"
1855,"essun, shelter, alabaster, stillness, daughter, seal, destroyer, missing, fate, tenring"
1856,"anthology, bookmaking, book, tales, novel, literary, menagerie, genre, author, awards"
1857,"worshipped, gods, raithe, suri, annihilation, immortal, myth, humankind, tragedy, rebellion"
1858,"theophilus, immortal, atticus, archdruid, druid, loki, eternal, rome, norse, quest"
1859,"rook, spies, stiletto, novel, sabotage, adversaries, diplomacy, rivals, spirited, bitter"
1860,"eleanor, nancy, children, wayward, childrenno, west, wardrobe, arrival, magical, tragedy"
1861,"vampire, vampires, demons, twilight, devil, princess, arianna, misery, heir, fantasy"
1862,"lightbringer, lightbringerthe, emperor, eyethe, prismthe, blinding, king, worlds, fate, satrapies"
1863,"ryle, lily, corrigan, loves, relationships, spark, dating, kincaid, stubborn, neurosurgeon"
1864,"freedom, lilly, marriage, money, life, linton, squalling, dangerous, brood, pretty"
1865,"naomi, keaton, xander, sunrise, solitude, woods, cellar, photographer, dark, lost"
1866,"brotherhood, dagger, alliances, weakness, mary, suffering, preying, reassess, battle, rhage"
1867,"gideon, vows, love, refuge, battle, entwined, cross, falling, rock, committing"
1868,"billie, rokesby, bridgerton, marry, earldom, george, heir, perfectly, fate, tomboyish"
1869,"throne, akielos, damianos, princes, regent, damen, kastor, battle, revelation, survives"
1870,"callum, royals, royal, ella, harper, wealth, reed, ruin, posh, sons"
1871,"nemesis, rival, opponent, lucy, joshua, templeman, aggressive, hate, hutton, pollyanna"
1872,"cuando, es, entrega, como, una, dean, amigos, enrolla, dejar, vida"
1873,"vanessa, quitting, housekeeper, underwear, aiden, mazur, godmother, shouldn, plans, unthinkable"
1874,"tyler, ellie, maddox, edson, taylor, wildland, hotshots, extreme, deepen, meets"
1875,"met, phone, god, suddenly, called, mystery, didn, barking, return, mesmerized"
1876,"playboy, assets, jewelry, rich, fiancée, dad, ocean, gossip, sin, definitely"
1877,"roommate, justin, love, house, heart, hates, dream, willing, sharing, summer"
1878,"eminem, mishai, misha, iphone, hate, arguing, met, ruin, teacher, agreed"
1879,"darrow, vengeance, mercy, surrender, peace, shackled, enslaved, revolution, devotion, rivalries"
1880,"jason, mindbending, wayward, dream, thriller, dessen, trilogy, fiction, pines, unconscious"
1881,"leia, senate, senator, senators, vader, darth, republic, rebellion, partisan, election"
1882,"earth, earths, 2070, mankind, cosmos, intelligence, joshua, long, seek, byte"
1883,"unravelling, discovery, rose, hand, artifact, metal, carvings, object, remains, mystery"
1884,"survival, adventure, zoo, novel, suspense, endurance, contestants, devastation, alexandra, reality"
1885,"victor, jackdaw, slavery, runaway, abolitionist, salvation, trail, pursuit, thriller, unwilling"
1886,"lighthearted, crosstalk, connie, communicate, connectivity, briddey, relationship, empathy, twitter, fiction"
1887,"cordelia, vorkosigan, future, fiction, wills, oliver, jole, learns, naismith, vicereine"
1888,"lovelace, planet, intergalactic, orbit, beloved, space, novel, crewmates, becky, firefly"
1889,"angel, bienvenido, planet, adversary, mission, child, rebellion, emerging, invasion, unexpected"
1890,"fortress, cheris, hexarchate, gambit, tactician, battle, trilogy, besiege, jedao, hope"
1891,"plague, wildfire, outbreak, deadly, pandemic, fireman, burns, dragonscale, novel, telltale"
1892,"butterflies, butterfly, maya, garden, gardener, flowers, mansion, isolated, grudges, agents"
1893,"finley, supernatural, bestseller, thriller, hollows, book, goodreads, disappearance, wolf, montgomery"
1894,"exorcism, exorcist, gretchen, supernatural, thriller, abby, friendship, devil, 80s, unholy"
1895,"συνδεόµενες, ιστορίες, συνοδευόµενος, σειράς, άττικους, κινδύνους, νοµοθεσίας, φαντασίας, λογοτεχνία, αποτέλεσε"
1896,"occult, magic, york, tom, brooklyn, invisibility, sorceress, curse, storm, cast"
1897,"alex, cassie, secrets, vampirism, supernatural, grace, espionage, nightlife, schwartz, laundry"
1898,"hunter, hunters, monster, marine, memoirs, peter, oliver, billy, mhi, grunge"
1899,"slave, slaves, escape, murder, rights, survival, dark, whitlock, subterranean, fortress"
1900,"haunting, ghostly, ghosts, supernatural, nightmare, horror, disappearance, eerie, folktale, rock"
1901,"amy, schumer, actress, emmy, tattoo, storyteller, humor, trainwreck, teenage, best"
1902,"anna, autobiographical, actress, ordinary, twilight, arts, charmingly, kendrick, absurdities, little"
1903,"mothers, parenting, mother, mom, daughter, kate, helicopter, lampoons, insist, instagram"
1904,"phoebe, robinson, lisa, comedic, comedian, racial, comic, voice, uppity, bonet"
1905,"phil, dan, photos, journey, howell, light, futurebook, revealing, real, awards"
1906,"norm, memoir, macdonald, comedy, comics, hiatus, book, celebrity, genre, stand"
